"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Byun 2023 (D)",2022,"All-cause mortality at 0 to 7 days",1,0,14,0,18,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Byun 2023 (S)",NA,"All-cause mortality at 0 to 7 days",1,0,15,0,16,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Robitaille 2013",2013,"All-cause mortality at 0 to 7 days",1,0,3,0,3,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Tay 2020",2020,"All-cause mortality at 0 to 7 days",1,0,149,0,150,0,0,0,0,0,1.50745650102792,NA,NA,NA,2.27242510249133,NA,"1::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Byun 2023 (D)",2022,"All-cause mortality at 8 to 30 days",2,1,14,1,18,0,0,0,0,0,0,1.285714,0.087944,18.796774,0,40.954089,"2::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Byun 2023 (S)",NA,"All-cause mortality at 8 to 30 days",2,0,15,1,16,0,0,0,0,0,1.36778409602296,0.354167,0.015531,8.076549,1.87083333333333,30.136471,"2::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Robitaille 2013",2013,"All-cause mortality at 8 to 30 days",2,0,3,0,3,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Tay 2020",2020,"All-cause mortality at 8 to 30 days",2,0,149,1,150,0,0,0,0,0,1.62891911507101,0.335556,0.013779,8.171521,2.65337748344371,28.909441,"2::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Byun 2023 (D)",2022,"All-cause mortality at 31 to 100 days",3,0,14,0,18,0,0,0,0,0,0,NA,NA,NA,0,NA,"3::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Byun 2023 (S)",NA,"All-cause mortality at 31 to 100 days",3,1,15,0,16,0,0,0,0,0,1.5954131556606,3.1875,0.139776,72.68894,2.5453431372549,17.252137,"3::overall","CD011305_pub3_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
