"Study","Study.year","Analysis.name","Analysis.number","Subgroup.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Dagnew 2019",2019,"Incidence of herpes zoster (up to 21 months after final dose)",1,NA,2,259,14,256,0,0,0,0,0,0.763637241789639,0.141202,0.032418,0.615038,0.583141837048087,41.664144,"1::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"Incidence of herpes zoster (up to 21 months after final dose)",1,NA,58,1277,70,1275,0,0,0,0,0,0.173088689735248,0.827274,0.589272,1.161402,0.029959694514265,58.335856,"1::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"All-cause mortality (up to 28 days after final dose)",2,NA,35,1274,34,1274,0,0,0,0,0,0,1.029412,0.646273,1.639692,0,0,"2::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dagnew 2019",2019,"Adverse events of any grade (up to 30 days after final dose)",3,NA,134,283,128,279,0,0,0,0,0,0,1.032078,0.864636,1.231946,0,6.956333,"3::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"Adverse events of any grade (up to 30 days after final dose)",3,NA,1030,1274,911,1274,0,0,0,0,0,0,1.130626,1.082206,1.181212,0,93.043667,"3::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dagnew 2019",2019,"Serious adverse events (up to 12 months after final dose)",4,NA,66,283,82,279,0,0,0,0,0,0,0.793502,0.600459,1.048607,0,0,"4::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dagnew 2019",2019,"Serious adverse events (up to 30 days after final dose)",5,NA,17,283,29,279,0,0,0,0,0,0.252786180531511,0.577921,0.325068,1.027456,0.0639008530677095,39.746209,"5::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"Serious adverse events (up to 30 days after final dose)",5,NA,203,1274,190,1274,0,0,0,0,0,0,1.068421,0.890669,1.281648,0,60.253791,"5::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dagnew 2019",2019,"Serious adverse events (up to 6 months after final dose)",6,NA,50,283,60,279,0,0,0,0,0,0,0.821555,0.586566,1.150684,0,0,"6::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"Adverse events of special interest - injection site adverse events (up to 28 days after final dose)",7,NA,512,1274,167,1274,0,0,0,0,0,0,3.065868,2.621865,3.585062,0,0,"7::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dagnew 2019",2019,"Adverse events of special interest - injection site adverse events (up to 7 days post vaccination)",8,NA,223,278,48,274,0,0,0,0,0,0,4.578987,3.518391,5.959292,0,0,"8::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Mullane 2019",2019,"Adverse events of special interest - systemic adverse events (up to 28 days after final dose)",9,NA,131,1274,72,1274,0,0,0,0,0,0,1.819444,1.379442,2.399795,0,0,"9::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Dagnew 2019",2019,"Adverse events of special interest - systemic adverse events (up to 7 days post vaccination)",10,NA,206,278,134,274,0,0,0,0,0,0,1.515194,1.317824,1.742123,0,0,"10::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Thomas 2022",2022,"Incidence of COVID-19 (up to 6 months after second dose) ",1,NA,1,45,1,50,0,0,0,0,0,0,1.111111,0.071573,17.248999,0,0,"1::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Thomas 2022",2022,"Adverse events of any grade (up to 6 months after second dose)",2,NA,412,1182,201,1146,0,0,0,0,0,0,1.987322,1.714336,2.303778,0,100,"2::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Thomas 2022",2022,"Serious adverse events (up to 6 months after second dose)",3,NA,28,1182,19,1146,0,0,0,0,0,0.197410197443526,1.4288,0.802494,2.543909,0.0389707860546917,100,"3::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Barbui 2022",2022,"Incidence of COVID-19 (up to median 3.1 months from vaccination)",1,NA,10,287,8,131,0,0,0,0,0,0,0.570557,0.230484,1.412401,0,0,"1::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Branagan 2016",2016,"Incidence of influenza (within the 2015 to 2016 flu season)",1,NA,3,74,4,48,0,0,0,0,0,0,0.486486,0.113864,2.078533,0,0,"1::overall","CD015530_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
