"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Sheth 2016",2016,"Functional outcome, measured by mRS (0 to 4), at 90 days",1,25,41,17,36,0,0,0,0,0,0,1.291248,0.845573,1.971825,0,21.406364,"1::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sheth 2022",2022,"Functional outcome, measured by mRS (0 to 4), at 90 days",1,93,217,89,214,0,0,0,0,0,1.41489747529761,1.030498,0.826215,1.285289,2.00193486560354,78.593636,"1::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sheth 2016",2016,"Functional outcome, measured by mRS (0 to 4), at 12 months (participants ? 70 years)",2,25,35,17,30,0,0,0,0,0,0,1.260504,0.864952,1.836946,0,0,"2::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sheth 2016",2016,"Death at 30 days",3,6,41,13,36,0,0,0,0,0,0,0.405253,0.171914,0.955305,0,0,"3::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sheth 2016",2016,"Death at more than 90 days (90 days, or up to 4 years + 11 months)",4,7,41,13,36,0,0,0,0,0,0,0.472795,0.211928,1.054774,0,38.214647,"4::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sheth 2022",2022,"Death at more than 90 days (90 days, or up to 4 years + 11 months)",4,103,259,97,259,0,0,0,0,0,0,1.061856,0.854433,1.319632,0,61.785353,"4::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Sheth 2016",2016,"Quality of life: EuroQol group 5-dimension (EQ-5D) at 90 days",5,0,30,0,19,0.49,0.29,0.44,0.26,0,0,0.05,-0.106321,0.206321,0,0,"5::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Sheth 2016",2016,"Quality of life: EuroQol group 5-dimension (EQ-5D) at 6 months",6,0,29,0,18,0.58,0.26,0.54,0.29,0,0,0.04,-0.12402,0.20402,0,0,"6::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Sheth 2016",2016,"Quality of life: EuroQol group 5-dimension (EQ-5D) at 12 months",7,0,29,0,17,0.57,0.26,0.57,0.22,0,0,0,-0.141037,0.141037,0,0,"7::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Sheth 2016",2016,"Serious adverse events (up to 4 years + 11 months)",8,30,44,28,39,0,0,0,0,0,0,0.949675,0.716423,1.258869,0,18.911707,"8::overall","CD014802_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
