"dataset_id","analysis_group","analysis_number","analysis_name","data_type","measure","effect_is_log","k_all","k_post","k_pre","frac_pre","i2_re_all","i2_re_post","i2_re_pre","delta_i2_re","delta_i2_post_pre","tau2_re_all","tau2_re_post","tau2_re_pre","delta_tau2_re","delta_tau2_post_pre","effect_re_all","effect_re_post","effect_re_pre","delta_effect_re","delta_effect_post_pre","effect_fe_all","effect_fe_post","effect_fe_pre","delta_effect_fe","delta_effect_fe_post_pre","sig_all","sig_post","sig_pre","sign_all","sign_post","sign_pre","max_abs_delta_effect_loo_all","max_abs_delta_effect_loo_post","max_abs_delta_i2_loo_all","max_abs_delta_i2_loo_post","max_abs_delta_tau2_loo_all","max_abs_delta_tau2_loo_post","cook_thresh","n_influential","max_cook","prop_influ_pre","prop_pre_overall","mean_cook_pre","mean_cook_post"
"CD000219_pub5_data",1,1,"Pain","binary","RR",TRUE,21,7,14,0.666666666666667,4.99075849265178,0.00421111289839045,23.1760857594612,-4.98654737975339,-23.1718746465628,0.0024946906811177,2.11997614550268e-06,0.0157691287743151,-0.0024925707049722,-0.0157670087981696,0.804662536464636,0.758404618517225,0.819951767476356,-0.0462579179474107,-0.0615471489591307,0.807225670563412,0.758405888882888,0.835225122259849,-0.0488197816805244,-0.0768192333769606,TRUE,TRUE,TRUE,-1,-1,-1,0.0172200990754015,0.0334171121096161,18.2762607284075,52.0389565529132,0.0151257641839783,0.0848248101917899,0.19047619047619,2,0.197113333668533,1,0.666666666666667,0.0685408275418133,0.0383680522289018
"CD000219_pub5_data",1,2,"Vomiting, diarrhoea or rash","binary","RR",TRUE,8,4,4,0.5,4.4260880419543,38.6563256162239,0,34.2302375742696,38.6563256162239,0.00237071687324425,0.0225315966134362,0,0.020160879740192,0.0225315966134362,1.37584634480018,1.3026270125072,1.57874443351732,-0.0732193322929833,-0.276117421010114,1.37657900496153,1.32325760048113,1.57874443351732,-0.0533214044804033,-0.255486833036188,TRUE,TRUE,TRUE,1,1,1,0.0913727243541669,0.12719245651815,24.4685756867677,38.6539442332929,0.0303256102631569,0.0819791583974761,0.5,1,0.713925121016422,0,0.5,0.0304251287113128,0.186925561540657
"CD000219_pub5_data",1,3,"Abnormal tympanometry","binary","RR",TRUE,13,4,9,0.692307692307692,31.3129155980211,79.0162208009292,32.0722592514911,47.7033052029081,46.9439615494381,0.00889180158913158,0.178875363629838,0.00759864027466643,0.169983562040706,0.171276723355171,0.866030845483564,0.708329812365984,0.874995143061967,-0.15770103311758,-0.166665330695983,0.853514015257321,0.841075799866858,0.855534681518685,-0.0124382153904629,-0.0144588816518272,TRUE,FALSE,TRUE,-1,-1,-1,0.0389304072542578,0.149809836182474,31.3102756496757,14.0702717620856,0.00889112397344433,0.260052946289054,0.307692307692308,1,0.75602259480872,1,0.692307692307692,0.123598730555004,0.0716510244037352
"CD000219_pub5_data",1,4,"Tympanic membrane perforation","binary","RR",TRUE,5,3,2,0.4,7.49006128943153,0,0,-7.49006128943153,0,0.0854451768637898,0,0,-0.0854451768637898,0,0.409148694788608,0.21158320782181,0.572910951155436,-0.197565486966798,-0.361327743333626,0.439104267546341,0.21158320782181,0.572910951155436,-0.227521059724531,-0.361327743333626,TRUE,TRUE,FALSE,-1,-1,-1,0.198381761521313,0.074305241559007,9.43714127089429,0,0.0933892024240624,0,0.8,1,2.54030317209996,1,0.4,1.27502697489652,0.151200200295036
"CD000219_pub5_data",1,6,"Late AOM recurrences","binary","RR",TRUE,6,2,4,0.666666666666667,5.93484664442156,0,0,-5.93484664442156,0,0.00404530783503899,0,0,-0.00404530783503899,0,0.924393166001371,0.720708589435158,0.999168036653226,-0.203684576566213,-0.278459447218068,0.935063102081614,0.720708589435158,0.999168036653226,-0.214354512646457,-0.278459447218068,FALSE,FALSE,FALSE,-1,-1,-1,0.105713591779377,NA,11.2563416232587,NA,0.00994292807209071,NA,0.666666666666667,1,1.65248855606498,1,0.666666666666667,0.452724292111969,0.243595570312626
"CD000219_pub5_data",2,1,"Pain","binary","RR",TRUE,6,5,1,0.166666666666667,72.2970079131862,77.2814737705249,NA,4.98446585733866,NA,0.0637436257342306,0.0762424498997206,NA,0.01249882416549,NA,0.749929109143022,0.765968204470469,NA,0.016039095327447,NA,0.87285301169082,0.892780766221588,NA,0.0199277545307673,NA,TRUE,FALSE,NA,-1,-1,NA,0.0717975759675359,0.107692219520278,19.1291583231168,16.3190710773877,0.0232332117614363,0.0442793452887227,0.666666666666667,0,0.517629861687898,NA,0.166666666666667,0.0251697759579658,0.272948477692646
"CD000219_pub5_data",2,2,"Vomiting, diarrhoea or rash","binary","RR",TRUE,3,2,1,0.333333333333333,0.00703655170508092,17.7400957622528,NA,17.7330592105477,NA,5.20275792654827e-06,0.0204116485939689,NA,0.0204064458360424,NA,1.8656382432453,2.10014031687139,NA,0.234502073626086,NA,1.86563152051591,2.05530375491511,NA,0.189672234399199,NA,TRUE,TRUE,NA,1,1,NA,0.234502073626086,NA,48.6099974558078,NA,0.0975872785520536,NA,1.33333333333333,0,0.619050649592101,NA,0.333333333333333,0.619050649592101,0.303500835784162
"CD000478_pub5_data",7,1,"Any adverse event","binary","RR",TRUE,6,2,4,0.666666666666667,0,0,46.9798542823961,0,-46.9798542823961,0,0,1.80233197839737,0,-1.80233197839737,0.88891187012557,0.887876360543094,1.34317299329338,-0.00103550958247545,-0.455296632750284,0.88891187012557,0.887876360543094,0.953824271226099,-0.00103550958247545,-0.065947910683005,FALSE,FALSE,FALSE,-1,-1,1,0.579919944367287,NA,38.0762687494749,NA,1.27807531106371,NA,0.666666666666667,3,33.9223276871956,0.666666666666667,0.666666666666667,9.10135725518113,16.9619317117728
"CD000478_pub5_data",7,2,"Withdrawal due to adverse event","binary","RR",TRUE,6,2,4,0.666666666666667,0,0,0,0,0,0,0,0,0,0,1.36206878168888,1.31305912996046,1.79933659549624,-0.0490096517284244,-0.486277465535778,1.36206878168888,1.31305912996046,1.79933659549624,-0.0490096517284244,-0.486277465535778,FALSE,FALSE,FALSE,1,1,1,0.602645022799877,NA,0,NA,0,NA,0.666666666666667,1,1.77037214329639,0,0.666666666666667,0.0119932875873449,0.888389938009284
"CD000478_pub5_data",8,1,"Failure to maintain remission - all trials","binary","RR",TRUE,13,6,7,0.538461538461538,0,6.50960346832734,0,6.50960346832734,6.50960346832734,0,0.00970348793281228,0,0.00970348793281228,0.00970348793281228,0.684243330585219,0.656967884274452,0.704034084106711,-0.0272754463107672,-0.0470661998322588,0.684243330585219,0.663222320419433,0.704034084106711,-0.0210210101657863,-0.0408117636872779,TRUE,TRUE,TRUE,-1,-1,-1,0.0340740689906153,0.0981917309705878,4.76875275780426,6.50960346832734,0.00644795261318933,0.00970348793281228,0.307692307692308,1,0.385272544656599,1,0.538461538461538,0.0776490913769145,0.0827581773576922
"CD000547_pub3_data",1,8,"Individual adverse events","binary","RR",TRUE,49,8,41,0.836734693877551,70.5166648154703,0.000145959753026577,70.7193311274429,-70.5165188557172,-70.7191851676899,0.457121889772342,1.81474862055541e-06,0.397351983664536,-0.457120075023722,-0.397350168915916,2.25502338604385,5.75047862049011,2.04039948658402,3.49545523444625,3.71007913390608,1.59228055322012,5.75048055782134,1.5375177732711,4.15820000460122,4.21296278455024,TRUE,TRUE,TRUE,1,1,1,0.129674784542763,1.52662710257276,4.53451112100819,0.00051545839464854,0.0678241405816707,6.0390149648355e-06,0.0816326530612245,3,0.18142941818503,1,0.836734693877551,0.0279271063288374,0.0193815879122142
"CD000547_pub3_data",3,1,"Duration of surgery (minutes)","binary","RR",TRUE,7,3,4,0.571428571428571,0,0,0,0,0,0,0,0,0,0,1.00182765621202,0.830771794126845,1.14970979542379,-0.171055862085174,-0.318938001296942,1.00182765621202,0.830771794126845,1.14970979542379,-0.171055862085174,-0.318938001296942,FALSE,FALSE,FALSE,1,-1,1,0.102763830312937,0.171650503036978,0,0,0,0,0.571428571428571,0,0.0209779243838921,NA,0.571428571428571,0.00534079237016102,0.00564243551667249
"CD000547_pub3_data",3,3,"Intraoperative blood loss (mL)","binary","RR",TRUE,11,3,8,0.727272727272727,0,0,0,0,0,0,0,0,0,0,0.975450319949073,0.893505904523347,1.00722984184044,-0.0819444154257262,-0.113723937317095,0.975450319949073,0.893505904523347,1.00722984184044,-0.0819444154257262,-0.113723937317095,FALSE,FALSE,FALSE,-1,-1,1,0.0632415137247047,0.224516029752513,0,0,0,0,0.363636363636364,0,0.0127386070459335,NA,0.727272727272727,0.00232710550101817,0.00396630093694906
"CD000547_pub3_data",3,7,"Duration of hospital stay (days)","binary","RR",TRUE,4,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0.898928679386555,0.805978544466138,1,-0.092950134920417,-0.194021455533862,0.898928679386555,0.805978544466138,1,-0.092950134920417,-0.194021455533862,FALSE,FALSE,FALSE,-1,-1,0,0.144880131529753,NA,0,NA,0,NA,1,0,0.0228247267016959,NA,0.5,0.00133246680988177,0.0145146700203094
"CD000547_pub3_data",5,10,"Adverse events","binary","RR",TRUE,39,28,11,0.282051282051282,61.3637253335305,59.1385535942726,49.4556371621855,-2.22517173925792,9.68291643208703,0.434745883216827,0.318254810654715,0.817695178682882,-0.116491072562112,-0.499440368028167,1.62544751170965,1.51955099439878,2.00918399513747,-0.105896517310869,-0.489633000738687,1.72707136471345,1.69624579301061,2.08131621005101,-0.0308255717028383,-0.385070417040398,TRUE,TRUE,FALSE,1,1,1,0.0729400287385222,0.0806855568617921,5.42626117400264,10.3202272814569,0.103902325648149,0.13428927639337,0.102564102564103,0,0.0792755287925225,NA,0.282051282051282,0.0250738900579457,0.0282870797760357
"CD001155_pub3_data",1,1,"Clinical vertebral fractures","binary","RR",TRUE,7,3,4,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0.465484771678984,1.07810197011355,0.454597769772443,0.612617198434569,0.623504200341109,0.465484771678984,1.07810197011355,0.454597769772443,0.612617198434569,0.623504200341109,TRUE,FALSE,TRUE,-1,1,-1,0.0193434857232648,0.0781019701135524,0,0,0,0,0.571428571428571,0,0.0459036044312791,NA,0.571428571428571,0.0120432778970249,0.00169007762076726
"CD001155_pub3_data",1,2,"Non-vertebral fractures","binary","RR",TRUE,9,4,5,0.555555555555556,13.9446345071572,0,8.955300203654,-13.9446345071572,-8.955300203654,0.0097235557259661,0,0.00305662993099769,-0.0097235557259661,-0.00305662993099769,0.794288682313294,0.449482800862415,0.823526321371958,-0.344805881450879,-0.374043520509543,0.828723111219235,0.449482800862415,0.835004361496732,-0.37924031035682,-0.385521560634317,TRUE,FALSE,TRUE,-1,-1,-1,0.126837116285396,0.147852693111307,13.9446345071572,0,0.0262842449805433,0,0.444444444444444,2,3.78006227266012,1,0.555555555555556,1.09661149922689,0.0324132471318531
"CD001155_pub3_data",1,3,"Hip fractures","binary","RR",TRUE,11,4,7,0.636363636363636,0,0,0,0,0,0,0,0,0,0,0.642477653978456,1.0133029356071,0.628797786151604,0.370825281628647,0.3845051494555,0.642477653978456,1.0133029356071,0.628797786151604,0.370825281628647,0.3845051494555,TRUE,FALSE,TRUE,-1,1,-1,0.110882906292486,0.0687581491558087,0,0,0,0,0.363636363636364,2,0.811518657623217,1,0.636363636363636,0.172940297572251,0.00066632304111156
"CD001155_pub3_data",1,4,"Wrist fractures","binary","RR",TRUE,10,4,6,0.6,42.9901904615186,0,58.4529762910357,-42.9901904615186,-58.4529762910357,0.215928802744675,0,0.237134417231376,-0.215928802744675,-0.237134417231376,0.877389095704513,1.78218945303883,0.821007107763425,0.904800357334318,0.961182345275407,0.929939620434781,1.78218945303883,0.917963219418556,0.85224983260405,0.864226233620275,FALSE,FALSE,FALSE,-1,1,-1,0.283720114308012,0.764518197214248,42.9901904615186,0,0.215928802744675,0,0.4,3,1.84950420582174,1,0.6,0.485646318304847,0.0108638980558284
"CD001155_pub3_data",1,6,"Withdrawals due to adverse events","binary","RR",TRUE,29,12,17,0.586206896551724,4.29207953358595,0,0,-4.29207953358595,0,0.00624165061485473,0,0,-0.00624165061485473,0,1.03414578624096,1.39492442687796,0.971869055477151,0.360778640636999,0.423055371400807,1.01635775567829,1.39492442687796,0.971869055477151,0.378566671199669,0.423055371400807,FALSE,FALSE,FALSE,1,1,-1,0.0365080480322256,0.107064156707537,4.29207953358595,0,0.00624165061485473,0,0.137931034482759,2,0.256651503383763,0,0.586206896551724,0.0109967053573107,0.0469407084704077
"CD001155_pub3_data",1,7,"Serious adverse events","binary","RR",TRUE,14,7,7,0.5,10.399981989527,0,0,-10.399981989527,0,0.0204862266751082,0,0,-0.0204862266751082,0,0.903452283585456,0.728069243917784,1.03839707000544,-0.175383039667671,-0.31032782608766,0.897375068803117,0.728069243917784,1.03839707000544,-0.169305824885332,-0.31032782608766,FALSE,TRUE,FALSE,-1,-1,1,0.106071434605575,0.17993369266206,10.399981989527,0.16413830776773,0.0204862266751082,0.000390201861390106,0.285714285714286,1,0.850851952260755,0,0.5,0.0667379211449479,0.130720648462615
"CD001155_pub3_data",1,8,"Gastrointestinal adverse events","binary","RR",TRUE,17,4,13,0.764705882352941,0,0,0.0203301397943107,0,-0.0203301397943107,0,0,3.19855555611048e-06,0,-3.19855555611048e-06,1.00640155660969,0.960374427259974,1.00990121770465,-0.0460271293497172,-0.0495267904446781,1.00640155660969,0.960374427259974,1.00989973654902,-0.0460271293497172,-0.0495253092890435,FALSE,FALSE,FALSE,1,-1,1,0.00695377738310743,0.0867629019709768,0.00578697983152848,0,9.42230358464264e-07,0,0.235294117647059,0,0.0777368903902714,NA,0.764705882352941,0.00853924959424946,0.00918277511808465
"CD001155_pub3_data",1,9,"Atypical femoral fracture","binary","RR",TRUE,5,3,2,0.4,0,0,0,0,0,0,0,0,0,0,0.924882573170284,1.07810197011355,0.733589207629321,0.153219396943269,0.344512762484232,0.924882573170284,1.07810197011355,0.733589207629321,0.153219396943269,0.344512762484232,FALSE,FALSE,FALSE,-1,1,-1,0.128921221512276,0.0781019701135524,0,0,0,0,0.8,0,0.0214721254986612,NA,0.4,0.0108812730849893,0.00278752226016459
"CD001155_pub3_data",2,2,"Non-vertebral fractures","binary","RR",TRUE,4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,0.503957210735306,0.435921802379777,NA,-0.0680354083555292,NA,0.503957210735306,0.435921802379777,NA,-0.0680354083555292,NA,TRUE,FALSE,NA,-1,-1,NA,0.0680354083555292,0.249410224060644,0,0,0,0,1,0,0.321984430826502,NA,0.25,0.321984430826502,0.0135207805383824
"CD001155_pub3_data",2,3,"Hip fractures","binary","RR",TRUE,7,4,3,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0.721430809366322,1.0133029356071,0.588919854048714,0.291872126240781,0.42438308155839,0.721430809366322,1.0133029356071,0.588919854048714,0.291872126240781,0.42438308155839,FALSE,FALSE,FALSE,-1,1,-1,0.0583562865528148,0.0687581491558087,0,0,0,0,0.571428571428571,0,0.0164998234365049,NA,0.428571428571429,0.00902825589202122,0.00390152982599521
"CD001155_pub3_data",2,4,"Wrist fractures","binary","RR",TRUE,5,4,1,0.2,11.642394276845,0,NA,-11.642394276845,NA,0.256932063842362,0,NA,-0.256932063842362,NA,0.674448842301361,1.78218945303883,NA,1.10774061073747,NA,0.555512713473862,1.78218945303883,NA,1.22667673956497,NA,FALSE,FALSE,NA,-1,1,NA,1.10774061073747,0.764518197214248,11.642394276845,0,0.256932063842362,0,0.8,1,2.97205157410022,1,0.2,2.97205157410022,0.117488364513501
"CD001155_pub3_data",3,3,"Hip fractures","binary","RR",TRUE,4,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0.588039153906355,0.918631337935426,0.509914442674372,0.330592184029071,0.408716895261054,0.588039153906355,0.918631337935426,0.509914442674372,0.330592184029071,0.408716895261054,FALSE,FALSE,FALSE,-1,-1,-1,0.187161099055451,NA,0,NA,0,NA,1,0,0.161952588742822,NA,0.5,0.0810701830716237,0.0082331580067966
"CD001155_pub3_data",3,4,"Wrist fractures","binary","RR",TRUE,3,2,1,0.333333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.1766347609845,0.918631337935426,NA,-0.258003423049071,NA,1.1766347609845,0.918631337935426,NA,-0.258003423049071,NA,FALSE,FALSE,NA,1,-1,NA,0.258003423049071,NA,0,NA,0,NA,1.33333333333333,0,0.0547118742723505,NA,0.333333333333333,0.0547118742723505,0.0101143600325343
"CD001155_pub3_data",7,2,"Non-vertebral fractures","binary","RR",TRUE,5,2,3,0.6,0,0,0,0,0,0,0,0,0,0,0.855795361808497,0.521685357764342,0.860311252242834,-0.334110004044155,-0.338625894478492,0.855795361808497,0.521685357764342,0.860311252242834,-0.334110004044155,-0.338625894478492,TRUE,FALSE,TRUE,-1,-1,-1,0.0614783039446344,NA,0,NA,0,NA,0.8,1,1.33096671545739,1,0.6,0.497080995406477,0.00215433770930806
"CD001155_pub3_data",7,3,"Hip fractures","binary","RR",TRUE,7,2,5,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0.641601329638943,1.02642654991683,0.633862871102673,0.384825220277884,0.392563678814153,0.641601329638943,1.02642654991683,0.633862871102673,0.384825220277884,0.392563678814153,TRUE,FALSE,TRUE,-1,1,-1,0.132434043244448,NA,0,NA,0,NA,0.571428571428571,1,1.09701426987141,1,0.714285714285714,0.31493940450205,0.000857103403770117
"CD001155_pub3_data",7,4,"Wrist fractures","binary","RR",TRUE,6,2,4,0.666666666666667,48.2655749061547,0,63.4109754224126,-48.2655749061547,-63.4109754224126,0.19889431411464,0,0.229659669215217,-0.19889431411464,-0.229659669215217,0.89467423509006,1.02642654991683,0.892184360249413,0.131752314826767,0.134242189667414,0.964080524428271,1.02642654991683,0.963511197206311,0.0623460254885559,0.0629153527105158,FALSE,FALSE,FALSE,-1,1,-1,0.317321345277122,NA,48.2655749061547,NA,0.19889431411464,NA,0.666666666666667,2,1.80381840070022,1,0.666666666666667,0.659920952946737,0.000316882091424701
"CD001155_pub3_data",9,1,"Clinical vertebral fractures","binary","RR",TRUE,7,3,4,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0.464955174350097,1.0348423316787,0.454597769772443,0.5698871573286,0.580244561906254,0.464955174350097,1.0348423316787,0.454597769772443,0.5698871573286,0.580244561906254,TRUE,FALSE,TRUE,-1,1,-1,0.0185389398323233,0.0453596677617647,0,0,0,0,0.571428571428571,0,0.0423286291900953,NA,0.571428571428571,0.0110882774793484,0.00151558755731373
