"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Proportion of infants who achieve seizure control after the first loading dose of ASM",NA,"SUBGROUP_AND_OVERALL","Sharpe 2020",2020,0,0,0,0,35,42,0,0,23,64,0,0,0,2.318841,1.627596,3.303658,NA,"Low risk","<p>Allocation concealed, sequence generation random and baseline characteristics does not reveal any imbalance between the two groups.</p>","Low risk","<p>Though the personnel were aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.</p>","Low risk","<p>Though there was missing data analysis methods that correct for bias such as sensitivity analyses showing that results are little changed under a range of plausible assumptions about the relationship between missingness in the outcome and its true value was performed</p>","Low risk","<p>aEEG was utilised to detect seizures which is a reliable method when compared to clinical diagnosis of seizures.</p>","Low risk","<p>Trial analysed as per a priori registered protocol.</p>","Low risk","<p>Low risk across all domains</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","1::overall","CD014967_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.0551977406992684,0.0128761787620911,-0.764032485555474,0.653637004156938,-0.152685521533276,0.178437879057458,TRUE,TRUE
1,4,"Requirement for mechanical ventilation",NA,"SUBGROUP_AND_OVERALL","Sharpe 2020",2020,0,0,0,0,19,42,0,0,24,64,0,0,0,1.206349,0.762248,1.909194,NA,"Low risk","<p>Allocation concealed, sequence generation random and baseline characteristics does not reveal any imbalance between the two groups.</p>","Low risk","<p>Though the personnel were aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.</p>","Low risk","<p>Though there was missing data analysis methods that correct for bias such as sensitivity analyses showing that results are little changed under a range of plausible assumptions about the relationship between missingness in the outcome and its true value was performed</p>","Low risk","<p>aEEG was utilised to detect seizures which is a reliable method when compared to clinical diagnosis of seizures</p>","Low risk","<p>Trial analysed as per a priori registered protocol.</p>","Low risk","<p>Low risk across all domains</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","4::overall","CD014967_pub2_data","significance_only",TRUE,FALSE,TRUE,0.584954963813156,0.0727483858233435,-3.8305411766637e-05,1.16994823303808,0.00519997105226055,0.140296800594427,TRUE,TRUE
1,6,"Bradycardia",NA,"SUBGROUP_AND_OVERALL","Sharpe 2020",2020,0,0,0,0,6,42,0,0,12,64,0,0,0,0.761905,0.30996,1.872816,NA,"Low risk","<p>Allocation concealed, sequence generation random and baseline characteristics does not reveal any imbalance between the two groups.</p>","Low risk","<p>Though the personnel were aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.</p>","Low risk","<p>Though there was missing data analysis methods that correct for bias such as sensitivity analyses showing that results are little changed under a range of plausible assumptions about the relationship between missingness in the outcome and its true value was performed</p>","Low risk","<p>aEEG was utilised to detect seizures which is a reliable method when compared to clinical diagnosis of seizures</p>","Low risk","<p>Trial analysed as per a priori registered protocol.</p>","Low risk","<p>Low risk of bias across all domains</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","6::overall","CD014967_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.24781212624168,0.00159385731486407,-0.607957362528103,0.112333110044743,-0.0543934270921422,0.0575811417218704,TRUE,TRUE
2,1,"Proportion of infants who achieve seizure control after the first loading dose of ASM",NA,"SUBGROUP_AND_OVERALL","Akeel 2022",2022,0,0.180601475384368,0,0,24,52,0,0,35,52,0,0.0326168929110105,38.093974,0.685714,0.483513,0.972474,NA,"Low risk","<p>Allocation concealed, sequence generation random and baseline characteristics does not reveal any imbalance between the two groups.</p>","Low risk","<p>Though the personnel were aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.&nbsp;</p>","Low risk","<p>Data reasonably complete for all the included patients.</p>","Some concerns","<p>Since clinical judgement was used to ascertain seizure control, and that the assessors were aware of the intervention, there is a likelihood of assessment being influenced by the knowledge of the allocation group. The authors have given details of the seizure definition used and who diagnosed the seizures.</p>","Some concerns","<p>Trial protocol not available.</p>","High risk","<p>Some concerns in more than one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","1::overall","CD014967_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.0551977406992684,0.0128761787620911,-0.764032485555474,0.653637004156938,-0.152685521533276,0.178437879057458,TRUE,TRUE
2,1,"Proportion of infants who achieve seizure control after the first loading dose of ASM",NA,"SUBGROUP_AND_OVERALL","Gowda 2019",2019,0,0,0,0,25,50,0,0,30,50,0,0,32.651978,0.833333,0.582655,1.191863,NA,"Low risk","<p>Allocation concealed, sequence generation random and baseline characteristics does not reveal any imbalance between the two groups.</p>","Low risk","<p>Single blinded study with the personnel aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.&nbsp;</p>","Low risk","<p>Data reasonably complete for all the included patients</p>","High risk","<p>Since the outcome is a subjective one and that the assessors were aware of the intervention, there is a likelihood of assessment being influenced by the knowledge of the allocation group. There is no clear definition for different seizure types, how it was differentiated from non-epiletic events and how it was assesed and by whom.</p>","Low risk","<p>Trial analysed as per a priori registered protocol.</p>","High risk","<p>High risk in one domain</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","1::overall","CD014967_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.0551977406992684,0.0128761787620911,-0.764032485555474,0.653637004156938,-0.152685521533276,0.178437879057458,TRUE,TRUE
2,1,"Proportion of infants who achieve seizure control after the first loading dose of ASM",NA,"SUBGROUP_AND_OVERALL","Susnerwala 2022",2022,0,0,0,0,13,38,0,0,29,44,0,0,29.254048,0.519056,0.318162,0.8468,NA,"Low risk","<p>Allocation concealed, sequence generation random and baseline characteristics does not reveal any imbalance between the two groups.</p>","Low risk","<p>Though the personnel were aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.&nbsp;</p>","Low risk","<p>Data reasonably complete for all the included patients.</p>","Some concerns","<p>Since clinical judgement was used to ascertain seizure control, and that the assessors were aware of the intervention, there is a likelihood of assessment being influenced by the knowledge of the allocation group. The authors have given details of the seizure definition used and who diagnosed the seizures.</p>","Low risk","<p>Trial analysed as per a priori registered protocol.</p>","Some concerns","<p>Some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","1::overall","CD014967_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.0551977406992684,0.0128761787620911,-0.764032485555474,0.653637004156938,-0.152685521533276,0.178437879057458,TRUE,TRUE
2,4,"Requirement for mechanical ventilation",NA,"SUBGROUP_AND_OVERALL","Akeel 2022",2022,0,0,0,0,2,52,0,0,0,52,0,0,20,5,0.245868,101.680516,NA,"Low risk","<p>Allocation concealed, sequence generation random and baseline characteristics does not reveal any imbalance between the two groups.</p>","Low risk","<p>Though the personnel were aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.&nbsp;</p>","Low risk","<p>Data reasonably complete for all the included patients.</p>","Low risk","<p>Being an objective outcome, it is unlikely that assessment of the outcome would be influenced by knowledge of allocation group.</p>","Some concerns","<p>Trial protocol not available.</p>","Some concerns","<p>Some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","4::overall","CD014967_pub2_data","significance_only",TRUE,FALSE,TRUE,0.584954963813156,0.0727483858233435,-3.8305411766637e-05,1.16994823303808,0.00519997105226055,0.140296800594427,TRUE,TRUE
2,4,"Requirement for mechanical ventilation",NA,"SUBGROUP_AND_OVERALL","Falsaperla 2019",2019,0,0,0,0,0,15,0,0,0,15,0,0,NA,NA,NA,NA,NA,"Some concerns","<p>No information on allocation concealment, but baseline characteristics do not show any differences between the two groups</p>","Low risk","<p>Single blinded study with the personnel aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.</p>","Low risk","<p>Data reasonably complete for all the included patients</p>","Low risk","<p>Being an objective outcome, it is unlikely that assessment of the outcome would be influenced by knowledge of allocation group</p>","Some concerns","<p>A trial protocol is not available for assessment</p>","High risk","<p>Some concerns in more than one domain</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","4::overall","CD014967_pub2_data","significance_only",TRUE,FALSE,TRUE,0.584954963813156,0.0727483858233435,-3.8305411766637e-05,1.16994823303808,0.00519997105226055,0.140296800594427,TRUE,TRUE
2,4,"Requirement for mechanical ventilation",NA,"SUBGROUP_AND_OVERALL","Gowda 2019",2019,0,0,0,0,2,50,0,0,0,50,0,0,20,5,0.2461,101.584605,NA,"Low risk","<p>Allocation concealed, sequence generation random and baseline characteristics does not reveal any imbalance between the two groups.</p>","Low risk","<p>Single blinded study with the personnel aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.</p>","Low risk","<p>Data reasonably complete for all the included patients</p>","Low risk","<p>Being an objective outcome, it is unlikely that assessment of the outcome would be influenced by knowledge of allocation group</p>","Low risk","<p>Trial analysed as per a priori registered protocol.</p>","Low risk","<p>Low risk of bias across all domains</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","4::overall","CD014967_pub2_data","significance_only",TRUE,FALSE,TRUE,0.584954963813156,0.0727483858233435,-3.8305411766637e-05,1.16994823303808,0.00519997105226055,0.140296800594427,TRUE,TRUE
2,4,"Requirement for mechanical ventilation",NA,"SUBGROUP_AND_OVERALL","Khan 2020",2018,0,0,0,0,0,50,0,0,0,50,0,0,NA,NA,NA,NA,NA,"Some concerns","<p>No information on allocation concealment, but baseline characteristics do not show any differences between the two groups.</p>","Low risk","<p>Though the personnel were aware of the intervention allocation, but there seems to be no deviations that arouse outside the trial context. Also all patients analysed as randomised.</p>","Low risk","<p>Data reasonably complete for all the included patients</p>","Low risk","<p>Being an objective outcome, it is unlikely that assessment of the outcome would be influenced by knowledge of allocation group</p>","Some concerns","<p>A trial protocol is not available for assessment</p>","High risk","<p>Some concerns in more than one domain</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014967.pub2/full","10.1002/14651858.CD014967.pub2","4::overall","CD014967_pub2_data","significance_only",TRUE,FALSE,TRUE,0.584954963813156,0.0727483858233435,-3.8305411766637e-05,1.16994823303808,0.00519997105226055,0.140296800594427,TRUE,TRUE
