"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Overall survival","","SUBGROUP_AND_OVERALL","Quoix 2011",2011,-0.105361,0.196924,0,0,0,74,0,0,0,74,0,0.038779061776,39.243362,0.9,0.611815,1.323928,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","1::overall","CD013377_pub2_data","significance_only",TRUE,TRUE,FALSE,1.46920368119726,0.240529810915212,0.916343380971904,2.02206398142262,-0.265153094555776,0.7462127163862,TRUE,TRUE
1,1,"Overall survival","","SUBGROUP_AND_OVERALL","Quoix 2016",2014,-0.248461,0.158265,0,0,0,111,0,0,0,111,0,0.0250478102249999,60.756638,0.78,0.571978,1.063678,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","1::overall","CD013377_pub2_data","significance_only",TRUE,TRUE,FALSE,1.46920368119726,0.240529810915212,0.916343380971904,2.02206398142262,-0.265153094555776,0.7462127163862,TRUE,TRUE
1,2,"Progression-free survival ","","SUBGROUP_AND_OVERALL","Quoix 2016",2014,-0.301105,0.147358,0,0,0,111,0,0,0,111,0,0.0217143801639999,100,0.74,0.554371,0.987787,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","2::overall","CD013377_pub2_data","direction_only",FALSE,FALSE,FALSE,0.203076543542654,-0.0136595833701114,-0.273252568414653,0.679405655499961,-0.0677270567718009,0.0404078900315781,TRUE,TRUE
2,1,"Overall survival","","SUBGROUP_AND_OVERALL","Rodriguez 2016",2016,-0.198451,0.113155,0,0,0,246,0,0,0,132,0,0.012804054025,100,0.82,0.656895,1.023603,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","1::overall","CD013377_pub2_data","significance_only",TRUE,TRUE,FALSE,1.46920368119726,0.240529810915212,0.916343380971904,2.02206398142262,-0.265153094555776,0.7462127163862,TRUE,TRUE
2,2,"Adverse events grades 3 to 5 (Participants with at least one serious adverse event)","","SUBGROUP_AND_OVERALL","Neninger 2008",2008,0,1.61798831233782,0,0,0,40,0,0,0,40,0,2.61788617886179,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","2::overall","CD013377_pub2_data","direction_only",FALSE,FALSE,FALSE,0.203076543542654,-0.0136595833701114,-0.273252568414653,0.679405655499961,-0.0677270567718009,0.0404078900315781,TRUE,TRUE
2,2,"Adverse events grades 3 to 5 (Participants with at least one serious adverse event)","","SUBGROUP_AND_OVERALL","Rodriguez 2016",2016,0,0.206023639991566,0,0,64,246,0,0,26,132,0,0.0424457402353743,100,1.320826,0.882019,1.97794,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","2::overall","CD013377_pub2_data","direction_only",FALSE,FALSE,FALSE,0.203076543542654,-0.0136595833701114,-0.273252568414653,0.679405655499961,-0.0677270567718009,0.0404078900315781,TRUE,TRUE
3,1,"Overall survival","","SUBGROUP_AND_OVERALL","Gridelli 2020",2020,-0.030459,0.165652,0,0,0,89,0,0,0,101,0,0.027440585104,100,0.97,0.701082,1.34207,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","1::overall","CD013377_pub2_data","significance_only",TRUE,TRUE,FALSE,1.46920368119726,0.240529810915212,0.916343380971904,2.02206398142262,-0.265153094555776,0.7462127163862,TRUE,TRUE
3,2,"Survival rates at 40 months","","SUBGROUP_AND_OVERALL","Gridelli 2020",2020,0,0,0,0,1,89,0,0,3,101,0,0,100,0.378277,0.040064,3.571669,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","2::overall","CD013377_pub2_data","direction_only",FALSE,FALSE,FALSE,0.203076543542654,-0.0136595833701114,-0.273252568414653,0.679405655499961,-0.0677270567718009,0.0404078900315781,TRUE,TRUE
4,1,"Overall survival","","SUBGROUP_AND_OVERALL","Alfonso 2014",2014,-0.462035,0.162571,0,0,0,87,0,0,0,89,0,0.026429330041,100,0.63,0.4581,0.866406,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","1::overall","CD013377_pub2_data","significance_only",TRUE,TRUE,FALSE,1.46920368119726,0.240529810915212,0.916343380971904,2.02206398142262,-0.265153094555776,0.7462127163862,TRUE,TRUE
4,2,"Progression-free survival ","","SUBGROUP_AND_OVERALL","Alfonso 2014",2014,-0.314711,0.159398,0,0,0,87,0,0,0,89,0,0.025407722404,100,0.73,0.534125,0.997706,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013377.pub2/full","10.1002/14651858.CD013377.pub2","2::overall","CD013377_pub2_data","direction_only",FALSE,FALSE,FALSE,0.203076543542654,-0.0136595833701114,-0.273252568414653,0.679405655499961,-0.0677270567718009,0.0404078900315781,TRUE,TRUE
