"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","Block 2009",2009,0,0,0,0,7,30,0,0,2,57,0,0,28.380746,6.65,1.471991,30.04264,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
1,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","Chen 2014",2014,0,0,0,0,11,135,0,0,0,70,0,0,8.962365,12.007353,0.717972,200.810677,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
1,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","Chen 2023",2023,0,0,0,0,7,101,0,0,5,101,0,0,46.942977,1.4,0.459539,4.265142,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
1,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","FRENCH 2017",2017,0,0,0,0,4,39,0,0,0,39,0,0,8.539282,9,0.500844,161.727009,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
1,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","Riccio 2018",2018,0,0,0,0,1,30,0,0,0,30,0,0,7.17463,3,0.127067,70.828821,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
1,7,"Coronary artery calcium score","",NA,"SUBGROUP_AND_OVERALL","Lemos 2013",2013,0,0,413.8,570.6,0,26,462.4,930.7,0,29,0,0,52.448356,-48.6,-452.140958,354.940958,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","7::overall","CD006023_pub4_data","significance_only",TRUE,TRUE,FALSE,0.478749595026122,0.0189715124189477,0.0200805400225471,0.937418650029697,-0.00327547205135776,0.0412184968892532,TRUE,TRUE
1,7,"Coronary artery calcium score","",NA,"SUBGROUP_AND_OVERALL","Russo 2007",2007,0,0,453,695,0,30,547,959,0,30,0,0,47.551644,-94,-517.809601,329.809601,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","7::overall","CD006023_pub4_data","significance_only",TRUE,TRUE,FALSE,0.478749595026122,0.0189715124189477,0.0200805400225471,0.937418650029697,-0.00327547205135776,0.0412184968892532,TRUE,TRUE
1,9,"Stroke","",NA,"SUBGROUP_AND_OVERALL","Block 2009",2009,0,0,0,0,1,30,0,0,0,57,0,0,0,5.612903,0.235582,133.731148,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","9::overall","CD006023_pub4_data","significance_only",TRUE,TRUE,FALSE,-0.587083189767351,-0.0357945469907178,-1.09046721542671,-0.0836991641079871,-0.0779559347236121,0.0063668407421766,TRUE,TRUE
1,10,"Hospitalisation","",NA,"SUBGROUP_AND_OVERALL","CRIB-PHOS 2011",2011,0,0,0,0,6,55,0,0,4,54,0,0,0,1.472727,0.439977,4.929637,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","10::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,0.0249431377196293,-0.0012860491676118,-0.45417909653786,0.504065371977118,-0.0437973508643752,0.0412252525291516,TRUE,TRUE
1,11,"Fracture","",NA,"SUBGROUP_AND_OVERALL","Block 2009",2009,0,0,0,0,0,30,0,0,2,57,0,0,52.967031,0.374194,0.018539,7.552705,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","11::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.182258138529244,0.000193714885864489,-0.546114957658765,0.181598680600277,-0.00849205626286838,0.00887948603459736,TRUE,TRUE
1,11,"Fracture","",NA,"SUBGROUP_AND_OVERALL","Chen 2023",2023,0,0,0,0,1,101,0,0,0,101,0,0,47.032969,3,0.123662,72.779289,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","11::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.182258138529244,0.000193714885864489,-0.546114957658765,0.181598680600277,-0.00849205626286838,0.00887948603459736,TRUE,TRUE
1,12,"Pruritus","",NA,"SUBGROUP_AND_OVERALL","Block 2009",2009,0,0,0,0,0,30,0,0,1,57,0,0,0,0.623656,0.026176,14.859016,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","12::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,0.000647124871000849,-0.00221588563914868,-0.530374916150461,0.531669165892463,-0.0203575949018799,0.0159258236235825,TRUE,TRUE
1,19,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","Block 2009",2009,0,0,9.3,0.5,0,30,9.2,0.5,0,57,0,0,14.117769,0.1,-0.121044,0.321044,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","19::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.268591967382393,0.0219003692705481,-0.363355922657891,0.900539857422676,0.00147593244492976,0.0423248060961664,TRUE,TRUE
1,19,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","CRIB-PHOS 2011",2011,0,0,8.84,0.32,0,54,8.76,0.32,0,50,0,0,22.773479,0.08,-0.043093,0.203093,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","19::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.268591967382393,0.0219003692705481,-0.363355922657891,0.900539857422676,0.00147593244492976,0.0423248060961664,TRUE,TRUE
1,19,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","Lemos 2013",2013,0,0,1.32,0.06,0,26,1.3,0.06,0,29,0,0,30.66059,0.02,-0.011761,0.051761,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","19::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.268591967382393,0.0219003692705481,-0.363355922657891,0.900539857422676,0.00147593244492976,0.0423248060961664,TRUE,TRUE
1,19,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","Riccio 2018",2018,0,0,9.5,0.4,0,30,9.3,0.3,0,30,0,0,17.428758,0.2,0.021081,0.378919,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","19::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.268591967382393,0.0219003692705481,-0.363355922657891,0.900539857422676,0.00147593244492976,0.0423248060961664,TRUE,TRUE
1,19,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","Russo 2007",2007,0,0,9,0.3,0,30,9.3,0.5,0,30,0,0,15.019405,-0.3,-0.508654,-0.091346,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","19::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.268591967382393,0.0219003692705481,-0.363355922657891,0.900539857422676,0.00147593244492976,0.0423248060961664,TRUE,TRUE
1,20,"Serum calcium-by-phosphate product","",NA,"SUBGROUP_AND_OVERALL","Chen 2014",2014,0,0,54.49,15.02,0,135,70.13,17.5,0,70,0,0,32.043546,-15.64,-20.459325,-10.820675,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","20::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0255643725247575,0.00379676000894375,-0.585288794729191,0.534160049679676,-0.0372087289734208,0.0448022489913083,TRUE,TRUE
1,20,"Serum calcium-by-phosphate product","",NA,"SUBGROUP_AND_OVERALL","Chen 2023",2023,0,0,4.01,0.86,0,97,4.44,0.95,0,90,0,0,35.118299,-0.43,-0.690406,-0.169594,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","20::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0255643725247575,0.00379676000894375,-0.585288794729191,0.534160049679676,-0.0372087289734208,0.0448022489913083,TRUE,TRUE
1,20,"Serum calcium-by-phosphate product","",NA,"SUBGROUP_AND_OVERALL","Russo 2007",2007,0,0,43.1,8.4,0,30,36,7.8,0,30,0,0,32.838155,7.1,2.998099,11.201901,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","20::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0255643725247575,0.00379676000894375,-0.585288794729191,0.534160049679676,-0.0372087289734208,0.0448022489913083,TRUE,TRUE
2,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","Block 2009",2009,0,0,0,0,3,28,0,0,2,57,0,0,26.836143,3.053571,0.540768,17.242696,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
2,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","PREFECT 2014",2014,0,0,0,0,2,23,0,0,0,12,0,0,9.175995,2.708333,0.140287,52.286033,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
2,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","Seifert 2013",2013,0,0,0,0,1,19,0,0,0,19,0,0,8.156185,3,0.129845,69.313193,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
2,5,"Constipation","",NA,"SUBGROUP_AND_OVERALL","Takahara 2014",2014,0,0,0,0,14,86,0,0,3,55,0,0,55.831677,2.984496,0.898777,9.910376,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","5::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.266788792709498,0.0212961614760581,-0.000848292037547105,0.534425877456542,0.00574600770482712,0.0368463152472891,TRUE,TRUE
2,7,"Coronary artery calcification score","",NA,"SUBGROUP_AND_OVERALL","Seifert 2013",2013,0,0,23,23,0,19,20,17,0,19,0,0,0,3,-9.860207,15.860207,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","7::overall","CD006023_pub4_data","significance_only",TRUE,TRUE,FALSE,0.478749595026122,0.0189715124189477,0.0200805400225471,0.937418650029697,-0.00327547205135776,0.0412184968892532,TRUE,TRUE
2,9,"Stroke","",NA,"SUBGROUP_AND_OVERALL","Block 2009",2009,0,0,0,0,0,28,0,0,0,59,0,0,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","9::overall","CD006023_pub4_data","significance_only",TRUE,TRUE,FALSE,-0.587083189767351,-0.0357945469907178,-1.09046721542671,-0.0836991641079871,-0.0779559347236121,0.0063668407421766,TRUE,TRUE
2,10,"Hospitalisation","",NA,"SUBGROUP_AND_OVERALL","COMBINE 2019",2019,0,0,0,0,14,50,0,0,13,51,0,0,92.779834,1.098462,0.575559,2.096427,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","10::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,0.0249431377196293,-0.0012860491676118,-0.45417909653786,0.504065371977118,-0.0437973508643752,0.0412252525291516,TRUE,TRUE
2,10,"Hospitalisation","",NA,"SUBGROUP_AND_OVERALL","Isakova 2013",2013,0,0,0,0,2,19,0,0,1,20,0,0,7.220166,2.105263,0.207538,21.35574,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","10::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,0.0249431377196293,-0.0012860491676118,-0.45417909653786,0.504065371977118,-0.0437973508643752,0.0412252525291516,TRUE,TRUE
2,11,"Fracture","",NA,"SUBGROUP_AND_OVERALL","Block 2009",2009,0,0,0,0,1,28,0,0,2,57,0,0,0,1.017857,0.096351,10.752687,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","11::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.182258138529244,0.000193714885864489,-0.546114957658765,0.181598680600277,-0.00849205626286838,0.00887948603459736,TRUE,TRUE
2,12,"Pruritus","",NA,"SUBGROUP_AND_OVERALL","Sprague 2009a",2009,0,0,0,0,1,78,0,0,0,41,0,0,47.951272,1.594937,0.066416,38.301218,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","12::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,0.000647124871000849,-0.00221588563914868,-0.530374916150461,0.531669165892463,-0.0203575949018799,0.0159258236235825,TRUE,TRUE
2,12,"Pruritus","",NA,"SUBGROUP_AND_OVERALL","Takahara 2014",2014,0,0,0,0,0,86,0,0,2,55,0,0,52.048728,0.128736,0.006297,2.632002,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","12::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,0.000647124871000849,-0.00221588563914868,-0.530374916150461,0.531669165892463,-0.0203575949018799,0.0159258236235825,TRUE,TRUE
2,19,"Vascular calcification score","",NA,"SUBGROUP_AND_OVERALL","Wang 2015",2015,0,0,14.44,4.84,0,27,14.81,4.05,0,26,0,0,0,-0.37,-2.769239,2.029239,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","19::overall","CD006023_pub4_data","significance_only",TRUE,FALSE,TRUE,0.268591967382393,0.0219003692705481,-0.363355922657891,0.900539857422676,0.00147593244492976,0.0423248060961664,TRUE,TRUE
2,20,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","COMBINE 2019",2019,0,0,9.55,0.54,0,44,9.46,0.53,0,46,0,0,29.207317,0.09,-0.13117,0.31117,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","20::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0255643725247575,0.00379676000894375,-0.585288794729191,0.534160049679676,-0.0372087289734208,0.0448022489913083,TRUE,TRUE
2,20,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","Khosla 2012",2012,0,0,9.6,0.3,0,10,9.6,0.4,0,9,0,0,13.889128,0,-0.320727,0.320727,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","20::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0255643725247575,0.00379676000894375,-0.585288794729191,0.534160049679676,-0.0372087289734208,0.0448022489913083,TRUE,TRUE
2,20,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","Kovesdy 2018",2018,0,0,9,0.5,0,37,9.1,0.6,0,39,0,0,23.263135,-0.1,-0.347821,0.147821,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","20::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0255643725247575,0.00379676000894375,-0.585288794729191,0.534160049679676,-0.0372087289734208,0.0448022489913083,TRUE,TRUE
2,20,"Serum calcium","",NA,"SUBGROUP_AND_OVERALL","Seifert 2013",2013,0,0,9.5,0.4,0,19,9.5,0.4,0,19,0,0,22.082748,0,-0.254359,0.254359,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full","10.1002/14651858.CD006023.pub4","20::overall","CD006023_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0255643725247575,0.00379676000894375,-0.585288794729191,0.534160049679676,-0.0372087289734208,0.0448022489913083,TRUE,TRUE
