"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","","SUBGROUP_AND_OVERALL","Abrahams 2010",2010,0,0,0,0,0,136,0,0,0,138,0,0,NA,NA,NA,NA,"","Some concerns","<p>It is indicated that a computer-generated randomisation list was generated by the study statistician and random block of four, six and eight were used to ensure balance in the two arms. Participants were then allocated to a group by the study coordinator after the initial data had been collected. The contact information of intervention group participants was sent to the counsellors who commenced the intervention within 12 hours. </p>","Some concerns","<p>""We cannot exclude the possibility that there were weaknesses in intervention delivery such as variations in the number of telephone calls, which could have attenuated the differences between the intervention and the control group.""</p>","Low risk","<p>Low loss to follow up suggesting there was good opportunity to observe adverse events.</p>","Low risk","<p>There was low risk as the approach to measuring adverse effects seemed appropriate (monitoring worsening of outcome results)</p>","Some concerns","<p>""We also initially planned blinded external statistical analysis. Due to a lack of resources, both the continuous monitoring of results and the analysis were done within the research team, without blinding.""</p>","Some concerns","<p>Low loss-to-follow-up suggesting there was good opportunity to observe adverse events and the team was clearly attuned to importance of monitoring for adverse events, however, there were some problems with blinding of results.&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","","SUBGROUP_AND_OVERALL","Brady 2021",2021,0,0,0,0,0,15,0,0,1,10,0,0,27.14708,0.229167,0.01025,5.123693,"","Some concerns","<p>“After diagnostic assessment and completion of baseline outcome measures, a research assistant randomised participants to either trial condition using a virtual coin toss programme.” “Randomisation did not yield equal allocation across the two groups. There were also some notable group differences in the distribution of other participant characteristics.”</p>","Low risk","<p>We did not detect any bias related to the intervention that could have influenced adverse events.&nbsp;</p>","Low risk","<p>Care was taken to consider and report reasons for people leaving the study and there was high level of contact with participants through the study giving opportunity to identify adverse events.</p>","Low risk","<p>We found no indication of measurement bias.</p>","Low risk","<p>Reasons were provided for withdrawals.</p>","Some concerns","<p>It is conceivable that the imbalance at baseline on characteristics of participants could have interacted with outcomes including susceptibility to adverse events. &nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","","SUBGROUP_AND_OVERALL","Gray 2020",2020,0,0,0,0,0,15,0,0,0,15,0,0,NA,NA,NA,NA,"","Low risk","<p>""Participants were admitted to the study in cohorts of 10 and randomly assigned to treatment or control groups by the site manager. This assignment was based on<br>a list of random numbers, previously generated at an independent location using Microsoft Excel 2016’s random number function.""</p>","Low risk","<p>No indication of deviation from planned intervention.</p>","Low risk","<p>There was high completion of the intervention and responses rates in the post-treatment phase were high so opportunity for adverse event reporting existed. There was greater loss over time however it is expected adverse events would have occurred during or soon after the intervention.&nbsp;</p>","Some concerns","<p>""No reportable adverse events occurred."" However, there was not a clear description of how adverse events were monitored or recorded.&nbsp;</p>","Some concerns","<p>Not entirely clear how they planned to measure and report adverse events.&nbsp;</p>","Some concerns","<p>Whilst risk of bias is minimal given general reporting of this trial, it was difficult to assess in regards to this outcome due to lack of methodological information.&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","","SUBGROUP_AND_OVERALL","Krakow 2001",2001,0,0,0,0,4,88,0,0,0,80,0,0,29.969149,8.191011,0.447911,149.790169,"","Low risk","<p>""To mask treatment assignment, patients mailed back a postcard after intake to complete entry into the protocol. The postcard’s time and date were logged into a computer and entered into a previously generated list of numbers that randomly assigned participants to treatment and control groups. All numbers and group assignments were generated at the start of the protocol.""</p>","Low risk","<p>This study gave no concern for deviation from interventions affecting the outcome</p>","High risk","<p>44/88 lost in the intervention group and 28/80 lost in the control arm. ""Imagery rehearsal therapy produces imagery adverse effects; 4 patients reported increased negative imagery and eventually withdrew, and 12 of 66 who completed treatment did not complete follow-up for unknown reasons."" </p>","Low risk","<p>No concerns.</p>","Some concerns","<p>No known pre-specified analysis plan.</p>","High risk","<p>Adverse outcomes may have been the reason for drop-out and drop-out was high.&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","","SUBGROUP_AND_OVERALL","Littleton 2016",2016,0,0,0,0,3,46,0,0,1,41,0,0,42.883771,2.673913,0.289345,24.710304,"","Low risk","<p>""Participants were randomized to the interactive program or psychoeducational website based on a computerized coin flip.""</p>","Low risk","<p>Participants and intervention deliverers probably aware of assignment.</p>","High risk","<p>There was a high rate of attrition so some information about adverse events may not have been gathered. </p>","Low risk","<p>There was a high rate of attrition so some information about adverse events may not have been gathered. </p>","Some concerns","<p>There are several ways of expressing treatment drop out and the authors may have selected a perspective that made the result look more favourable.&nbsp;</p>","High risk","<p>The study reports a favourable rate of treatment adherence when in fact only 15.8% of people in the treatment group went through the full program.&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","","SUBGROUP_AND_OVERALL","Rajan 2020",2020,0,0,0,0,0,21,0,0,0,17,0,0,NA,NA,NA,NA,"","Low risk","<p>There was a large proportion of individuals excluded post randomisation and prior to allocation which raised some concerns. Also some disrepancy with the trial record for example according to the trial record, 63 were enrolled. However, several strengths in this domain, including: ""Preparation of the trial material and randomization was conducted by the independent data and safety monitoring board Karolinska Trial Alliance (KTA) via sequenced computer-generated simple randomization with 1:1 allocation. Participants received sequentially numbered trial materials with concealed allocation. Allocation envelopes were kept and handled by the trial staff. Due to initial misunderstandings, the prepared sealed envelopes were initially not always picked in strict numeric order. However, the study was monitored and periodically reviewed by the KTA and the misunderstanding was corrected."" No differences were reported around baseline characteristics.</p>","Low risk","<p>There was no cause for concern in how the intervention was delivered. </p>","Low risk","<p>""No reportable adverse events occurred."" The difficulty with adverse events is only knowing about what gets reported however the domain of assessment was given due consideration by the researchers. ""Because this was the first randomized controlled treatment study conducted for the method, we followed the results in order to be able to detect adverse effects (i.e., elevated scores on self-rating at time point two).""</p>","Low risk","<p>""Since this was the first study of MLI in this context, we were concerned about risk for adverse effects and therefore planned external continuous monitoring of the results.""</p>","Low risk","<p>No concerns arose about the selection of the reported result.&nbsp;</p>","Low risk","<p>The brevity of the intervention promoted completion and reduced risk of harm and dropout. Overall, data are a complete and reliable assessment of adverse events. </p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
2,6,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months","","SUBGROUP_AND_OVERALL","Foa 1999",1999,0,0,6.85,5.61,0,19,13.54,12.51,0,17,0,0,18.917697,-0.688337,-1.364012,-0.012663,"","High risk","<p>There is a lack of information on the process of assignment. </p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
2,6,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months","","SUBGROUP_AND_OVERALL","Nixon 2016",2016,0,0,17.74,14.8,0,24,24.34,15.8,0,22,0,0,19.558976,-0.424382,-1.009956,0.161193,"","","","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
2,6,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months","","SUBGROUP_AND_OVERALL","Resick 2008a",2008,0,0,13.16,13.19,0,44,10.78,13.29,0,36,0,0,20.462882,0.178092,-0.263285,0.619469,"","","","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
2,6,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months","","SUBGROUP_AND_OVERALL","Schnurr 2007",2007,0,0,19.2,12.7,0,141,20.4,13.7,0,143,0,0,21.402329,-0.090578,-0.323309,0.142154,"","","","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013456.pub2/full","10.1002/14651858.CD013456.pub2","6::overall","CD013456_pub2_data","significance_only",TRUE,FALSE,TRUE,0.257052483996721,0.0384636900383405,-0.792433301153394,1.30653826914684,0.000451764355005921,0.0764756157216751,TRUE,TRUE
