"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Cooke 2010",2010,NA,NA,NA,NA,0,36,NA,NA,0,38,NA,NA,7.605412,0,-0.05129,0.05129,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Fotiadou 2019",2019,NA,NA,NA,NA,0,6,NA,NA,0,6,NA,NA,0.274836,0,-0.26981,0.26981,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Furnari 2014",2014,NA,NA,NA,NA,0,20,NA,NA,0,20,NA,NA,2.352868,0,-0.092214,0.092214,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Galvin 2011",2011,NA,NA,NA,NA,0,20,NA,NA,0,20,NA,NA,2.352868,0,-0.092214,0.092214,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","James 2002",2002,NA,NA,NA,NA,0,10,NA,NA,0,10,NA,NA,0.66021,0,-0.174082,0.174082,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Jarbandhan 2022",2022,NA,NA,NA,NA,0,20,NA,NA,0,10,NA,NA,1.031097,0,-0.139298,0.139298,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Kang 2022",2022,NA,NA,NA,NA,0,30,NA,NA,0,15,NA,NA,2.166512,0,-0.096098,0.096098,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Kim 2016a",2016,NA,NA,NA,NA,0,10,NA,NA,0,10,NA,NA,0.66021,0,-0.174082,0.174082,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Kim 2017a",2017,NA,NA,NA,NA,0,15,NA,NA,0,15,NA,NA,1.376328,0,-0.120569,0.120569,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
1,1,"Death","&lt; 12 Weeks",1,"SUBGROUP_AND_OVERALL","Klassen 2020",2020,NA,NA,NA,NA,0,50,NA,NA,0,24,NA,NA,5.345385,0,-0.061179,0.061179,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016002/full","10.1002/14651858.CD016002","1::1","CD016002_data","significance_only",TRUE,FALSE,TRUE,-0.428001475166847,-0.0633254317643075,-1.33518231189461,0.479179361560914,-0.125796221313739,-0.000854642214876071,TRUE,TRUE
