"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,4,"Adverse events","Intrauterine death",5,"SUBGROUP_AND_OVERALL","El-Heis 2022",2021,0,0,0,0,1,565,0,0,3,369,0,0,16.690859,0.217699,0.022731,2.084908,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","4::5","CD013396_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.908434913530091,-0.00849426572622466,-1.88634433900813,0.0694745119479449,-0.0167052690520336,-0.000283262400415761,TRUE,FALSE
1,4,"Adverse events","Intrauterine death",5,"SUBGROUP_AND_OVERALL","Goldring 2013",2013,0,0,0,0,0,120,0,0,2,60,0,0,15.286563,0.100826,0.004917,2.067562,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","4::5","CD013396_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.908434913530091,-0.00849426572622466,-1.88634433900813,0.0694745119479449,-0.0167052690520336,-0.000283262400415761,TRUE,FALSE
1,4,"Adverse events","Intrauterine death",5,"SUBGROUP_AND_OVERALL","Grant 2015",2015,0,0,0,0,0,171,0,0,1,87,0,0,9.126457,0.170543,0.00702,4.143383,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","4::5","CD013396_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.908434913530091,-0.00849426572622466,-1.88634433900813,0.0694745119479449,-0.0167052690520336,-0.000283262400415761,TRUE,FALSE
1,4,"Adverse events","Intrauterine death",5,"SUBGROUP_AND_OVERALL","Morris 2021",2021,0,0,0,0,21,1039,0,0,8,259,0,0,58.896122,0.654355,0.293182,1.460461,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","4::5","CD013396_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.908434913530091,-0.00849426572622466,-1.88634433900813,0.0694745119479449,-0.0167052690520336,-0.000283262400415761,TRUE,FALSE
1,7,"Upper respiratory tract infection","",NA,"SUBGROUP_AND_OVERALL","Goldring 2013",2013,0,0,0,0,104,104,0,0,49,50,0,0,1.030524,6.333333,0.253448,158.261878,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","7::overall","CD013396_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.00282357335470104,0.00346866565186202,-0.150568234744793,0.144921088035391,-0.0139448753086914,0.0208822066124154,FALSE,FALSE
1,7,"Upper respiratory tract infection","",NA,"SUBGROUP_AND_OVERALL","Morris 2021",2021,0,0,0,0,854,940,0,0,208,234,0,0,98.969476,1.241279,0.780398,1.974344,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","7::overall","CD013396_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.00282357335470104,0.00346866565186202,-0.150568234744793,0.144921088035391,-0.0139448753086914,0.0208822066124154,FALSE,FALSE
2,7,"Upper respiratory tract infection","",NA,"SUBGROUP_AND_OVERALL","Hibbs 2018",2018,0,0,0,0,84,153,0,0,83,147,0,0,100,0.938711,0.595115,1.480686,"Based on parental report, reported under adverse events","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","7::overall","CD013396_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.00282357335470104,0.00346866565186202,-0.150568234744793,0.144921088035391,-0.0139448753086914,0.0208822066124154,FALSE,FALSE
3,7,"Lower respiratory tract infection","",NA,"SUBGROUP_AND_OVERALL","Chawes 2016",2016,0,0,0,0,94,292,0,0,95,284,0,0,40.831032,0.962365,0.761799,1.215736,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","7::overall","CD013396_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.00282357335470104,0.00346866565186202,-0.150568234744793,0.144921088035391,-0.0139448753086914,0.0208822066124154,FALSE,FALSE
3,7,"Lower respiratory tract infection","",NA,"SUBGROUP_AND_OVERALL","Kalra 2012",2012,0,0,0,0,4,28,0,0,2,31,0,0,0.804716,2.214286,0.438803,11.17373,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","7::overall","CD013396_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.00282357335470104,0.00346866565186202,-0.150568234744793,0.144921088035391,-0.0139448753086914,0.0208822066124154,FALSE,FALSE
3,7,"Lower respiratory tract infection","",NA,"SUBGROUP_AND_OVERALL","Litonjua 2016",2016,0,0,0,0,129,405,0,0,137,401,0,0,58.364253,0.932306,0.765708,1.135151,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013396.pub2/full","10.1002/14651858.CD013396.pub2","7::overall","CD013396_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.00282357335470104,0.00346866565186202,-0.150568234744793,0.144921088035391,-0.0139448753086914,0.0208822066124154,FALSE,FALSE
