"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
2,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","Coope 1986",1986,NA,NA,NA,NA,0,3,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
2,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","EWPHBPE 1989",1989,NA,NA,NA,NA,58,70,NA,NA,60,85,NA,NA,4.066439,1.17381,0.986607,1.396532,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
2,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","HYVET 2008",NA,NA,NA,NA,NA,196,1933,NA,NA,235,1912,NA,NA,17.729645,0.824982,0.689948,0.986443,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
2,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","HYVET P 2003",1999,NA,NA,NA,NA,58,857,NA,NA,24,426,NA,NA,2.405814,1.201284,0.757369,1.905387,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
2,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","SHEP 1991",1991,NA,NA,NA,NA,57,331,NA,NA,59,319,NA,NA,4.508824,0.931077,0.669418,1.295011,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
2,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","SHEP-P 1989",1986,NA,NA,NA,NA,10,70,NA,NA,0,15,NA,NA,0.061236,4.732394,0.292213,76.641214,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
2,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","STOP 1991",1991,NA,NA,NA,NA,11,122,NA,NA,8,113,NA,NA,0.623273,1.273566,0.531418,3.052154,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
2,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","Syst-Eur 1991",1993,NA,NA,NA,NA,72,231,NA,NA,53,210,NA,NA,4.166256,1.234991,0.913519,1.669592,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
3,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","SHEP 1991",1991,NA,NA,NA,NA,57,331,NA,NA,59,319,NA,NA,51.610134,0.931077,0.669418,1.295011,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
3,1,"All-cause mortality","80 years or older",2,"SUBGROUP_AND_OVERALL","SHEP-P 1989",1986,NA,NA,NA,NA,10,70,NA,NA,0,15,NA,NA,0.700934,4.732394,0.292213,76.641214,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000028.pub4/full","10.1002/14651858.CD000028.pub4","1::2","CD000028_pub4_data","significance_only",TRUE,FALSE,TRUE,0.0932493150659765,0.0399949512151858,-0.112275250074066,0.298773880206019,0.00109562825034308,0.0788942741800285,TRUE,TRUE
