"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,7,"Quality of life (long-term), by disease activity - psychotherapy vs care-as-usual","In remission",2,"SUBGROUP_AND_OVERALL","Hoekman 2021",2021,0,0.263262169739009,160,27,0,27,159,28,0,31,0,0.0693069700156905,18.874339,0.035822,-0.480162,0.551806,"","Some concerns","<p>""Random block sizes [with a maximum of six] were used."" No information on allocation concealment.&nbsp;<br>Groups seems to be balanced.</p>","Low risk","<p>""Due to the nature of study treatment, masking of study treatment was not possible.""<br>Deviations from interventions are unlikely.<br>ITT analysis conducted.&nbsp;<br>&nbsp;</p>","Low risk","<p>22% of missing outcome data.&nbsp;<br>""Missing data were analysed according to the last observation carried forward principle. Multiple scenarios were analysed to explore the effect of alternative handling of missing data/excluded subjects.""</p><p>&nbsp;</p>","High risk","<p>Validated questionnaire has been used.<br>""Due to the nature of study treatment, masking of study treatment was not possible.""<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>The reporting aligns with trial registry.</p>","High risk","<p>""Random block sizes [with a maximum of six] were used."" No information on allocation concealment.&nbsp;<br>Groups seems to be balanced.<br>""Due to the nature of study treatment, masking of study treatment was not possible.""<br>Deviations from interventions are unlikely.<br>ITT analysis conducted.&nbsp;<br>22% of missing outcome data.&nbsp;<br>""Missing data were analysed according to the last observation carried forward principle. Multiple scenarios were analysed to explore the effect of alternative handling of missing data/excluded subjects.""<br>Validated questionnaire has been used.<br>""Due to the nature of study treatment, masking of study treatment was not possible.""<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>The reporting aligns with trial registry.<br>&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","7::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.657102826383977,-0.156825786106691,-1.32745500617408,0.0132493534061243,-0.308613028881275,-0.00503854333210632,TRUE,TRUE
1,7,"Quality of life (long-term), by disease activity - psychotherapy vs care-as-usual","In remission",2,"SUBGROUP_AND_OVERALL","Keefer 2013",2013,0,0,185.2,26,0,25,189.7,20.6,0,25,0,0,16.272802,-0.188836,-0.744537,0.366865,"","Some concerns","<p>""Randomisation allocation software was provided by the statistician (ZM) and the study coordinator enrolled and assigned participants to treatment."" No information on allocation concealment.&nbsp;<br>Groups seems to be balanced.</p>","Some concerns","<p>""Blinding of the therapists or participants to the intervention was not possible.""<br>Information on deviations from interventions is not provided.&nbsp;<br>""There were no dropouts during active treatment in either condition, so intent-to-treat procedures were unnecessary.""</p>","High risk","<p>10% of missing outcome data.&nbsp;<br>The missingness was not accounted for.&nbsp;<br>The missingness could and likely depends on its true value.</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>&nbsp;</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>Trial regitry is not detailed.<br>&nbsp;</p>","High risk","<p>""Randomisation allocation software was provided by the statistician (ZM) and the study coordinator enrolled and assigned participants to treatment."" No information on allocation concealment.&nbsp;<br>Groups seems to be balanced.<br>""Blinding of the therapists or participants to the intervention was not possible.""<br>Information on deviations from interventions is not provided.&nbsp;<br>""There were no dropouts during active treatment in either condition, so intent-to-treat procedures were unnecessary.""<br>10% of missing outcome data.&nbsp;<br>The missingness was not accounted for.&nbsp;<br>The missingness could and likely depends on its true value.<br>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>Trial regitry is not detailed.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","7::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.657102826383977,-0.156825786106691,-1.32745500617408,0.0132493534061243,-0.308613028881275,-0.00503854333210632,TRUE,TRUE
1,7,"Quality of life (long-term), by disease activity - psychotherapy vs care-as-usual","In remission",2,"SUBGROUP_AND_OVERALL","Mikocka-Walus 2015",2015,0,0.198581277590622,48.3,10.3,0,42,48.3,10.1,0,64,0,0.0394345238095238,33.17203,0,-0.389212,0.389212,"","Low risk","<p>A simple randomisation method was used using a table of computer generated random numbers (in blocks of four) in the proportion of 2:1 (experimental vs. control).<br>""A randomisation schedule was created by the researcher with no direct patient contact using computer software (AE). Participants were enrolled by Research Nurses (not this study’s investigators) who also assigned participants to interventions.""<br>""Partial concealment was used at invitation/enrolment as SC patients were told that we were examining how psychological health influenced IBD behaviour and were unaware of the +CBT arm of the study.""<br>Groups seems to be balanced.</p>","High risk","<p>Blinding not possible - inherent high risk of bias.<br>Deviations from interventions are unlikely.<br>Unclear if ITT for follow-up of 12 months conducted.<br>There is potential for a substantial impact (on the result) of the failure to analyse participants in the group to which they were randomized.</p>","Low risk","<p>The study contains substantial number of missing values.&nbsp;<br>The missingness seems to be accounted for in the analysis.&nbsp;</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>Reporting seems to be consistent. Trial was registered.</p>","High risk","<p>A simple randomisation method was used using a table of computer generated random numbers (in blocks of four) in the proportion of 2:1 (experimental vs. control).<br>""A randomisation schedule was created by the researcher with no direct patient contact using computer software (AE). Participants were enrolled by Research Nurses (not this study’s investigators) who also assigned participants to interventions.""<br>""Partial concealment was used at invitation/enrolment as SC patients were told that we were examining how psychological health influenced IBD behaviour and were unaware of the +CBT arm of the study.""<br>Groups seems to be balanced.<br>Blinding not possible - inherent high risk of bias.<br>Deviations from interventions are unlikely.<br>Unclear if ITT for follow-up of 12 months conducted.<br>There is potential for a substantial impact (on the result) of the failure to analyse participants in the group to which they were randomized.<br>The study contains substantial number of missing values.&nbsp;<br>The missingness seems to be accounted for in the analysis.&nbsp;<br>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>Reporting seems to be consistent. Trial was registered.<br>&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","7::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.657102826383977,-0.156825786106691,-1.32745500617408,0.0132493534061243,-0.308613028881275,-0.00503854333210632,TRUE,TRUE
1,7,"Quality of life (long-term), by disease activity - psychotherapy vs care-as-usual","In remission",2,"SUBGROUP_AND_OVERALL","Vogelaar 2014",2014,0,0.203201410350711,174.2,19.7,0,48,176.1,19.7,0,49,0,0.0412908131685181,31.68083,-0.095683,-0.49395,0.302584,"","Some concerns","<p>""Patients were randomised to the treatment or control arm in blocks of 14 subjects using randomisation lists drawn from a computer-generated series of random numbers. Randomisation was conducted by the second author. The randomisation lists were anonymised for the randomisation process.""<br>Several differences have been observed (e.g., hgiher baseline depression and anxiety level in control group).</p>","Some concerns","<p>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.&nbsp;<br>ITT principle is not explicetely stated but seems to be complied to.</p>","Low risk","<p>The study does not contain missing values, only one person dropped out.&nbsp;</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>Reporting seems to be consistent, but no trial registry or protocol was reported.</p>","High risk","<p>""Patients were randomised to the treatment or control arm in blocks of 14 subjects using randomisation lists drawn from a computer-generated series of random numbers. Randomisation was conducted by the second author. The randomisation lists were anonymised for the randomisation process.""<br>Several differences have been observed (e.g., hgiher baseline depression and anxiety level in control group).<br>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.&nbsp;<br>ITT principle is not explicetely stated but seems to be complied to.<br>The study does not contain missing values, only one person dropped out.&nbsp;<br>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>Reporting seems to be consistent, but no trial registry or protocol was reported.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","7::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.657102826383977,-0.156825786106691,-1.32745500617408,0.0132493534061243,-0.308613028881275,-0.00503854333210632,TRUE,TRUE
1,8,"Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual","No explicit comorbidity ",2,"SUBGROUP_AND_OVERALL","Boye 2011",2011,0,0.208695821703685,166.3,24.1,0,45,168.9,28,0,47,0,0.0435539459965762,10.726391,-0.098535,-0.507571,0.310501,"","Some concerns","<p>""Randomization was performed using the Website www.randomization.com."" No information on allocation concealment.&nbsp;Groups seems to be balanced.</p>","High risk","<p>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.<br>ITT analysis has not been mentioned, while there is potential for a substantial impact (on the result) of the failure to analyse participants in the group to which they were randomized.</p>","High risk","<p>The study contains substantial number of missing values. 19% of missing outcome data.&nbsp;<br>The missingness was not accounted for.&nbsp;<br>The missingness could and likely depends on its true value.</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>The reporting is detailed and presented accross several papers.</p>","High risk","<p>""Randomization was performed using the Website www.randomization.com."" No information on allocation concealment.&nbsp;<br>Groups seems to be balanced. Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.<br>ITT analysis has not been mentioned, while there is potential for a substantial impact (on the result) of the failure to analyse participants in the group to which they were randomized.&nbsp;<br>The study contains substantial number of missing values. 19% of missing outcome data. Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received. No information about pre-specifizied analysis is provided.<br>The reporting is detailed and presented accross several papers.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","8::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.298473959996694,-0.16516730104143,-0.649777878919093,0.0528299589257039,-0.318687855776881,-0.011646746305978,TRUE,TRUE
1,8,"Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual","No explicit comorbidity ",2,"SUBGROUP_AND_OVERALL","Goren 2021",2021,0,0.190835298744877,48.6,9.1,0,55,41,13.7,0,61,0,0.0364181112470464,11.637538,0.642666,0.268636,1.016696,"","Some concerns","<p>""Patients interested in participating in the study were scheduled to meet with the social workers in no particular order. Those satisfying the entry criteria were divided by sex. Next, for each sex the first, third, fifth, seventh, and continuing odd-numbered participants were entered into the intervention group, whereas the second, fourth, sixth, and continuing even-numbered patients were entered into the control group."" Groups seems to be balanced.</p>","High risk","<p>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.<br>ITT analysis has not been mentioned, while there is potential for a substantial impact (on the result) of the failure to analyse participants in the group to which they were randomized.</p>","High risk","<p>16% of missing outcome data.&nbsp;<br>The missingness was not accounted for.&nbsp;<br>The missingness could and likely depends on its true value.</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>No trial registry or protocol.&nbsp;</p>","High risk","<p>""Patients interested in participating in the study were scheduled to meet with the social workers in no particular order. Those satisfying the entry criteria were divided by sex. Next, for each sex the first, third, fifth, seventh, and continuing odd-numbered participants were entered into the intervention group, whereas the second, fourth, sixth, and continuing even-numbered patients were entered into the control group."" roups seems to be balanced.<br>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.<br>ITT analysis has not been mentioned, while there is potential for a substantial impact (on the result) of the failure to analyse participants in the group to which they were randomized.<br>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>No trial registry or protocol.&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","8::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.298473959996694,-0.16516730104143,-0.649777878919093,0.0528299589257039,-0.318687855776881,-0.011646746305978,TRUE,TRUE
1,8,"Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual","No explicit comorbidity ",2,"SUBGROUP_AND_OVERALL","Keefer 2012",2012,0,0,171,18.1,0,16,146.1,27.5,0,12,0,0,4.499289,1.071572,0.264181,1.878963,"","Some concerns","<p>""Randomization occurred on a 1:1 ratio using Random Allocation Software."" No information on blinding.<br>""Mean age of PM subjects was 34.5 years (range 29-39) and the mean age of the TAU group was 40.8 (range 31-49)....There were no differences between conditions on any clinical or demographic variables.""</p>","High risk","<p>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.&nbsp;<br>ITT analysis has not been mentioned, while there is potential for a substantial impact (on the result) of the failure to analyse participants in the group to which they were randomized.</p>","High risk","<p>2 people (7%) droped out after randomization in each group but did not receive an interventions<br>The missingness was not accounted for<br>The missingness could and likely depends on its true value.</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>No trial registry or protocol.<br>&nbsp;</p>","High risk","<p>""Randomization occurred on a 1:1 ratio using Random Allocation Software."" No information on blinding.<br>""Mean age of PM subjects was 34.5 years (range 29-39) and the mean age of the TAU group was 40.8 (range 31-49)....There were no differences between conditions on any clinical or demographic variables.""<br>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.&nbsp;<br>ITT analysis has not been mentioned, while there is potential for a substantial impact (on the result) of the failure to analyse participants in the group to which they were randomized.<br>2 people (7%) droped out after randomization in each group but did not receive an interventions<br>The missingness was not accounted for<br>The missingness could and likely depends on its true value.<br>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>No trial registry or protocol.<br>&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","8::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.298473959996694,-0.16516730104143,-0.649777878919093,0.0528299589257039,-0.318687855776881,-0.011646746305978,TRUE,TRUE
1,8,"Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual","No explicit comorbidity ",2,"SUBGROUP_AND_OVERALL","Keefer 2013",2013,0,0,189.7,25.2,0,25,188.8,18.8,0,25,0,0,7.661312,0.039847,-0.514574,0.594268,"","Some concerns","<p>""Randomisation allocation software was provided by the statistician (ZM) and the study coordinator enrolled and assigned participants to treatment."" No information on allocation concealment.&nbsp;<br>Groups seems to be balanced.</p>","Some concerns","<p>""Blinding of the therapists or participants to the intervention was not possible.""<br>Information on deviations from interventions is not provided.&nbsp;<br>""There were no dropouts during active treatment in either condition, so intent-to-treat procedures were unnecessary.""</p>","High risk","<p>10% of missing outcome data.&nbsp;<br>The missingness was not accounted for.&nbsp;<br>The missingness could and likely depends on its true value.</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>Trial regitry is not detailed.<br>&nbsp;</p>","High risk","<p>""Randomisation allocation software was provided by the statistician (ZM) and the study coordinator enrolled and assigned participants to treatment."" No information on allocation concealment.&nbsp;<br>Groups seems to be balanced.<br>""Blinding of the therapists or participants to the intervention was not possible.""<br>Information on deviations from interventions is not provided.&nbsp;<br>""There were no dropouts during active treatment in either condition, so intent-to-treat procedures were unnecessary.""<br>10% of missing outcome data.&nbsp;<br>The missingness was not accounted for.&nbsp;<br>The missingness could and likely depends on its true value.<br>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>Trial regitry is not detailed.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","8::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.298473959996694,-0.16516730104143,-0.649777878919093,0.0528299589257039,-0.318687855776881,-0.011646746305978,TRUE,TRUE
1,8,"Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual","No explicit comorbidity ",2,"SUBGROUP_AND_OVERALL","March-Luján 2021",2021,0,0.305081712823267,43.1,23.2,0,21,43.3,15.9,0,22,0,0.0930748514991785,6.950118,-0.009915,-0.607864,0.588034,"","Some concerns","<p>Unclear randomization method and allocation concealment.&nbsp;<br>Groups seem to be balanced.</p>","Some concerns","<p>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.&nbsp;<br>ITT principle complied to.</p>","Low risk","<p>The study does not contain substantial number of missing values.</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>Reporting seems to be consistent. Trial was registered.</p>","High risk","<p>Unclear randomization method and allocation concealment.&nbsp;<br>Groups seems to be balanced.<br>Blinding not possible - inherent high risk of bias.<br>Information on deviations from interventions is not provided.&nbsp;<br>ITT principle complied to.<br>The study does not contain substantial number of missing values.<br>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>Reporting seems to be consistent. Trial was registered.<br>&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","8::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.298473959996694,-0.16516730104143,-0.649777878919093,0.0528299589257039,-0.318687855776881,-0.011646746305978,TRUE,TRUE
1,8,"Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual","No explicit comorbidity ",2,"SUBGROUP_AND_OVERALL","Mikocka-Walus 2015",2015,0,0.187092002942144,46.7,10.3,0,51,47.2,9.8,0,65,0,0.0350034175649031,11.836876,-0.049559,-0.416253,0.317134,"","Low risk","<p>A simple randomisation method was used using a table of computer generated random numbers (in blocks of four) in the proportion of 2:1 (experimental vs. control).<br>""A randomisation schedule was created by the researcher with no direct patient contact using computer software (AE). Participants were enrolled by Research Nurses (not this study’s investigators) who also assigned participants to interventions.""<br>""Partial concealment was used at invitation/enrolment as SC patients were told that we were examining how psychological health influenced IBD behaviour and were unaware of the +CBT arm of the study.""<br>Groups seems to be balanced.</p>","Low risk","<p>Blinding not possible - inherent high risk of bias.<br>Deviations from interventions are unlikely.<br>""The study applied the intention-to-treat analyses for the main group comparisons at 6 months""</p>","Low risk","<p>The study contains substantial number of missing values.&nbsp;<br>The missingness seems to be accounted for in the analysis.&nbsp;</p>","High risk","<p>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.</p>","Some concerns","<p>No information about pre-specifizied analysis is provided.<br>Reporting seems to be consistent. Trial was registered.</p>","High risk","<p>A simple randomisation method was used using a table of computer generated random numbers (in blocks of four) in the proportion of 2:1 (experimental vs. control).<br>""A randomisation schedule was created by the researcher with no direct patient contact using computer software (AE). Participants were enrolled by Research Nurses (not this study’s investigators) who also assigned participants to interventions.""<br>""Partial concealment was used at invitation/enrolment as SC patients were told that we were examining how psychological health influenced IBD behaviour and were unaware of the +CBT arm of the study.""<br>Groups seems to be balanced.<br>Blinding not possible - inherent high risk of bias.<br>Deviations from interventions are unlikely.<br>""The study applied the intention-to-treat analyses for the main group comparisons at 6 months""<br>The study contains substantial number of missing values.&nbsp;<br>The missingness seems to be accounted for in the analysis.&nbsp;<br>Validated questionnaire has been used.<br>As for the patient reported outcomes and due to nature of intervention, blinding of the outcome assessment is not possible - inherent high risk of bias.<br>Assessment of the outcome could and was likely influenced by knowledge of the intervention received.<br>No information about pre-specifizied analysis is provided.<br>Reporting seems to be consistent. Trial was registered.<br>&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full","10.1002/14651858.CD006913.pub3","8::2","CD006913_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.298473959996694,-0.16516730104143,-0.649777878919093,0.0528299589257039,-0.318687855776881,-0.011646746305978,TRUE,TRUE
