"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Total failure: day 28 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Falade 2023",2023,NA,NA,NA,NA,6,78,NA,NA,24,67,NA,NA,32.080489,0.214744,0.093368,0.493905,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","1::overall","CD006404_pub5_data","significance_only",TRUE,TRUE,FALSE,-0.565996737230503,-0.00302966314313063,-1.07653105580259,-0.0554624186584163,-0.00757229156201369,0.00151296527575244,TRUE,TRUE
1,1,"Total failure: day 28 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Kayentao 2012",2012,NA,NA,NA,NA,10,339,NA,NA,2,167,NA,NA,16.724398,2.463127,0.545856,11.114638,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","1::overall","CD006404_pub5_data","significance_only",TRUE,TRUE,FALSE,-0.565996737230503,-0.00302966314313063,-1.07653105580259,-0.0554624186584163,-0.00757229156201369,0.00151296527575244,TRUE,TRUE
1,1,"Total failure: day 28 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Roth 2018a",2018,NA,NA,NA,NA,1,94,NA,NA,3,84,NA,NA,9.092762,0.297872,0.031586,2.80911,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","1::overall","CD006404_pub5_data","significance_only",TRUE,TRUE,FALSE,-0.565996737230503,-0.00302966314313063,-1.07653105580259,-0.0554624186584163,-0.00757229156201369,0.00151296527575244,TRUE,TRUE
1,1,"Total failure: day 28 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Sagara 2018 (Bobo-Doiulasso, Burkina Faso)",2016,NA,NA,NA,NA,1,204,NA,NA,3,194,NA,NA,9.021344,0.316993,0.033257,3.021478,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","1::overall","CD006404_pub5_data","significance_only",TRUE,TRUE,FALSE,-0.565996737230503,-0.00302966314313063,-1.07653105580259,-0.0554624186584163,-0.00757229156201369,0.00151296527575244,TRUE,TRUE
1,1,"Total failure: day 28 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Sagara 2018 (Bougoula, Mali)",2016,NA,NA,NA,NA,0,206,NA,NA,4,189,NA,NA,5.786185,0.101986,0.005528,1.881707,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","1::overall","CD006404_pub5_data","significance_only",TRUE,TRUE,FALSE,-0.565996737230503,-0.00302966314313063,-1.07653105580259,-0.0554624186584163,-0.00757229156201369,0.00151296527575244,TRUE,TRUE
1,1,"Total failure: day 28 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Sagara 2018 (Kolle, Mali)",2016,NA,NA,NA,NA,0,80,NA,NA,1,74,NA,NA,4.932702,0.308642,0.012769,7.460234,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","1::overall","CD006404_pub5_data","significance_only",TRUE,TRUE,FALSE,-0.565996737230503,-0.00302966314313063,-1.07653105580259,-0.0554624186584163,-0.00757229156201369,0.00151296527575244,TRUE,TRUE
1,1,"Total failure: day 28 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Sagara 2018 (Sotuba, Mali)",2016,NA,NA,NA,NA,0,144,NA,NA,2,140,NA,NA,5.406872,0.194483,0.00942,4.015209,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","1::overall","CD006404_pub5_data","significance_only",TRUE,TRUE,FALSE,-0.565996737230503,-0.00302966314313063,-1.07653105580259,-0.0554624186584163,-0.00757229156201369,0.00151296527575244,TRUE,TRUE
1,1,"Total failure: day 28 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Tshefu 2010",2010,NA,NA,NA,NA,4,777,NA,NA,3,376,NA,NA,16.955247,0.645217,0.145142,2.86826,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","1::overall","CD006404_pub5_data","significance_only",TRUE,TRUE,FALSE,-0.565996737230503,-0.00302966314313063,-1.07653105580259,-0.0554624186584163,-0.00757229156201369,0.00151296527575244,TRUE,TRUE
1,2,"Total failure: day 42 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Kayentao 2012",2012,NA,NA,NA,NA,18,275,NA,NA,6,139,NA,NA,38.873208,1.516364,0.615805,3.733905,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","2::overall","CD006404_pub5_data","direction_only",FALSE,FALSE,FALSE,0.115084550986795,-0.00190730317119628,-0.235767329624593,0.465936431598184,-0.00665888977611205,0.00284428343371948,TRUE,TRUE
1,2,"Total failure: day 42 (polymerase chain reaction-adjusted)","",NA,"SUBGROUP_AND_OVERALL","Roth 2018a",2018,NA,NA,NA,NA,4,77,NA,NA,6,67,NA,NA,21.137954,0.580087,0.17091,1.968876,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full","10.1002/14651858.CD006404.pub5","2::overall","CD006404_pub5_data","direction_only",FALSE,FALSE,FALSE,0.115084550986795,-0.00190730317119628,-0.235767329624593,0.465936431598184,-0.00665888977611205,0.00284428343371948,TRUE,TRUE
