"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Acute typhoid fever","Vi-TT versus no vaccine",1,"SUBGROUP_AND_OVERALL","Mitra 2016",2016,0,0,0,0,0,761,0,0,9,723,0,0,2.570832,0.050007,0.002916,0.857616,"Adjusted using an intracluster correlation coefficient (ICC) of 0.0013 from Qadri 2021","Low risk","<p><b>Domain 1a: </b>""School considered as a cluster. A statistician who was unaware of the study-group assignments used graph pad software to generate the random numbers to assign clusters to the vaccine and control groups and the enrolled numbers in both the group comprised of 905 and 860 students, respectively.""</p><p><b>Domain 1b: </b>No information was provided on whether all the individual participants were identified and recruited before cluster randomisation. &nbsp;Some demographic difference was observed between the two groups but the statistical difference likely did not cause any significant impact in the outcome analysis due to the large population.</p>","Some concerns","<p>""Parents/guardian of the subjects who gave voluntary written informed consent and agreed to comply with all trial related instructions were included in the study. Most part of the study was done in the school premises with the team of medical and paramedical staff after getting the written consent from the parents who were asked to come on the vaccine days. Few students from the vaccine group came to the hospital along with their parents to get enrolled.""</p><p><br>p &lt; 0.05 was considered statistically significant, but a per protocol analysis was done for both efficacy and safety data.</p>","Low risk","<p>No concerns.</p>","Low risk","<p>BACTEC blood culture to confirm typhoid.</p>","Low risk","<p>No concerns.</p>","Some concerns","<p>Some concerns of bias due to deviations from intended interventions.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","1::1","CD015746_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.913207153581095,-0.00657582437846004,-2.18193176272347,0.355517455561277,-0.0128255248478482,-0.000326123909071866,TRUE,FALSE
1,2,"All-cause mortality","Vi-TT versus Meningococcal A vaccine",1,"SUBGROUP_AND_OVERALL","Patel 2024",2024,0,1.46755038704963,0,0,0,14069,0,0,6,14061,0,2.15370413852952,7.247582,0.076879,0.004331,1.364554,"","Low risk","<p>No concerns: Vi-TT and MenA vaccines were administered in a 1:1 ratio. Block randomisation was used with block sizes of &nbsp;6-12. The randomisation allocation sequence was generated by an unblinded statistician using the blockrand package (version 1.3) in R (version 3.4.1). The randomisation allocation sequence was uploaded to password- protected tablets and accessed only by a restricted number of unblinded vaccination nurses. Masking was monitored in real-time by senior study team members who supervised the general flow and process from outside the blinded vaccination area.</p>","Low risk","<p>ITT and per-protocol analyses were conducted.</p>","Low risk","<p>No concerns.</p>","Low risk","<p>Reporting mortality is deemed not to be subject to bias.</p>","Low risk","<p>Clinical trial registry record available, and aligned with the publication report.</p>","Low risk","<p>The study was judged to have a low risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","2::1","CD015746_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.770597485997211,-0.00041630732757506,-1.56216900277386,0.0209740307794379,-0.000621094479722936,-0.000211520175427184,FALSE,FALSE
1,2,"All-cause mortality","Vi-TT versus Meningococcal A vaccine",1,"SUBGROUP_AND_OVERALL","Shakya 2021",2021,0,0,0,0,3,10005,0,0,5,10014,0,0,20.623274,0.60054,0.143558,2.512205,"","Low risk","<p>Participants were enrolled and randomly assigned during the vaccination visit by means of 1:1 stratified block randomisation, with random block sizes of 6–12 by means of an offline mobile application built for the purpose.</p>","Low risk","<p>Only staff administering the vaccine were aware of which vaccine was administered and were not involved in the follow-up of participants.</p>","Low risk","<p>Low risk of bias was identified for this domain.</p>","Low risk","<p>Reporting mortality is deemed not to be subject to bias.</p>","Low risk","<p>Clinical trial registry record available, and aligned with publication report.</p>","Low risk","<p>The study was judged to have a low risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","2::1","CD015746_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.770597485997211,-0.00041630732757506,-1.56216900277386,0.0209740307794379,-0.000621094479722936,-0.000211520175427184,FALSE,FALSE
1,3,"Adverse events","Vi-DT versus Meningococcal A vaccine",2,"SUBGROUP_AND_OVERALL","Carlos 2022",2022,0,0.11881577317442,0,0,97,750,0,0,41,300,0,0.0141171879550352,27.90728,0.946341,0.673806,1.32911,"Unsolicted adverse events recorded within 28 days of vaccination","Low risk","<p>A randomisation list was generated by an independent statistician at IVI who was not directly involved in the study conduct. A block randomisation process ensured an effective balance between the interventions. The randomisation information was only available to the study nurse/pharmacist and independent statistician.</p>","Low risk","<p>Randomized, observer-blinded (safety evaluators and other trial staff remained blinded except the vaccine administrator) and there was no need for unblinding during the study period. An ITT analysis was conducted.</p>","Low risk","<p>No risk of bias was identified for this domain.</p>","Low risk","<p>Participants were monitored for 30 minutes to assess immediate reactogenicity at the time of vaccination, solicited AEs within the first week of vaccination, immunogenicity and unsolicited AE evaluation at four weeks, and SAEs until 6 months post-vaccination. A diary card was used to record solicited and unsolicited AEs. Relevant medical events were listed to assist in the classification of AEs. Outcome assessors were blinded.</p>","Low risk","<p>Clinical trial registry record available, and aligned with publication report.</p>","Low risk","<p>The study was judged to have a low risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","3::2","CD015746_pub2_data","direction_only",FALSE,FALSE,FALSE,-0.0562653624868705,0.000155419891157452,-0.438802682570405,0.326271957596664,-0.00184204784633275,0.00215288762864765,TRUE,FALSE
1,4,"Serious adverse events","Vi-DT versus Meningococcal A vaccine",2,"SUBGROUP_AND_OVERALL","Carlos 2022",2022,0,1.54790552629851,0,0,2,750,0,0,0,300,0,2.39601151834547,0.23624,2.003995,0.096494,41.619148,"This comparison excludes data from the Vi-DT multidose arm","Low risk","<p>A randomisation list was generated by an independent statistician at IVI who was not directly involved in the study conduct. A block randomisation process ensured an effective balance between the interventions. The randomisation information was only available to the study nurse/pharmacist and independent statistician.</p>","Low risk","<p>No concerns.</p>","Low risk","<p>No concerns.</p>","Low risk","<p>No concerns.</p>","Low risk","<p>Clinical trial registry record available, and aligned with the publication report.</p>","Low risk","<p>The study was judged to have a low risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","4::2","CD015746_pub2_data","significance_only",TRUE,FALSE,TRUE,0.696814462549679,0.00266666666666667,-1.45230360493601,2.84593253003537,5.68680603862315e-05,0.0052764652729471,TRUE,FALSE
1,4,"Serious adverse events","Vi-TT versus Meningococcal A vaccine",3,"SUBGROUP_AND_OVERALL","Jin 2017",2017,0,0,0,0,1,41,0,0,0,34,0,0,0.216455,2.5,0.105112,59.460253,"Human challenge study","Low risk","<p>No concerns.</p>","High risk","<p>""Investigators and participants were masked to treatment allocation, and an unmasked team of nurses administered the vaccines. Vaccine allocation and administration were coordinated by an unmasked team who were not involved in subsequent study procedures. Vaccines were prepared in a separate room and administered to participants with the concealment of the vaccine syringe to maintain participant blinding. Laboratory and clinical study teams remained masked to vaccine allocation until study unblinding"".&nbsp;</p><p>""The allocation ratio was subsequently altered to account for the expiry of the investigational vaccine (Vi-TT) in June, 2016. Sensitivity analysis done.""&nbsp;</p><p>""Attack rates and 95% CIs were calculated for each vaccine group using the per-protocol population (participants who completed the 14 day challenge period). Analysis was per protocol"".</p>","High risk","<p>Data were not available for nearly all participants randomised</p><p>Vi-TT: 37/41 (90%)&nbsp;<br>Vi-PS: 35/37 (95%)<br>Control: 31/34 (91%)</p>","Low risk","<p>No concerns</p>","Low risk","<p>No concerns</p>","High risk","<p>High risk of bias due to concerns around the analysis used to estimate the effect of assignment to intervention and in missing outcome data.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","4::3","CD015746_pub2_data","significance_only",TRUE,TRUE,FALSE,-0.243852797366716,-0.00110971635297258,-0.427570200111384,-0.0601353946220472,-0.00386729605610349,0.00164786335015833,TRUE,FALSE
1,4,"Serious adverse events","Vi-TT versus Meningococcal A vaccine",3,"SUBGROUP_AND_OVERALL","Patel 2024",2024,0,0.178631622759643,0,0,52,14069,0,0,78,14061,0,0.0319092566497434,17.733995,0.666288,0.469473,0.945612,"SAEs reported within six months of vaccination","Low risk","<p>No concerns: Vi-TT and MenA vaccines were administered in a 1:1 ratio. Block randomisation was used with block sizes of &nbsp;6-12. The randomisation allocation sequence was generated by an unblinded statistician using the blockrand package (version 1.3) in R (version 3.4.1). The randomisation allocation sequence was uploaded to password- protected tablets and accessed only by a restricted number of unblinded vaccination nurses. Masking was monitored in real-time by senior study team members who supervised the general flow and process from outside the blinded vaccination area.</p>","Low risk","<p>ITT and per-protocol analyses were conducted.</p>","Low risk","<p>No risk of bias was identified for this domain.</p>","Low risk","<p>No risk of bias was identified for this domain.</p>","Low risk","<p>Clinical trial registry record available, and aligned with the publication report.</p>","Low risk","<p>The study was judged to have a low risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","4::3","CD015746_pub2_data","significance_only",TRUE,TRUE,FALSE,-0.243852797366716,-0.00110971635297258,-0.427570200111384,-0.0601353946220472,-0.00386729605610349,0.00164786335015833,TRUE,FALSE
1,4,"Serious adverse events","Vi-TT versus Meningococcal A vaccine",3,"SUBGROUP_AND_OVERALL","Shakya 2021",2021,0,0.175328831703795,0,0,58,10005,0,0,63,10014,0,0.0307401992266176,17.192243,0.921463,0.645728,1.314941,"SAEs reported within six months of vaccination","Low risk","<p>Participants were enrolled and randomly assigned during the vaccination visit by means of 1:1 stratified block randomisation, with random block sizes of 6–12 by means of an offline mobile application built for the purpose.</p>","Low risk","<p>Only staff administering the vaccine were aware of which vaccine was administered and were not involved in the follow-up of participants.&nbsp;</p>","Low risk","<p>Data was available for 94% of the TCV group (9380/10005) and 93% of the Men A group (9363/10014) but the result was likely not biased from missing outcome data as it was balanced between groups.</p>","Low risk","<p>""All participants received a diary in which to record local and systemic adverse events (sample questions and answer choices used in the diary are provided in Table S2 in the Supplementary Appendix). On day 7, the parents and guardians of the participants were contacted by telephone, and any vaccine-related adverse events and all serious adverse events were recorded. Follow-up calls and visits every 3 months are ongoing to capture serious adverse events"".<br>There are some concerns with the subjective nature of the measurement tool.</p>","Low risk","<p><i>a priori </i>clinical trial registry record available, and aligned with the publication report.</p>","Low risk","<p>The study was judged to have a low risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","4::3","CD015746_pub2_data","significance_only",TRUE,TRUE,FALSE,-0.243852797366716,-0.00110971635297258,-0.427570200111384,-0.0601353946220472,-0.00386729605610349,0.00164786335015833,TRUE,FALSE
2,1,"Acute typhoid fever","Vi-TT versus ViPS",1,"SUBGROUP_AND_OVERALL","Jin 2017",2017,0,0,0,0,13,41,0,0,13,37,0,0,100,0.902439,0.481942,1.689821,"Human challenge study","Low risk","<p>No concerns.</p>","High risk","<p>""Investigators and participants were masked to treatment allocation, and an unmasked team of nurses administered the vaccines. Vaccine allocation and administration were coordinated by an unmasked team who were not involved in subsequent study procedures. Vaccines were prepared in a separate room and administered to participants with the concealment of the vaccine syringe to maintain participant blinding. Laboratory and clinical study teams remained masked to vaccine allocation until study unblinding"".&nbsp;</p><p>""The allocation ratio was subsequently altered to account for the expiry of the investigational vaccine (Vi-TT) in June, 2016. Sensitivity analysis done.""&nbsp;</p><p>""Attack rates and 95% CIs were calculated for each vaccine group using the per-protocol population (participants who completed the 14 day challenge period). Analysis was per protocol"".</p>","High risk","<p>Data were not available for nearly all participants randomised</p>
<p>Vi-TT: 37/41 (90%)&nbsp;<br>
 Vi-PS: 35/37 (95%)<br>
 Control: 31/34 (91%)</p>","Low risk","<p>No concerns</p>","Low risk","<p>No concerns</p>","High risk","<p>High risk of bias due to concerns around the analysis used to estimate the effect of assignment to intervention and in missing outcome data.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","1::1","CD015746_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.913207153581095,-0.00657582437846004,-2.18193176272347,0.355517455561277,-0.0128255248478482,-0.000326123909071866,TRUE,FALSE
2,2,"Adverse events","Vi-CRM197 versus ViPS",1,"SUBGROUP_AND_OVERALL","van Damme 2011",2011,0,0,0,0,8,25,0,0,10,25,0,0,12.541074,0.8,0.379282,1.687399,"Any adverse event reported up to 28 days from vaccine","Low risk","<p>50 subjects were randomized, with a 1:1 ratio using a randomization block size of four, randomization sequence was computer generated by the sponsor. Assignment of subject to treatment group was performed by designated unblinded clinical site personnel by means of individual envelopes<br>provided by the sponsor who also established ad hoc monitoring<br>visits during both trials to ensure appropriateness of all protocol<br>procedures.</p>","Low risk","<p>Assignment of subject to treatment group was performed by designated unblinded clinical site personnel using individual envelopes.&nbsp;</p><p>A m-ITT analysis was conducted.</p>","Low risk","<p>No concerns.</p>","Low risk","<p>No concerns.</p>","Low risk","<p><i>a priori </i>clinical trial registry record available, and aligned with the publication report.</p>","Low risk","<p>The study was judged to have a low risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015746.pub2/full","10.1002/14651858.CD015746.pub2","2::1","CD015746_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.770597485997211,-0.00041630732757506,-1.56216900277386,0.0209740307794379,-0.000621094479722936,-0.000211520175427184,FALSE,FALSE
