"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Ansari 2014",NA,NA,NA,NA,NA,1,75,NA,NA,0,75,NA,NA,1.266111,3,0.124163,72.485638,"","Low risk","<p>Patients were randomized with a web-based randomization program. We considered that the allocation sequence was concealed.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Arzola 2015",NA,NA,NA,NA,NA,0,60,NA,NA,0,68,NA,NA,NA,NA,NA,NA,"","Low risk","<p>For allocation of the epidural procedures, a statistician created a computer-generated list of random numbers. The allocation sequence was concealed in sequentially numbered, opaque, sealed envelopes.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Arzola 2022",NA,NA,NA,NA,NA,0,23,NA,NA,0,24,NA,NA,NA,NA,NA,NA,"","Some concerns","<p>Method of sequence generation and allocation concealment not described (in paper, trial registry).&nbsp;</p><p>Group differences at baseline do not suggest a problem with randomisation.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Auyong 2017",NA,NA,NA,NA,NA,0,33,NA,NA,1,37,NA,NA,1.279683,0.372549,0.015696,8.842783,"","Low risk","<p>Subjects were allocated with a computer-generated simple randomization. &nbsp;Randomization was sealed into envelopes and opened only at the time of epidural placement.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Bal 2019",NA,NA,NA,NA,NA,11,37,NA,NA,0,37,NA,NA,1.620173,23,1.404951,376.525665,"","Low risk","<p>The patients were randomized using random number generating softwar<br>using sealed, opaque envelopes.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Chin 2011",NA,NA,NA,NA,NA,1,60,NA,NA,2,60,NA,NA,2.195182,0.5,0.046571,5.36817,"","Low risk","<p>A computer-generated block randomization schedule was used to randomize patients. Group allocation was concealed from study personnel to the time of the procedure using a system of se.aled opaque envelopes.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Chin 2018",NA,NA,NA,NA,NA,2,105,NA,NA,4,110,NA,NA,4.062935,0.52381,0.097998,2.799819,"","Low risk","<p>Randomisation was achieved by opening a sequentially numbered, sealed, opaque envelope containing a computer-generated allocation.&nbsp;</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Creaney 2016",NA,NA,NA,NA,NA,0,10,NA,NA,0,10,NA,NA,NA,NA,NA,NA,"","Low risk","<p>Patients were randomised into two groups using computer-generated numbers which were placed in sealed envelopes.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Elsharkawy 2017",NA,NA,NA,NA,NA,0,14,NA,NA,0,18,NA,NA,NA,NA,NA,NA,"","Low risk","<p>Research Electronic Data Capture was used for randomization and maintained on a secure web site.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
1,5,"Technical failure of neuraxial anaesthesia","",NA,"SUBGROUP_AND_OVERALL","Geng 2016",NA,NA,NA,NA,NA,0,100,NA,NA,1,100,NA,NA,1.263144,0.333333,0.013742,8.085642,"","Some concerns","<p>Randomization was produced by some software. Method of allocation concealment not described.&nbsp;</p><p>Group differences at baseline do not suggest a problem with randomisation.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014964.pub2/full","10.1002/14651858.CD014964.pub2","5::overall","CD014964_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.115340351590656,-0.0111266018902213,-0.497187971495875,0.266507268314562,-0.0191331069941591,-0.0031200967862835,TRUE,TRUE
