"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,2,"Failure to induce clinical remission (subgroup analyses anti-TNF pre-treated vs anti-TNF naive participants)","Anti-TNF naive",1,"SUBGROUP_AND_OVERALL","Feagan 2016 UNITI-2",NA,0,0.0748081772651698,0,0,125,209,0,0,84,105,0,0.005596263385737,68.332169,0.747608,0.64565,0.865666,"6.0 mg/kg IV","Low risk","<p>Centrally performed randomization and treatment allocation. Baseline characteristics do not suggest a problem with randomization.</p>","Low risk","<p>Participants and study personnel blinded to intervention. Appropriate analysis used (ITT).</p>","Low risk","<p>Data for this outcome available for all randomized participants.&nbsp;</p>","Low risk","<p>Outcome assessors unaware of intervention received.</p>","Low risk","<p>Protocol prospectively registered. Results consistent with pre-defined parameters.</p>","Low risk","<p>Due to low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","2::1","CD007572_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.791190127636766,-0.164521027953021,-1.58975805690958,0.00737780163604718,-0.323385638852449,-0.00565641705359221,FALSE,FALSE
1,2,"Failure to induce clinical remission (subgroup analyses anti-TNF pre-treated vs anti-TNF naive participants)","Anti-TNF naive",1,"SUBGROUP_AND_OVERALL","Sandborn 2022",2022,0,0.129433957473186,0,0,34,63,0,0,51,61,0,0.0167531493471705,31.667831,0.645503,0.500868,0.831902,"6.0 mg/kg IV","Some concerns","<p>Insufficient information on concealment of allocation.</p>","Low risk","<p>Participants and study personnel blinded to intervention. Appropriate analysis (ITT).</p>","Low risk","<p>All withdrawals reported and consistent with routine care.&nbsp;</p>","Low risk","<p>No information on blinding of outcome assessors. Unlikely, that knowledge of intervention received affected outcome assessment.</p>","Some concerns","<p>No information as protocol was unavailable.</p>","Some concerns","<p>Due to insufficient information on concealment of allocation and unavalability of protocol.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","2::1","CD007572_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.791190127636766,-0.164521027953021,-1.58975805690958,0.00737780163604718,-0.323385638852449,-0.00565641705359221,FALSE,FALSE
1,3,"Failure to induce clinical remission (8 weeks, sensitivity analysis)","6.0 mg IV ",2,"SUBGROUP_AND_OVERALL","Feagan 2016 UNITI-1",2015,0,0,0,0,197,249,0,0,115,124,0,0,27.770737,0.853082,0.78702,0.924689,"","Low risk","<p>Centrally performed randomization and treatment allocation. Baseline characteristics do not suggest a problem with randomization.</p>","Low risk","<p>Participants and study personnel blinded to intervention. Appropriate analysis used (ITT).</p>","Low risk","<p>Data for this outcome available for all randomized participants.</p>","Low risk","<p>Outcome assessors unaware of intervention received.</p>","Low risk","<p>Protocol prospectively registered. Results consistent with pre-defined parameters.</p>","Low risk","<p>Due to low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","3::2","CD007572_pub4_data","significance_only",TRUE,TRUE,FALSE,-0.972118795710193,-0.0946709401373849,-1.40701568934965,-0.537221902070736,-0.238587873010166,0.0492459927353966,FALSE,FALSE
1,3,"Failure to induce clinical remission (8 weeks, sensitivity analysis)","6.0 mg IV ",2,"SUBGROUP_AND_OVERALL","Feagan 2016 UNITI-2",NA,0,0,0,0,125,209,0,0,84,105,0,0,20.2253,0.747608,0.64565,0.865666,"","Low risk","<p>Centrally performed randomization and treatment allocation. Baseline characteristics do not suggest a problem with randomization.</p>","Low risk","<p>Participants and study personnel blinded to intervention. Appropriate analysis used (ITT).</p>","Low risk","<p>Data for this outcome available for all randomized participants.&nbsp;</p>","Low risk","<p>Outcome assessors unaware of intervention received.</p>","Low risk","<p>Protocol prospectively registered. Results consistent with pre-defined parameters.</p>","Low risk","<p>Due to low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","3::2","CD007572_pub4_data","significance_only",TRUE,TRUE,FALSE,-0.972118795710193,-0.0946709401373849,-1.40701568934965,-0.537221902070736,-0.238587873010166,0.0492459927353966,FALSE,FALSE
1,4,"Failure to induce clinical response (≥ 100 points)","1.0 mg/kg IV ",1,"SUBGROUP_AND_OVERALL","Sandborn 2012",2012,0,0,0,0,83,131,0,0,34,44,0,0,100,0.819937,0.666967,1.007991,"","Low risk","<p>Centrally performed randomization and treatment allocation. Baseline characterisitics do not suggest a problem with randomization.</p>","Low risk","<p>Participants and study personnel blinded to intervention. Appropriate analysis used.</p>","Low risk","<p>Data for this outcome available for all randomized participants.</p>","Low risk","<p>Outcome assessors unaware of intervention received.</p>","Low risk","<p>Protocol prospectively registered. Results consistent with pre-defined parameters.</p>","Low risk","<p>Due to low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","4::1","CD007572_pub4_data","significance_only",TRUE,TRUE,FALSE,-0.678419975011292,-0.0666178245978004,-1.22548039401332,-0.131359556009264,-0.13445213104156,0.00121648184595941,FALSE,FALSE
1,7,"Failure to induce endoscopic response","",NA,"SUBGROUP_AND_OVERALL","Allez 2023",2023,0,0,0,0,23,37,0,0,24,36,0,0,13.294097,0.932432,0.662753,1.311847,"only patients with baseline SES-CD ≥ 3 included in evaluation","Some concerns","<p>Due to insufficient information on concealment of allocation.</p>","Low risk","<p>Participants blinded to intervention. No information on those delivering the intervention. Appropriate analysis used (ITT).</p>","Low risk","<p>Data for this outcome were available for all randomized participants.</p>","Low risk","<p>Insufficient information on blinding of outcome assessment. Unlikely, knowledge of intervention received affected outcome assessment.</p>","Low risk","<p>Protocol prospectively registered. Results consistent with protocol.</p>","Some concerns","<p>Due to insufficient information on concealment of allocation.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","7::overall","CD007572_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.556554217941361,-0.116138349050135,-1.18635049939652,0.0732420635137958,-0.177163883473101,-0.0551128146271681,FALSE,FALSE
1,7,"Failure to induce endoscopic response","",NA,"SUBGROUP_AND_OVERALL","Feagan 2016 UNITI-1",2015,0,1.40902856202361,0,0,57,66,0,0,41,41,0,1.98536148859832,27.878225,0.868549,0.783672,0.962619,"Ustekinumab doses pooled. Only patients with baseline SES-CD ≥ 3 and/or ≥ 1 large ulcer included.","Low risk","<p>Centrally performed randomization and treatment allocation. Baseline characteristics do not suggest a problem with randomization.</p>","Low risk","<p>Participants and study personnel blinded to intervention. Appropriate analysis used (ITT).</p>","Low risk","<p>Not all originally randomized participants took part in this endoscopic substudy as endoscopic data were not an inclusion prerequesite of original study. This seems in accordance with clinical practice and outcome data for all substudy enrolled participants were available.</p>","Low risk","<p>Outcome assessor unaware of intervention received.</p>","Low risk","<p>Protocol prospectively registered. Results consistent with pre-defined parameters.</p>","Low risk","<p>Due to low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","7::overall","CD007572_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.556554217941361,-0.116138349050135,-1.18635049939652,0.0732420635137958,-0.177163883473101,-0.0551128146271681,FALSE,FALSE
1,7,"Failure to induce endoscopic response","",NA,"SUBGROUP_AND_OVERALL","Feagan 2016 UNITI-2",NA,0,1.40939086956909,0,0,66,89,0,0,43,56,0,1.98638262322473,28.844246,0.96577,0.799326,1.166872,"Ustekinumab doses pooled. Only patients with baseline SES-CD ≥ 3 and/or ≥ 1 large ulcer included.","Low risk","<p>Centrally performed randomization and treatment allocation. Baseline characteristics do not suggest a problem with randomization.</p>","Low risk","<p>Participants and study personnel blinded to intervention. Appropriate analysis used (ITT).</p>","Low risk","<p>Not all originally randomized participants took part in this endoscopic substudy as endoscopic data were not an inclusion prerequesite of original study. This seems in accordance with clinical practice and outcome data for all substudy enrolled participants were available.</p>","Low risk","<p>Outcome assessor unaware of intervention received.</p>","Low risk","<p>Protocol prospectively registered. Results consistent with pre-defined parameters.</p>","Low risk","<p>Due to low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","7::overall","CD007572_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.556554217941361,-0.116138349050135,-1.18635049939652,0.0732420635137958,-0.177163883473101,-0.0551128146271681,FALSE,FALSE
1,7,"Failure to induce endoscopic response","",NA,"SUBGROUP_AND_OVERALL","Sandborn 2022",2022,0,0,0,0,45,63,0,0,54,61,0,0,29.983432,0.806878,0.673674,0.96642,"","Some concerns","<p>Insufficient information on concealment of allocation.</p>","Low risk","<p>Participants and study personnel blinded to intervention. Appropriate analysis (ITT).</p>","Low risk","<p>All withdrawals reported and consistent with routine care.</p>","Low risk","<p>No information on blinding of outcome assessors. Unlikely, that knowledge of intervention received affected outcome assessment.</p>","Some concerns","<p>No information as protocol was unavailable.</p>","Some concerns","<p>Due to insufficient information on concealment of allocation and unavalability of protocol.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","7::overall","CD007572_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.556554217941361,-0.116138349050135,-1.18635049939652,0.0732420635137958,-0.177163883473101,-0.0551128146271681,FALSE,FALSE
3,2,"Failure to induce clinical response (≥ 100 points)","Ustekinumab (6 mg/kg IV at week 0, 90 mc sc at week 8) versus adalimumab (160 mg sc at week 0, 80 mg sc at week 2, 40 mg sc every 2 weeks) ",1,"SUBGROUP_AND_OVERALL","Sands 2022",2022,0,0.145537454120993,0,0,61,191,0,0,66,195,0,0.02118115055202,100,0.943598,0.709423,1.255073,"","Low risk","<p>Computer-based randomization. Concealed allocation by independent vendor. No baseline differences that would suggest a problem with randomization.</p>","Low risk","<p>Participants, investigators, and study site personnel blinded to treatment. Appropriate analysis used (ITT).</p>","Low risk","<p>Data for this outcome available for all randomized participants.</p>","Low risk","<p>Outcome assessors were not aware of the intervention received.</p>","Low risk","<p>Protocol prospectively registered. Results consistent with protocol.</p>","Low risk","<p>Due to low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full","10.1002/14651858.CD007572.pub4","2::1","CD007572_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.791190127636766,-0.164521027953021,-1.58975805690958,0.00737780163604718,-0.323385638852449,-0.00565641705359221,FALSE,FALSE
