"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Cardiovascular death","CKD stages 3-5","SUBGROUP_AND_OVERALL","BEACON 2013",2013,0,0,0,0,27,1088,0,0,19,1097,0,0,22.641457,1.432808,0.801518,2.561312,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","1::overall","CD008176_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0332363247226825,0.00501834957293128,-0.193586397855499,0.127113748410134,-0.00148190160879529,0.0115186007546579,TRUE,TRUE
1,1,"Cardiovascular death","CKD stages 3-5","SUBGROUP_AND_OVERALL","Goicoechea 2012",2012,0,0,0,0,2,46,0,0,10,45,0,0,6.269869,0.195652,0.045369,0.84374,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","1::overall","CD008176_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0332363247226825,0.00501834957293128,-0.193586397855499,0.127113748410134,-0.00148190160879529,0.0115186007546579,TRUE,TRUE
1,1,"Cardiovascular death","CKD stages 3-5","SUBGROUP_AND_OVERALL","HOPE 1996",1996,0,0,0,0,57,499,0,0,57,494,0,0,33.133199,0.98998,0.700831,1.398426,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","1::overall","CD008176_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0332363247226825,0.00501834957293128,-0.193586397855499,0.127113748410134,-0.00148190160879529,0.0115186007546579,TRUE,TRUE
1,1,"Cardiovascular death","Kidney transplant","SUBGROUP_AND_OVERALL","Konigsrainer 1995",1995,0,0,0,0,2,50,0,0,0,50,0,0,1.655536,5,0.2461,101.584605,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","1::overall","CD008176_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0332363247226825,0.00501834957293128,-0.193586397855499,0.127113748410134,-0.00148190160879529,0.0115186007546579,TRUE,TRUE
1,1,"Cardiovascular death","CKD stage 5D","SUBGROUP_AND_OVERALL","Lu 2007",2007,0,0,0,0,0,17,0,0,2,17,0,0,1.705539,0.2,0.01031,3.879888,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","1::overall","CD008176_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0332363247226825,0.00501834957293128,-0.193586397855499,0.127113748410134,-0.00148190160879529,0.0115186007546579,TRUE,TRUE
1,1,"Cardiovascular death","CKD stage 5D","SUBGROUP_AND_OVERALL","SPACE 2000",2000,0,0,0,0,9,97,0,0,15,99,0,0,16.315039,0.612371,0.281415,1.332548,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","1::overall","CD008176_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0332363247226825,0.00501834957293128,-0.193586397855499,0.127113748410134,-0.00148190160879529,0.0115186007546579,TRUE,TRUE
1,1,"Cardiovascular death","CKD stage 5D","SUBGROUP_AND_OVERALL","Salehi 2013",2013,0,0,0,0,3,40,0,0,2,40,0,0,4.640808,1.5,0.264683,8.50074,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","1::overall","CD008176_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0332363247226825,0.00501834957293128,-0.193586397855499,0.127113748410134,-0.00148190160879529,0.0115186007546579,TRUE,TRUE
1,1,"Cardiovascular death","CKD stage 5D","SUBGROUP_AND_OVERALL","Tepel 2003",2003,0,0,0,0,9,64,0,0,8,70,0,0,13.638553,1.230469,0.505296,2.996368,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","1::overall","CD008176_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0332363247226825,0.00501834957293128,-0.193586397855499,0.127113748410134,-0.00148190160879529,0.0115186007546579,TRUE,TRUE
1,4,"Coronary heart disease","CKD stages 3-5","SUBGROUP_AND_OVERALL","ATIC 2005",2005,0,0,0,0,2,47,0,0,5,46,0,0,2.964188,0.391489,0.079943,1.917157,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","4::overall","CD008176_pub3_data","significance_only",TRUE,TRUE,FALSE,-0.284497042365989,-0.000574068648884369,-0.485907138790454,-0.0830869459415242,-0.00588092838679182,0.00473279108902308,TRUE,TRUE
1,4,"Coronary heart disease","CKD stages 3-5","SUBGROUP_AND_OVERALL","BEACON 2013",2013,0,0,0,0,19,1088,0,0,16,1097,0,0,15.037564,1.197323,0.619007,2.315941,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full","10.1002/14651858.CD008176.pub3","4::overall","CD008176_pub3_data","significance_only",TRUE,TRUE,FALSE,-0.284497042365989,-0.000574068648884369,-0.485907138790454,-0.0830869459415242,-0.00588092838679182,0.00473279108902308,TRUE,TRUE
