"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,2,"Severe maternal morbidity – ICU admission",NA,"SUBGROUP_AND_OVERALL","Patterson 2018",2018,0,0,0,0,36,1065,0,0,17,1065,0,0,100,2.117647,1.196994,3.746409,"","","","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","2::overall","CD016168_data","significance_only",TRUE,FALSE,TRUE,0.391963200752807,0.0178211688187387,-0.145935983087672,0.929862384593287,0.00483216801294072,0.0308101696245366,TRUE,TRUE
1,3,"Breastfeeding",NA,"SUBGROUP_AND_OVERALL","Patterson 2018",2018,0,0,0,0,830,1065,0,0,858,1065,0,0,100,0.967366,0.926196,1.010366,"","","","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","3::overall","CD016168_data","significance_only",TRUE,FALSE,TRUE,-0.335016095371524,-0.0270979603986156,-0.782139298258091,0.112107107515043,-0.0510497779267336,-0.00314614287049764,FALSE,FALSE
2,2,"Severe maternal morbidity – ICU admission",NA,"SUBGROUP_AND_OVERALL","Collins 2017",2017,0,0,0,0,2,28,0,0,2,27,0,0,2.660139,0.964286,0.146067,6.365897,"Outcome defined as 'admission to level 3 care'","Some concerns","<p>There are differences between the intervention and control groups in terms of women's demongraphic characteristics (race/ethnicity), onset of labour, cause of PPH, blood loss at study entry and haemoglobin at study entry.</p>","Low risk","<p>Analyses are intention-to-treat without imputation, with outcomes compared between groups using mixed-effects two-level regression models to adjust for site and allow for clustering</p>","Low risk","<p>Authors report that were no missing data for the primary outcome.</p>","Low risk","<p>Admission to high dependency and intensive care unit and length of stay are hard outcomes and consistently measured between intervention and control groups.</p>","Some concerns","<p>No significant safety issues were raised although the study was not powered to detect differences (aimed for 60 participants but only managed 55). N = 605 enrolled but not randomised. Pre-specified analysis plan reported elsewhere.</p>","Some concerns","<p>Due to some concerns around bias arising due to the randomization process and in selection of the reported result.&nbsp;</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","2::overall","CD016168_data","significance_only",TRUE,FALSE,TRUE,0.391963200752807,0.0178211688187387,-0.145935983087672,0.929862384593287,0.00483216801294072,0.0308101696245366,TRUE,TRUE
2,2,"Severe maternal morbidity – ICU admission",NA,"SUBGROUP_AND_OVERALL","Ducloy-Bouthors 2021",2021,0,0,0,0,62,220,0,0,54,210,0,0,97.339861,1.09596,0.802223,1.497249,"","Low risk","<p>1. Randomisation was stratified per centre with a block size of 4; containers were sequentially numbered according to the computer-generated randomisation sequence. Sponsor provided the Investigator or Pharmacist with decoding devices in sealed envelopes with an acknowledgement of receipt at the same time as the IMP. Codes were kept in a secured place with restricted access and returned to the Sponsor at the end of the study.</p><p>2. Baseline characteristics did not differ between intervention and control groups.</p>","Low risk","<p>1. Participants, outcome assessors, trials investigators, statisticians, monitors and care providers were blinded throughout.</p><p>2. The primary analysis was performed with the intention-to-treat (ITT) set.</p>","Low risk","<p>Missing data were not replaced in the primary analysis. Sensitivity analyses for handling missing data were performed. Another supportive analysis was performed on the per-protocol (PP) set.</p>","Low risk","<p>ICU admission is an objective measure.</p>","Low risk","<p>Supplementary material also available for review with extended detail for outcomes data.</p>","Low risk","<p>There was a low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","2::overall","CD016168_data","significance_only",TRUE,FALSE,TRUE,0.391963200752807,0.0178211688187387,-0.145935983087672,0.929862384593287,0.00483216801294072,0.0308101696245366,TRUE,TRUE
2,3,"Severe maternal morbidity – arterial embolisation",NA,"SUBGROUP_AND_OVERALL","Ducloy-Bouthors 2021",2021,0,0,0,0,6,220,0,0,10,210,0,0,100,0.572727,0.211899,1.547988,"","Low risk","<p>1. Randomisation was stratified per centre with a block size of 4; containers were sequentially numbered according to the computer-generated randomisation sequence. Sponsor provided the Investigator or Pharmacist with decoding devices in sealed envelopes with an acknowledgement of receipt at the same time as the IMP. Codes were kept in a secured place with restricted access and returned to the Sponsor at the end of the study.</p><p>2. Baseline characteristics did not differ between intervention and control groups.</p>","Low risk","<p>1. Participants, outcome assessors, trials investigators, statisticians, monitors and care providers were blinded throughout.</p><p>2. The primary analysis was performed with the intention-to-treat (ITT) set.</p>","Low risk","<p>Missing data were not replaced in the primary analysis. Sensitivity analyses for handling missing data were performed. Another supportive analysis was performed on the per-protocol (PP) set.</p>","Low risk","<p>Arterial embolisation is an objective outcome measure.</p>","Low risk","<p>Supplementary material also available for review with extended detail for outcomes data.</p>","Low risk","<p>There was a low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","3::overall","CD016168_data","significance_only",TRUE,FALSE,TRUE,-0.335016095371524,-0.0270979603986156,-0.782139298258091,0.112107107515043,-0.0510497779267336,-0.00314614287049764,FALSE,FALSE
2,5,"Severe maternal morbidity – hysterectomy (non-randomised studies)",NA,"SUBGROUP_AND_OVERALL","Deleu 2022",2022,0,0,0,0,51,313,0,0,23,417,0,0,100,2.95416,1.84644,4.726426,"","","","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","5::overall","CD016168_data","significance_only",TRUE,TRUE,FALSE,1.1234237508771,0.0729233472853018,0.640487126522649,1.60636037523155,-0.00300694171841535,0.148853636289019,FALSE,FALSE
2,6,"Adverse effects – thromboembolic events",NA,"SUBGROUP_AND_OVERALL","Ducloy-Bouthors 2021",2021,0,0,0,0,0,220,0,0,2,210,0,0,100,0.19095,0.009221,3.954107,"","Low risk","<p>1. Randomisation was stratified per centre with a block size of 4; containers were sequentially numbered according to the computer-generated randomisation sequence. Sponsor provided the Investigator or Pharmacist with decoding devices in sealed envelopes with an acknowledgement of receipt at the same time as the IMP. Codes were kept in a secured place with restricted access and returned to the Sponsor at the end of the study.</p><p>2. Baseline characteristics did not differ between intervention and control groups.</p>","Low risk","<p>1. Participants, outcome assessors, trials investigators, statisticians, monitors and care providers were blinded throughout.</p><p>2. The primary analysis was performed with the intention-to-treat (ITT) set.</p>","Low risk","<p>Missing data were not replaced in the primary analysis. Sensitivity analyses for handling missing data were performed. Another supportive analysis was performed on the per-protocol (PP) set.</p>","Low risk","<p>Thromboembolic events are objective outcomes measures.&nbsp;</p>","Low risk","<p>Supplementary material also available for review with extended detail for outcomes data.</p>","Low risk","<p>There was a low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","6::overall","CD016168_data","direction_only",FALSE,FALSE,FALSE,-0.194185066651227,0.00221094291711175,-2.08306696411721,1.69469683081476,-0.0246208328533635,0.029042718687587,TRUE,TRUE
2,6,"Adverse effects – thromboembolic events",NA,"SUBGROUP_AND_OVERALL","Wikkelsø 2015",2015,0,0,0,0,0,123,0,0,0,121,0,0,NA,NA,NA,NA,"","Some concerns","<p>1. Intervention was randomised using computer-generated allocation and blocks-of-four randomisation (performed by a &nbsp;third party prior to study commencement). Allocation was concealed by envelopes.&nbsp;</p><p>2. There were differences in co-interventions between groups. Table 1 reports that 26% of women in the fibrinogen group compared to 13% in the placebo group received methergine (P &lt; 0.05) while carboprost was administered in 22% and 8% in the two groups, respectively (P &lt; 0.01).</p>","Low risk","<p>1. To secure blinding, an anaesthetist doctor or nurse not involved in the treatment of the patient carried out &nbsp;randomization and dispensation. Subjects, care providers, outcome assessors, and the statistician were blinded to allocation. Besides the deliberate unblinding of one subject (placebo) who developed universal urticaria 2 days after the intervention, no subjects had discovered their allocation.</p><p>2. The intention-to-treat (ITT) population was used for analyses, including all randomized subjects with consent to participate regardless of exclusion criteria or having received the wrong dose.</p>","Low risk","<p>Table 3 states that one hundred and forty-eight values are missing (61%) but this does not seem to apply to any of the adverse events.</p>","Low risk","<p>Thrombolic events are objective outcomes measures.</p>","Low risk","<p>Pre-specified analysis plan presented on protocol (ClinicalTrials.gov: http://clinicaltrials.gov/show/NCT01359878)</p>","Some concerns","<p>Due to concerns about risk of bias arising from the randomisation process.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","6::overall","CD016168_data","direction_only",FALSE,FALSE,FALSE,-0.194185066651227,0.00221094291711175,-2.08306696411721,1.69469683081476,-0.0246208328533635,0.029042718687587,TRUE,TRUE
2,11,"Adverse effects – headache up to 24 hours",NA,"SUBGROUP_AND_OVERALL","Wikkelsø 2015",2015,0,0,0,0,12,123,0,0,10,121,0,0,100,1.180488,0.530001,2.629339,"","Some concerns","<p>1. Intervention was randomised using computer-generated allocation and blocks-of-four randomisation (performed by a &nbsp;third party prior to study commencement). Allocation was concealed by envelopes.&nbsp;</p><p>2. There were differences in co-interventions between groups. Table 1 reports that 26% of women in the fibrinogen group compared to 13% in the placebo group received methergine (P &lt; 0.05) while carboprost was administered in 22% and 8% in the two groups, respectively (P &lt; 0.01).</p>","Low risk","<p>1. To secure blinding, an anaesthetist doctor or nurse not involved in the treatment of the patient carried out randomization and dispensation. Subjects, care providers, outcome assessors, and the statistician were blinded to allocation. Besides the deliberate unblinding of one subject (placebo) who developed universal urticaria 2 days after the intervention, no subjects had discovered their allocation.</p><p>2. The intention-to-treat (ITT) population was used for analyses, including all randomized subjects with consent to participate regardless of exclusion criteria or having received the wrong dose.</p>","Low risk","<p>Table 3 states that one hundred and forty-eight values are missing (61%) but this does not seem to apply to any of the adverse events.</p>","Low risk","<p>Subjects, care providers, and outcome assessors were blinded.&nbsp;</p>","Low risk","<p>Pre-specified analysis plan presented on protocol (ClinicalTrials.gov: http://clinicaltrials.gov/show/NCT01359878)</p>","Some concerns","<p>Due to concerns about risk of bias arising from the randomisation process.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","11::overall","CD016168_data","direction_only",FALSE,FALSE,FALSE,0.125281026811984,-0.00160838780012609,-0.7134619893997,0.964024043023668,-0.0316406271983462,0.028423851598094,TRUE,FALSE
3,2,"Maternal death (non-randomised studies)",NA,"SUBGROUP_AND_OVERALL","Kamidani 2021",2021,0,0,0,0,0,38,0,0,0,119,0,0,NA,NA,NA,NA,"","","","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016168/full","10.1002/14651858.CD016168","2::overall","CD016168_data","significance_only",TRUE,FALSE,TRUE,0.391963200752807,0.0178211688187387,-0.145935983087672,0.929862384593287,0.00483216801294072,0.0308101696245366,TRUE,TRUE
