"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Complete remission","FSGS",2,"SUBGROUP_AND_OVERALL","Bhaumik 2002",2002,0,0,0,0,5,13,0,0,2,12,0,0,66.861835,2.307692,0.546794,9.7394,"IV methylprednisolone","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
1,1,"Complete remission","FSGS",2,"SUBGROUP_AND_OVERALL","Lieberman 1996",1996,0,0,0,0,4,12,0,0,0,12,0,0,17.447623,9,0.537103,150.809185,"Placebo","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
1,1,"Complete remission","FSGS",2,"SUBGROUP_AND_OVERALL","Ponticelli 1993",1993,0,0,0,0,1,4,0,0,0,5,0,0,15.690542,3.6,0.184243,70.341813,"No treatment","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
2,1,"Treatment response at 3 to 6 months","Partial remission",2,"SUBGROUP_AND_OVERALL","APN 2008",2008,0,0,0,0,7,15,0,0,2,17,0,0,39.06121,3.966667,0.96866,16.243509,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
2,1,"Treatment response at 3 to 6 months","Partial remission",2,"SUBGROUP_AND_OVERALL","Gulati 2012",2012,0,0,0,0,19,63,0,0,19,61,0,0,60.93879,0.968254,0.570181,1.644243,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
2,3,"Adverse events","Medications ceased due to adverse events",3,"SUBGROUP_AND_OVERALL","Gulati 2012",2012,0,0,0,0,2,66,0,0,10,65,0,0,100,0.19697,0.044881,0.864451,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","3::3","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,-0.784693397917896,-0.112523103484935,-2.75584492597659,1.1864581301408,-0.206471782739967,-0.018574424229904,FALSE,FALSE
3,1,"Treatment response at 6 months","Partial remission",2,"SUBGROUP_AND_OVERALL","Choudhry 2009",2009,0,0,0,0,9,21,0,0,6,20,0,0,100,1.428571,0.62174,3.282429,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
3,2,"Treatment response at 12 months","Complete and partial remission",3,"SUBGROUP_AND_OVERALL","Choudhry 2009",2009,0,0,0,0,18,21,0,0,15,20,0,0,33.978703,1.142857,0.840384,1.554198,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","2::3","CD003594_pub7_data","direction_only",FALSE,FALSE,FALSE,0.0888953452633987,-0.00770553800396035,-0.50884508564865,0.686635776175448,-0.143448216355189,0.128037140347269,FALSE,FALSE
3,2,"Treatment response at 12 months","Complete and partial remission",3,"SUBGROUP_AND_OVERALL","Valverde 2010",2010,0,0,0,0,7,7,0,0,10,10,0,0,66.021297,1,0.802078,1.246761,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","2::3","CD003594_pub7_data","direction_only",FALSE,FALSE,FALSE,0.0888953452633987,-0.00770553800396035,-0.50884508564865,0.686635776175448,-0.143448216355189,0.128037140347269,FALSE,FALSE
4,1,"Treatment response at 52 weeks","Partial remission",2,"SUBGROUP_AND_OVERALL","FSGS-CT 2011",2011,0,0,0,0,19,72,0,0,16,66,0,0,100,1.088542,0.612479,1.934633,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
4,2,"Sustainable remission of proteinuria (weeks 52 to 78)","No sustainable remission",3,"SUBGROUP_AND_OVERALL","FSGS-CT 2011",2011,0,0,0,0,50,72,0,0,48,66,0,0,100,0.954861,0.771798,1.181345,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","2::3","CD003594_pub7_data","direction_only",FALSE,FALSE,FALSE,0.0888953452633987,-0.00770553800396035,-0.50884508564865,0.686635776175448,-0.143448216355189,0.128037140347269,FALSE,FALSE
4,6,"Adverse events (weeks 0 to 26)","Total Infections",2,"SUBGROUP_AND_OVERALL","FSGS-CT 2011",2011,0,0,0,0,23,72,0,0,27,66,0,0,100,0.780864,0.500558,1.218139,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","6::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,-0.697399627111792,-0.128646557152905,-1.69062353457476,0.295824280351171,-0.247771609314298,-0.00952150499151165,FALSE,FALSE
5,1,"Complete or partial response at one year","Partial response",2,"SUBGROUP_AND_OVERALL","Sinha 2017",2015,0,0,0,0,5,31,0,0,1,29,0,0,100,4.677419,0.580581,37.683385,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
5,2,"Relapse or treatment failure by one year","Steroid resistance",3,"SUBGROUP_AND_OVERALL","Sinha 2017",2015,0,0,0,0,0,31,0,0,6,29,0,0,100,0.072115,0.004243,1.225684,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","2::3","CD003594_pub7_data","direction_only",FALSE,FALSE,FALSE,0.0888953452633987,-0.00770553800396035,-0.50884508564865,0.686635776175448,-0.143448216355189,0.128037140347269,FALSE,FALSE
5,6,"Adverse events","Serious infections",2,"SUBGROUP_AND_OVERALL","Sinha 2017",2015,0,0,0,0,2,31,0,0,7,29,0,0,100,0.267281,0.060379,1.183178,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","6::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,-0.697399627111792,-0.128646557152905,-1.69062353457476,0.295824280351171,-0.247771609314298,-0.00952150499151165,FALSE,FALSE
8,1,"Complete remission","FSGS",2,"SUBGROUP_AND_OVERALL","ISKDC 1974",1974,0,0,0,0,3,7,0,0,0,3,0,0,10.021023,3.5,0.233058,52.562006,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
8,1,"Complete remission","FSGS",2,"SUBGROUP_AND_OVERALL","ISKDC 1996",1996,0,0,0,0,8,32,0,0,6,21,0,0,89.978977,0.875,0.354282,2.161062,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
10,1,"Treatment response at 6 months","Partial remission",2,"SUBGROUP_AND_OVERALL","Mantan 2008",2008,0,0,0,0,2,26,0,0,2,23,0,0,100,0.884615,0.135261,5.78545,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","1::2","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,0.361887613119519,0.114831673147631,-0.0287426075657075,0.752517833804745,0.0343021829802839,0.195361163314978,TRUE,TRUE
10,3,"Complete or partial resistance in subgroups","Minimal change disease",3,"SUBGROUP_AND_OVERALL","Mantan 2008",2008,0,0,0,0,9,13,0,0,7,11,0,0,100,1.087912,0.612033,1.933804,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","3::3","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,-0.784693397917896,-0.112523103484935,-2.75584492597659,1.1864581301408,-0.206471782739967,-0.018574424229904,FALSE,FALSE
10,4,"Adverse events","Leucopenia",4,"SUBGROUP_AND_OVERALL","Mantan 2008",2008,0,0,0,0,2,26,0,0,0,23,0,0,100,4.444444,0.224359,88.042265,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003594.pub7/full","10.1002/14651858.CD003594.pub7","4::4","CD003594_pub7_data","significance_only",TRUE,FALSE,TRUE,1.82901972025697,0.101569939868854,-0.341803675172463,3.99984311568641,0.0112779976319334,0.191861882105775,TRUE,FALSE
