"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,2,"Aggression","Risperidone",1,"SUBGROUP_AND_OVERALL","Kent 2013a",2013,0,0,0,0,0,31,0,0,2,35,0,0,100,1.057836,0.9578,1.16832,"","Some concerns","<p>There is no information regarding the allocation sequence concealment. ""A Double-Blind, Placebo-Controlled Study.""; ""The randomization was conducted by using randomly permuted blocks, and was stratified by center and baseline weight."" ""...the study drugs supplied were identical in appearance and packed in identical child-resistant containers.""; ""The study population was predominantly boys (88 %). Patients had a mean (SD) age of 9 (3.1) years(...). More than 90 % of patients were naıve to antipsychotics (Table 1). Baseline ADI-R scores were generally similar across treatment groups(...). Antihistaminic drugs were the most commonly used concomitant medication; a higher percentage of patients in the placebo (20 %; n = 7) than in the risperidone group (low-dose group; 7 %, n = 2 and high-dose group; 3 %, n = 1) were treated with these drugs.""</p>","Low risk","<p>""Patients, parents or primary caregivers, and the site personnel were all blinded to treatment assignment."" The study assessed the effect of assignment to interventions and performed an intention-to-treat analysis, which is considered appropriate.</p>","Low risk","<p>96 participants were randomized, and 96 participants were analyzed.</p>","Low risk","<p>There is no information on the method used, but the measurement or ascertainment of this outcome probably did not differ between groups—blinded study (outcome assessor).</p>","Some concerns","<p>This outcome was not pre-specified (NCT00576732). There is no information on whether the result was selected from multiple outcome measurements or analyses of the data.</p>","Some concerns","<p>Some concerns about the randomization process, measurement of the outcome, and the selection of the reported result.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","2::1","CD014965_pub2_data","significance_only",TRUE,TRUE,FALSE,0.908186857706642,0.0564140238283917,0.176115247046524,1.64025846836676,-0.00746131218837229,0.120289359845156,TRUE,FALSE
1,3,"Weight gain above clinically relevant thresholds","Risperidone",1,"SUBGROUP_AND_OVERALL","Kent 2013a",2013,0,0.830162939977715,0,0,4,31,0,0,2,35,0,0.689170506912442,15.956231,2.258065,0.443711,11.491384,"Defined as ""weight increased"" with no further details. ","Some concerns","<p>There is no information regarding the allocation sequence concealment. ""A Double-Blind, Placebo-Controlled Study.""; ""The randomization was conducted by using randomly permuted blocks, and was stratified by center and baseline weight."" ""...the study drugs supplied were identical in appearance and packed in identical child-resistant containers.""; ""The study population was predominantly boys (88 %). Patients had a mean (SD) age of 9 (3.1) years(...). More than 90 % of patients were naıve to antipsychotics (Table 1). Baseline ADI-R scores were generally similar across treatment groups(...). Antihistaminic drugs were the most commonly used concomitant medication; a higher percentage of patients in the placebo (20 %; n = 7) than in the risperidone group (low-dose group; 7 %, n = 2 and high-dose group; 3 %, n = 1) were treated with these drugs.""</p>","Low risk","<p>""Patients, parents or primary caregivers, and the site personnel were all blinded to treatment assignment."" The study assessed the effect of assignment to interventions and performed an intention-to-treat analysis, which is considered appropriate.</p>","Low risk","<p>96 participants were randomized, and 96 participants were analyzed.</p>","Low risk","<p>There is no information on the method used, but the measurement or ascertainment of this outcome probably did not differ between groups—blinded study (outcome assessor).</p>","Some concerns","<p>This outcome was not pre-specified (NCT00576732). There is no information on whether the result was selected from multiple outcome measurements or analyses of the data.</p>","Some concerns","<p>Some concerns about the randomization process, and the selection of the reported result.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","3::1","CD014965_pub2_data","significance_only",TRUE,FALSE,TRUE,1.25102413675878,0.112246563381958,-0.133525812114522,2.63557408563207,0.0211510945317571,0.203342032232158,TRUE,FALSE
1,3,"Weight gain above clinically relevant thresholds","Risperidone",1,"SUBGROUP_AND_OVERALL","NCT01624675",2012,0,0,0,0,4,21,0,0,0,18,0,0,5.176958,7.772727,0.44668,135.253961,"","Some concerns","<p>A commentary suggests the existence of a code number and an enrollment center: ""...code number was issued by the Web enrollment center..."" However, no information regarding baseline characteristics was found.</p>","Low risk","<p>""Masking : Double (Participant Investigator)"". The last-observation-carried-forward (LOCF) method was used to impute the missing data.</p>","Low risk","<p>All the randomized participants were analyzed.</p>","High risk","<p>There is no information regarding the blinding of outcome assessors. The method of measuring the outcome is appropriate. Measurement or ascertainment of outcome probably does not differ between groups.</p>","Some concerns","<p>The prospective registry was available (NCT01624675). However, the study has not been published yet.</p>","High risk","<p>High risk of bias in measurement of the outcome. Some concerns about the randomization process, and selection of the reported result.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","3::1","CD014965_pub2_data","significance_only",TRUE,FALSE,TRUE,1.25102413675878,0.112246563381958,-0.133525812114522,2.63557408563207,0.0211510945317571,0.203342032232158,TRUE,FALSE
1,5,"Extrapyramidal side effects: any extrapyramidal symptom","Risperidone",2,"SUBGROUP_AND_OVERALL","McCracken 2002",2002,0,1.62093673455687,0,0,0,49,0,0,0,51,0,2.6274358974359,NA,NA,NA,NA,"","Some concerns","<p>There is no information on sequence generation or allocation concealment. Imbalances in baseline characteristics appear to be compatible with chance.</p>","Low risk","<p>Deviations likely did not arise because of the trial context: ""Data were analyzed according to the intention-to-treat principle. Statistical tests were two-tailed.""</p>","Low risk","<p>101 participants were randomized, and 100 were analyzed.</p>","Low risk","<p>The method of measuring the outcome is appropriate. Measurement or ascertainment of outcome probably does not differ between groups. ""Each child was seen weekly by two clinicians who were unaware of the treatment assignment: a primary clinician, who reviewed side effects and adjusted the dose of medication, and a clinical evaluator, who assessed the response to treatment.""</p>","Some concerns","<p>The prospective registry was available (NCT00005014), but this outcome was omitted. The outcome was not pre-specified.</p>","Some concerns","<p>Some concerns about the randomization process, and selection of the reported result.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","5::2","CD014965_pub2_data","significance_only",TRUE,FALSE,TRUE,0.928583623669102,0.111584701221073,-0.125389811127032,1.98255705846524,0.00953168012723582,0.213637722314909,TRUE,TRUE
1,5,"Extrapyramidal side effects: any extrapyramidal symptom","Risperidone",2,"SUBGROUP_AND_OVERALL","NCT01624675",2012,0,0,0,0,2,21,0,0,0,18,0,0,4.993205,4.318182,0.220726,84.479039,"","Some concerns","<p>A commentary suggests the existence of a code number and an enrollment center: ""...code number was issued by the Web enrollment center..."" However, no information regarding baseline characteristics was found.</p>","Low risk","<p>""Masking : Double (Participant Investigator)"". The last-observation-carried-forward (LOCF) method was used to impute the missing data.</p>","Low risk","<p>All the randomized participants were analyzed.</p>","High risk","<p>There is no information regarding the blinding of outcome assessors. The method of measuring the outcome is appropriate. Measurement or ascertainment of outcome probably does not differ between groups.</p>","Some concerns","<p>The prospective registry was available. This results have not been published yet.</p>","High risk","<p>High risk of bias in measurement of the outcome. Some concerns about bias arising from the randomization process, and selection of the reported result.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","5::2","CD014965_pub2_data","significance_only",TRUE,FALSE,TRUE,0.928583623669102,0.111584701221073,-0.125389811127032,1.98255705846524,0.00953168012723582,0.213637722314909,TRUE,TRUE
1,5,"Extrapyramidal side effects: any extrapyramidal symptom","Risperidone",2,"SUBGROUP_AND_OVERALL","Shea 2004",2004,0,0,0,0,11,40,0,0,5,38,0,0,47.972664,2.09,0.800752,5.454999,"","Some concerns","<p>""A randomized, double-blind, placebo-controlled trial."" There is no information about the randomization process and the allocation concealment. ""risperidone- and placebo-treated subjects were similar in terms of their demographic and baseline data.""</p>","Some concerns","<p>""...randomized, double-blind, parallel-group..."" No information on blinding (participants and personnel/cares) ""Anticholinergics were administered to 3 (7.5%) subjects in the risperidone group and 1 (2.6%) subject in the placebo group to treat emergent EPSs."" Deviations were not balanced and could affect the outcome The effect of assignment to interventions is assessed; ITT analysis is considered appropriate.&nbsp;</p>","Low risk","<p>80 participants were randomized, and 79 were analyzed.</p>","High risk","<p>The method of measuring the outcome was probably appropriate. Measurement or ascertainment of outcome probably does not differ between groups. Unclear blinding regarding outcome assessors.&nbsp;</p>","Some concerns","<p>The protocol and registry were not available.</p>","High risk","<p>High risk of bias in measurement of the outcome. There is some concerns about the randomization process, deviations from intended interventions, and selection of the reported result.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","5::2","CD014965_pub2_data","significance_only",TRUE,FALSE,TRUE,0.928583623669102,0.111584701221073,-0.125389811127032,1.98255705846524,0.00953168012723582,0.213637722314909,TRUE,TRUE
1,13,"Other side effects: somnolence","Aripiprazole",2,"SUBGROUP_AND_OVERALL","Ichikawa 2017",2017,0,0.479989657098969,0,0,24,47,0,0,4,45,0,0.230390070921986,33.638173,5.744681,2.163852,15.251209,"","Some concerns","<p>""...randomized, double-blind, placebo-controlled."" Allocation sequence probably random. No information on allocation concealment. ""The demographic and clinical characteristics at baseline are shown in Table 1.""</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","13::2","CD014965_pub2_data","significance_only",TRUE,TRUE,FALSE,1.79556652354355,0.193067716191765,0.921499791922286,2.66963325516482,-0.0200193556350139,0.406154788018544,FALSE,FALSE
1,13,"Other side effects: somnolence","Aripiprazole",2,"SUBGROUP_AND_OVERALL","Marcus 2009",2009,0,0,0,0,5,54,0,0,2,51,0,0,12.612548,2.361111,0.47931,11.63099,"","Some concerns","<p>There is no information on sequence generation or allocation concealment. Imbalances in baseline characteristics appear to be compatible with chance.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","13::2","CD014965_pub2_data","significance_only",TRUE,TRUE,FALSE,1.79556652354355,0.193067716191765,0.921499791922286,2.66963325516482,-0.0200193556350139,0.406154788018544,FALSE,FALSE
1,13,"Other side effects: somnolence","Aripiprazole",2,"SUBGROUP_AND_OVERALL","Owen 2009",2009,0,0,0,0,8,47,0,0,2,50,0,0,14.301145,4.255319,0.951917,19.022403,"","Low risk","<p>""...according to a computer-generated randomization schedule prepared by Bristol Myers Squibb using a permuted block design. Investigational sites accessed a call-in interactive voice response system when patients were ready to be randomly assigned.""; ""Baseline characteristics of the recruited patients were not significantly different between groups"".</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","13::2","CD014965_pub2_data","significance_only",TRUE,TRUE,FALSE,1.79556652354355,0.193067716191765,0.921499791922286,2.66963325516482,-0.0200193556350139,0.406154788018544,FALSE,FALSE
1,18,"Other side effects: hypersalivation","Aripiprazole",1,"SUBGROUP_AND_OVERALL","Marcus 2009",2009,0,1.45479674402769,0,0,6,54,0,0,1,51,0,2.11643356643357,14.428243,5.666667,0.706436,45.45511,"","Some concerns","<p>There is no information on sequence generation or allocation concealment. Imbalances in baseline characteristics appear to be compatible with chance.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD014965.pub2/full","10.1002/14651858.CD014965.pub2","18::1","CD014965_pub2_data","significance_only",TRUE,FALSE,TRUE,1.30602145263919,0.0799355983826039,-0.0440796108878407,2.65612251616622,0.0282692527916537,0.131601943973554,TRUE,FALSE
