"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Abbaszadeh 2012",2012,0,0,0,0,4,92,0,0,6,92,0,0,0.875961,0.666667,0.19453,2.284712,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Abd El-Hakeem 2003a",2003,0,0,0,0,2,170,0,0,3,170,0,0,0.421074,0.666667,0.112817,3.939503,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Amr 2009",2009,0,0,0,0,2,50,0,0,2,50,0,0,0.360355,1,0.146554,6.823446,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Andersen 1989",1989,0,0,0,0,1,8,0,0,0,8,0,0,0.141521,3,0.140053,64.261516,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Celik 2004",2004,0,0,0,0,1,30,0,0,2,30,0,0,0.241354,0.5,0.047851,5.224499,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Chaney 1998",1998,0,0,0,0,1,30,0,0,1,30,0,0,0.178935,1,0.065532,15.25976,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Chaney 2001",2001,0,0,0,0,0,59,0,0,1,29,0,0,0.132207,0.166667,0.006997,3.96974,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Codd 1977",1977,0,0,0,0,6,75,0,0,5,75,0,0,1.017473,1.2,0.382692,3.762814,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Dieleman 2012",2012,0,0,0,0,35,2235,0,0,39,2247,0,0,6.488016,0.902254,0.573822,1.418669,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
1,2,"Cardiac complications, including 'no major complications'","","SUBGROUP_AND_OVERALL","Halonen 2007",2007,0,0,0,0,1,120,0,0,1,121,0,0,0.174418,1.008333,0.063801,15.936005,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full","10.1002/14651858.CD005566.pub4","2::overall","CD005566_pub4_data","significance_only",TRUE,TRUE,FALSE,0.172500361295016,0.00194394961143524,0.115220497731308,0.229780224858723,-0.000374855595181499,0.00426275481805198,TRUE,FALSE
