"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Live birth rate per woman","Natural cycle FET versus HT FET",1,"SUBGROUP_AND_OVERALL","Madani 2019",2019,0,0,0,0,37,120,0,0,31,113,0,0,100,1.179168,0.669218,2.077705,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","1::1","CD003414_pub4_data","direction_only",FALSE,FALSE,FALSE,0.0529187781404367,-0.000983367732137148,-0.142072268059021,0.247909824339894,-0.0429212970664672,0.0409545616021929,FALSE,FALSE
1,2,"Miscarriage rate per woman","Natural cycle FET versus HT FET",1,"SUBGROUP_AND_OVERALL","Madani 2019",2019,0,0,0,0,0,120,0,0,4,113,0,0,100,0.100968,0.005374,1.896915,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","2::1","CD003414_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.179236006968994,-0.0168565838872494,-0.540914702574039,0.18244268863605,-0.0317236348445612,-0.00198953292993758,TRUE,FALSE
1,2,"Miscarriage rate per woman","Natural cycle FET versus modified natural cycle FET (HCG trigger)",3,"SUBGROUP_AND_OVERALL","Aydin 2022",2022,0,0,0,0,11,73,0,0,9,72,0,0,39.531938,1.241935,0.481197,3.205347,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","2::3","CD003414_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.180486080810075,-0.0234109961860165,-0.856504943185137,0.495532781564986,-0.0419208994522768,-0.00490109291975618,TRUE,FALSE
1,2,"Miscarriage rate per woman","Natural cycle FET versus modified natural cycle FET (HCG trigger)",3,"SUBGROUP_AND_OVERALL","Fatemi 2010",2010,0,0,0,0,0,84,0,0,2,84,0,0,12.765261,0.195266,0.009234,4.129218,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","2::3","CD003414_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.180486080810075,-0.0234109961860165,-0.856504943185137,0.495532781564986,-0.0419208994522768,-0.00490109291975618,TRUE,FALSE
1,2,"Miscarriage rate per woman","Natural cycle FET versus modified natural cycle FET (HCG trigger)",3,"SUBGROUP_AND_OVERALL","Mackens 2020",2020,0,0,0,0,6,125,0,0,6,123,0,0,29.575251,0.983193,0.308217,3.136322,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","2::3","CD003414_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.180486080810075,-0.0234109961860165,-0.856504943185137,0.495532781564986,-0.0419208994522768,-0.00490109291975618,TRUE,FALSE
1,2,"Miscarriage rate per woman","Natural cycle FET versus modified natural cycle FET (HCG trigger)",3,"SUBGROUP_AND_OVERALL","Madani 2019",2019,0,0,0,0,0,120,0,0,3,117,0,0,18.12755,0.135744,0.006935,2.657064,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","2::3","CD003414_pub4_data","significance_only",TRUE,FALSE,TRUE,-0.180486080810075,-0.0234109961860165,-0.856504943185137,0.495532781564986,-0.0419208994522768,-0.00490109291975618,TRUE,FALSE
1,6,"Multiple pregnancy rate per woman","Natural cycle FET versus HT FET",1,"SUBGROUP_AND_OVERALL","Cattoli 1994",1994,0,0,0,0,1,56,0,0,0,44,0,0,4.78995,2.405405,0.095646,60.49334,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","6::1","CD003414_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0664681693954065,0.00509539667654767,-0.511581878200526,0.378645539409713,-0.0134509640040873,0.0236417573571826,TRUE,FALSE
1,6,"Multiple pregnancy rate per woman","Natural cycle FET versus HT FET",1,"SUBGROUP_AND_OVERALL","Madani 2019",2019,0,0,0,0,15,120,0,0,12,113,0,0,95.21005,1.202381,0.536632,2.69406,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","6::1","CD003414_pub4_data","direction_only",FALSE,FALSE,FALSE,-0.0664681693954065,0.00509539667654767,-0.511581878200526,0.378645539409713,-0.0134509640040873,0.0236417573571826,TRUE,FALSE
1,6,"Multiple pregnancy rate per woman","Natural cycle FET versus HT + GnRHa FET",2,"SUBGROUP_AND_OVERALL","Madani 2019",2019,0,0,0,0,15,120,0,0,10,121,0,0,64.277052,1.585714,0.6822,3.685852,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","6::2","CD003414_pub4_data","direction_only",FALSE,FALSE,FALSE,0.0640998192380396,-0.00891276676038844,-0.437438226927827,0.565637865403906,-0.0295251227495109,0.011699589228734,TRUE,FALSE
1,6,"Multiple pregnancy rate per woman","Natural cycle FET versus HT + GnRHa FET",2,"SUBGROUP_AND_OVERALL","Mounce 2015",2015,0,0,0,0,3,80,0,0,5,79,0,0,35.722948,0.576623,0.133047,2.499071,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003414.pub4/full","10.1002/14651858.CD003414.pub4","6::2","CD003414_pub4_data","direction_only",FALSE,FALSE,FALSE,0.0640998192380396,-0.00891276676038844,-0.437438226927827,0.565637865403906,-0.0295251227495109,0.011699589228734,TRUE,FALSE
