"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Adverse events",NA,"SUBGROUP_AND_OVERALL","Kang 1999",NA,NA,NA,NA,NA,0,20,NA,NA,3,20,NA,NA,19.085312,0.142857,0.007854,2.598377,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","1::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.561625473117096,-0.0857054923835867,-1.18225731803673,0.0590063718025354,-0.159748217912471,-0.0116627668547029,TRUE,TRUE
1,1,"Adverse events",NA,"SUBGROUP_AND_OVERALL","Mireskandari 2011",NA,NA,NA,NA,NA,3,30,NA,NA,4,30,NA,NA,80.914688,0.75,0.183325,3.068322,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","1::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.561625473117096,-0.0857054923835867,-1.18225731803673,0.0590063718025354,-0.159748217912471,-0.0116627668547029,TRUE,TRUE
2,1,"Adverse events",NA,"SUBGROUP_AND_OVERALL","Bone 1988",NA,NA,NA,NA,NA,0,20,NA,NA,0,20,NA,NA,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","1::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.561625473117096,-0.0857054923835867,-1.18225731803673,0.0590063718025354,-0.159748217912471,-0.0116627668547029,TRUE,TRUE
2,1,"Adverse events",NA,"SUBGROUP_AND_OVERALL","Kang 1999",NA,NA,NA,NA,NA,0,20,NA,NA,3,20,NA,NA,33.026975,0.142857,0.007854,2.598377,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","1::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.561625473117096,-0.0857054923835867,-1.18225731803673,0.0590063718025354,-0.159748217912471,-0.0116627668547029,TRUE,TRUE
2,1,"Adverse events",NA,"SUBGROUP_AND_OVERALL","Littlejohn 1996",NA,NA,NA,NA,NA,0,19,NA,NA,2,21,NA,NA,31.392222,0.22,0.011226,4.311305,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","1::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.561625473117096,-0.0857054923835867,-1.18225731803673,0.0590063718025354,-0.159748217912471,-0.0116627668547029,TRUE,TRUE
2,1,"Adverse events",NA,"SUBGROUP_AND_OVERALL","Menezes 2002",NA,NA,NA,NA,NA,0,20,NA,NA,9,40,NA,NA,35.580802,0.102757,0.006282,1.680963,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","1::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.561625473117096,-0.0857054923835867,-1.18225731803673,0.0590063718025354,-0.159748217912471,-0.0116627668547029,TRUE,TRUE
3,1,"Pain intensity reported by the child (0 to 2 hours)",NA,"SUBGROUP_AND_OVERALL","Jafari 2016",NA,NA,NA,3.5,1.81,NA,60,4.6,2.06,NA,60,NA,NA,65.915243,-0.56368,-0.928792,-0.198567,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","1::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.561625473117096,-0.0857054923835867,-1.18225731803673,0.0590063718025354,-0.159748217912471,-0.0116627668547029,TRUE,TRUE
3,1,"Pain intensity reported by the child (0 to 2 hours)",NA,"SUBGROUP_AND_OVERALL","Ubale 2016",NA,NA,NA,0.03,0.18,NA,30,0.1,0.4,NA,30,NA,NA,34.084757,-0.222758,-0.730496,0.284979,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","1::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.561625473117096,-0.0857054923835867,-1.18225731803673,0.0590063718025354,-0.159748217912471,-0.0116627668547029,TRUE,TRUE
3,15,"Nausea and/or vomiting",NA,"SUBGROUP_AND_OVERALL","Jafari 2016",NA,NA,NA,NA,NA,4,60,NA,NA,18,60,NA,NA,36.483426,0.222222,0.079923,0.617876,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","15::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-1.12798916991363,-0.223266964784644,-2.34800469289483,0.0920263530675787,-0.395802139661914,-0.0507317899073742,TRUE,TRUE
3,15,"Nausea and/or vomiting",NA,"SUBGROUP_AND_OVERALL","Mireskandari 2011",NA,NA,NA,NA,NA,8,30,NA,NA,9,30,NA,NA,58.612718,0.888889,0.3967,1.991741,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015087.pub2/full","10.1002/14651858.CD015087.pub2","15::overall","CD015087_pub2_data","significance_only",TRUE,FALSE,TRUE,-1.12798916991363,-0.223266964784644,-2.34800469289483,0.0920263530675787,-0.395802139661914,-0.0507317899073742,TRUE,TRUE
