"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,5,"Chronic lung disease (CLD)","Intravenous/oral indomethacin",1,"SUBGROUP_AND_OVERALL","Gersony 1983",1983,0,0,0,0,6,13,0,0,12,28,0,0,25.348294,1.076923,0.520845,2.226696,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","5::1","CD013278_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.530585902745881,-0.10763128515741,-1.09482902922467,0.033657223732908,-0.215092164476891,-0.000170405837928711,FALSE,FALSE
1,5,"Chronic lung disease (CLD)","Intravenous/oral indomethacin",1,"SUBGROUP_AND_OVERALL","Van Overmeire 2001",2001,0,0,0,0,12,64,0,0,17,63,0,0,31.465252,0.694853,0.362024,1.333671,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","5::1","CD013278_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.530585902745881,-0.10763128515741,-1.09482902922467,0.033657223732908,-0.215092164476891,-0.000170405837928711,FALSE,FALSE
1,10,"Intraventricular hemorrhage (IVH; grades I to IV)","Intravenous/oral indomethacin",1,"SUBGROUP_AND_OVERALL","Gersony 1983",1983,0,0,0,0,0,13,0,0,6,28,0,0,12.59448,0.159341,0.009643,2.632981,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","10::1","CD013278_pub3_data","direction_only",FALSE,FALSE,FALSE,0.235473400605826,-0.0377415234807361,-1.03291937740329,1.50386617861494,-0.178358812703157,0.102875765741685,TRUE,TRUE
1,10,"Intraventricular hemorrhage (IVH; grades I to IV)","Intravenous/oral indomethacin",1,"SUBGROUP_AND_OVERALL","Van Overmeire 2001",2001,0,0,0,0,4,64,0,0,1,63,0,0,21.167527,3.9375,0.452496,34.263049,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","10::1","CD013278_pub3_data","direction_only",FALSE,FALSE,FALSE,0.235473400605826,-0.0377415234807361,-1.03291937740329,1.50386617861494,-0.178358812703157,0.102875765741685,TRUE,TRUE
1,12,"Periventricular leukomalacia (PVL; any grade)","Intravenous/oral ibuprofen",2,"SUBGROUP_AND_OVERALL","Ghanem 2010",2010,0,0,0,0,4,33,0,0,5,33,0,0,43.540725,0.8,0.235466,2.718016,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","12::2","CD013278_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0286322569548509,0.00393005002950707,-1.07263172717844,1.01536721326874,-0.0785347542884243,0.0863948543474384,FALSE,FALSE
1,12,"Periventricular leukomalacia (PVL; any grade)","Intravenous/oral ibuprofen",2,"SUBGROUP_AND_OVERALL","Sosenko 2012",2012,0,0,0,0,4,54,0,0,3,51,0,0,31.097354,1.259259,0.296213,5.35336,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","12::2","CD013278_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0286322569548509,0.00393005002950707,-1.07263172717844,1.01536721326874,-0.0785347542884243,0.0863948543474384,FALSE,FALSE
2,5,"Receipt of rescue medical treatment for a hs-PDA","Intravenous/oral indomethacin",1,"SUBGROUP_AND_OVERALL","Kluckow 2014",2014,0,0,0,0,9,44,0,0,19,48,0,0,20.684175,0.516746,0.261932,1.01945,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","5::1","CD013278_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.530585902745881,-0.10763128515741,-1.09482902922467,0.033657223732908,-0.215092164476891,-0.000170405837928711,FALSE,FALSE
2,5,"Receipt of rescue medical treatment for a hs-PDA","Intravenous/oral ibuprofen",3,"SUBGROUP_AND_OVERALL","Gupta 2024",2024,0,0,0,0,14,324,0,0,28,322,0,0,24.624531,0.496914,0.266582,0.926256,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","5::3","CD013278_pub3_data","significance_only",TRUE,TRUE,FALSE,-1.40365107720791,-0.241896352166505,-2.68041687676072,-0.126885277655103,-0.637373328594785,0.153580624261776,FALSE,FALSE
2,5,"Receipt of rescue medical treatment for a hs-PDA","Intravenous/oral ibuprofen",3,"SUBGROUP_AND_OVERALL","Roze 2021",2021,0,0,0,0,20,114,0,0,71,114,0,0,53.41282,0.28169,0.184561,0.429936,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","5::3","CD013278_pub3_data","significance_only",TRUE,TRUE,FALSE,-1.40365107720791,-0.241896352166505,-2.68041687676072,-0.126885277655103,-0.637373328594785,0.153580624261776,FALSE,FALSE
2,10,"Pneumothorax","Intravenous/oral ibuprofen",1,"SUBGROUP_AND_OVERALL","Gupta 2024",2024,0,0,0,0,0,324,0,0,0,322,0,0,NA,NA,NA,NA,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub3/full","10.1002/14651858.CD013278.pub3","10::1","CD013278_pub3_data","direction_only",FALSE,FALSE,FALSE,0.235473400605826,-0.0377415234807361,-1.03291937740329,1.50386617861494,-0.178358812703157,0.102875765741685,TRUE,TRUE
