"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","Blauenfeldt 2023",2023,0,0.295553767026986,0,0,22,436,0,0,27,393,0,0.0873520292038416,11.787432,0.734455,0.425369,1.268131,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","England 2017",2017,0,0,0,0,0,13,0,0,2,13,0,0,0.477379,0.2,0.010525,3.800646,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","England 2019",2019,0,0.931566472107076,0,0,2,31,0,0,6,29,0,0.867816091954023,1.765292,0.311828,0.068331,1.423024,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","Guo 2025",2025,0,0,0,0,35,270,0,0,34,266,0,0,16.718617,1.014161,0.652808,1.575538,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","He 2020",2020,0,0,0,0,1,24,0,0,0,25,0,0,0.416653,3.12,0.133275,73.039718,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","Kerstens 2023",2023,0,0,0,0,3,40,0,0,6,48,0,0,2.3145,0.6,0.160144,2.247978,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","Li 2018",2018,0,0,0,0,0,29,0,0,2,31,0,0,0.461476,0.213333,0.010672,4.264527,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","Li 2020",2020,0,0,0,0,2,24,0,0,4,24,0,0,1.592287,0.5,0.100918,2.477269,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,2,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","unilateral limb",1,"SUBGROUP_AND_OVERALL","Poalelungi 2021",2021,0,0,0,0,1,18,0,0,0,22,0,0,0.419497,3.631579,0.156808,84.105266,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","2::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0595779007413067,-0.00697665309962445,-0.0756661302133858,0.194821931695999,-0.0202111827528762,0.00625787655362732,TRUE,TRUE
2,4,"Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on RIC intervention timing)","acute RIC",1,"SUBGROUP_AND_OVERALL","Blauenfeldt 2023",2023,0,0.295949975887905,0,0,22,377,0,0,27,292,0,0.0875863882280514,13.638841,0.631103,0.367114,1.084924,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012503.pub3/full","10.1002/14651858.CD012503.pub3","4::1","CD012503_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0598548390362853,-0.00827186929862411,-0.0677701041219677,0.187479782194538,-0.0221497473108296,0.00560600871358134,TRUE,TRUE
