"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,5,"Endometrial thickness","Isosorbide mononitrate","SUBGROUP_AND_OVERALL","Abdel 2017",2016,0,0,11.12,2.19,0,60,10.32,1.11,0,60,0,0,0,0.8,0.17875,1.42125,"Intrauterine insemination","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Isosorbide mononitrate","SUBGROUP_AND_OVERALL","El-Berry 2010",2010,0,0,9.46,1.74,0,15,8,2.03,0,15,0,0,0,1.46,0.106962,2.813038,"Induction of ovulation","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Isosorbide mononitrate","SUBGROUP_AND_OVERALL","Mahran 2016",2016,0,0,9.8,1.1,0,60,8.1,1.3,0,30,0,0,0,1.7,1.157901,2.242099,"Induction of ovulation. Results of two intervention groups are combined","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Pentoxifylline","SUBGROUP_AND_OVERALL","El Nashar 2021",2021,0,0,8.95,1.81,0,140,7.93,1.1,0,140,0,0,0,1.02,0.669152,1.370848,"Assisted Reproductive Technology","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Amlodipine","SUBGROUP_AND_OVERALL","Faham 2019",2019,0,0,9.2,2.07,0,30,7.41,2.42,0,30,0,0,0,1.79,0.650448,2.929552,"Induction of ovulation","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Amlodipine","SUBGROUP_AND_OVERALL","Torky 2020",2020,0,0,8.99,2.13,0,62,7,1.54,0,62,0,0,0,1.99,1.335749,2.644251,"Induction of ovulation","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Tadalafil","SUBGROUP_AND_OVERALL","Balduyck 2022",2022,0,0,10.47,2.35,0,20,10,2.01,0,19,0,0,0,0.47,-0.90024,1.84024,"Assisted Reproductive Technology","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Sildenafil","SUBGROUP_AND_OVERALL","Abdel Hamid 2021",2021,0,0,13.4,1.81,0,29,8.22,2.08,0,29,0,0,0,5.18,4.176477,6.183523,"Intrauterine insemination","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Sildenafil","SUBGROUP_AND_OVERALL","Abdullah 2021",2021,0,0,8.9,0.54,0,25,8,0.91,0,25,0,0,0,0.9,0.485209,1.314791,"Intrauterine insemination","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
1,5,"Endometrial thickness","Sildenafil","SUBGROUP_AND_OVERALL","Aboelroose 2020",2020,0,0,10.6,1.4,0,40,10.3,9.8,0,40,0,0,0,0.3,-2.767829,3.367829,"Induction of ovulation","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full","10.1002/14651858.CD010001.pub4","5::overall","CD010001_pub4_data","significance_only",TRUE,TRUE,FALSE,0.452078687711738,0.162490138797606,0.039879660205733,0.864277715217742,-0.0598926681715143,0.384872945766726,TRUE,TRUE
