"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Overall survival (OS)","","SUBGROUP_AND_OVERALL","H10",2012,1.029619,1.164586,0,0,0,183,0,0,0,174,0,1.356260551396,37.897279,2.799999,0.285667,27.444495,"Favourable; de-escalation: 4 x ABVD, Standard: 3 x ABVD + 30 Gy IN-RT; ITT before amendment; 10-year FU","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
1,1,"Overall survival (OS)","","SUBGROUP_AND_OVERALL","HD16",2018,-0.916291,0.663103,0,0,0,314,0,0,0,353,0,0.439705588609,62.102721,0.4,0.10905,1.467216,"De-escalation: 2 x ABVD, Standard: 2 x ABVD + 20 Gy IF-RT; median follow-up 66 months","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
2,1,"Overall survival (OS)","","SUBGROUP_AND_OVERALL","UK NCRI RAPID",2007,-0.673345,0.616316,0,0,0,211,0,0,0,209,0,0.379845411856,100,0.51,0.152392,1.706786,"De-escalation: 4 x ABVD, Standard: 3 x ABVD + 30 Gy IF-RT","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
3,1,"Overall survival (OS)","","SUBGROUP_AND_OVERALL","H10",2012,-0.174353,0.434893,0,0,0,216,0,0,0,206,0,0.188009827201,81.519529,0.84,0.358177,1.969977,"Unfavorable; de-escalation: 6 x ABVD, Standard: 4 x ABVD + 30 Gy IN-RT; 10-year FU","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
3,1,"Overall survival (OS)","","SUBGROUP_AND_OVERALL","HD17",NA,0.256191,0.913391,0,0,0,333,0,0,0,318,0,0.834283118881,18.480471,1.291999,0.215666,7.740021,"De-escalation: 2 x BEACOPPescalated, 2 x of ABVD, Standard: 2 x BEACOPPescalated, 2 x of ABVD, + 30 Gy IF-RT","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
4,1,"Overall survival","","SUBGROUP_AND_OVERALL","AHL2011",2011,-0.223144,0.478142,0,0,0,346,0,0,0,349,0,0.228619772164,21.365132,0.8,0.313397,2.042138,"De-escalation: 2 cycles BEACOPPescalated, 4 cycles ABVD; Standard: 6 cycles BEACOPPescalated; HR calculated based on Tierney 2007, method 7","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
4,1,"Overall survival","","SUBGROUP_AND_OVERALL","HD18",2008,-0.941609,0.36028,0,0,0,501,0,0,0,504,0,0.1298016784,31.704039,0.39,0.192484,0.790197,"De-escalation: 4 cycles BEACOPPescalated; Standard: 8 or 6 cycles of BEACOPPescalated","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
4,1,"Overall survival","","SUBGROUP_AND_OVERALL","RATHL",2008,-0.174353,0.252085,0,0,0,464,0,0,0,469,0,0.063546847225,46.930829,0.84,0.512512,1.376748,"De-escalation: 2 cycles ABVD, 4 cycles AVD; Standard: 6 cycles ABVD; 7-year FU","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
5,1,"Overall survival","","SUBGROUP_AND_OVERALL","HD0607",NA,-0.462035,0.902312,0,0,0,148,0,0,0,148,0,0.814166945344,100,0.63,0.107471,3.693092,"De-escalation: 6 x ABVD, Standard: 6 x ABVD + 30 Gy RT, LNM at baseline and PET-2 and PET-6 negative; data provided by the primary study authors","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
5,1,"Overall survival","","SUBGROUP_AND_OVERALL","HD0801",2008,0,0,0,0,0,58,0,0,0,58,0,0,NA,NA,NA,NA,"De-escalation: 6 x ABVD, Standard: 6 x ABVD + 30 Gy RT, bulky mass at baseline and PET-2 and PET-6 negative; only one participant died up to data cutoff","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full","10.1002/14651858.CD010533.pub3","1::overall","CD010533_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0222034949929907,0.023314612466805,-0.811256838375917,0.766849848389935,-0.247932409552122,0.294561634485732,TRUE,TRUE
