"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,3,"Bradycardia (heart rate < 100 beats per minute) during the intervention","","SUBGROUP_AND_OVERALL","Gallup 2022",2022,0,0,0,0,1,51,0,0,1,42,0,0,15.454545,0.823529,0.053093,12.773854,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","3::overall","CD008309_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0478374859738786,0.0209645704971793,-0.440125289519186,0.344450317571429,-0.00798515414753002,0.0499142951418886,TRUE,TRUE
1,3,"Bradycardia (heart rate < 100 beats per minute) during the intervention","","SUBGROUP_AND_OVERALL","Gharehbaghi 2018",2018,0,0,0,0,0,25,0,0,0,25,0,0,NA,NA,NA,NA,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","3::overall","CD008309_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0478374859738786,0.0209645704971793,-0.440125289519186,0.344450317571429,-0.00798515414753002,0.0499142951418886,TRUE,TRUE
1,3,"Bradycardia (heart rate < 100 beats per minute) during the intervention","","SUBGROUP_AND_OVERALL","Pinheiro 2016",2016,0,0,0,0,2,30,0,0,6,30,0,0,84.545455,0.333333,0.073037,1.521306,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","3::overall","CD008309_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0478374859738786,0.0209645704971793,-0.440125289519186,0.344450317571429,-0.00798515414753002,0.0499142951418886,TRUE,TRUE
1,12,"Pulmonary air leak, any (during first hospitalisation)","","SUBGROUP_AND_OVERALL","Amini 2019",2019,0,0,0,0,2,30,0,0,0,30,0,0,5.008078,5,0.250115,99.954163,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","12::overall","CD008309_pub3_data","significance_only",TRUE,FALSE,TRUE,0.459389089844862,0.0605206480591759,-0.247132262997881,1.1659104426876,0.0062384213728997,0.114802874745452,TRUE,TRUE
1,12,"Pulmonary air leak, any (during first hospitalisation)","","SUBGROUP_AND_OVERALL","Gallup 2022",2022,0,0,0,0,6,51,0,0,5,42,0,0,54.927302,0.988235,0.324272,3.011696,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","12::overall","CD008309_pub3_data","significance_only",TRUE,FALSE,TRUE,0.459389089844862,0.0605206480591759,-0.247132262997881,1.1659104426876,0.0062384213728997,0.114802874745452,TRUE,TRUE
1,12,"Pulmonary air leak, any (during first hospitalisation)","","SUBGROUP_AND_OVERALL","Gharehbaghi 2018",2018,0,0,0,0,0,25,0,0,0,25,0,0,NA,NA,NA,NA,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","12::overall","CD008309_pub3_data","significance_only",TRUE,FALSE,TRUE,0.459389089844862,0.0605206480591759,-0.247132262997881,1.1659104426876,0.0062384213728997,0.114802874745452,TRUE,TRUE
1,12,"Pulmonary air leak, any (during first hospitalisation)","","SUBGROUP_AND_OVERALL","Pinheiro 2016",2016,0,0,0,0,6,30,0,0,4,30,0,0,40.06462,1.5,0.47045,4.782653,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","12::overall","CD008309_pub3_data","significance_only",TRUE,FALSE,TRUE,0.459389089844862,0.0605206480591759,-0.247132262997881,1.1659104426876,0.0062384213728997,0.114802874745452,TRUE,TRUE
1,12,"Pulmonary air leak, any (during first hospitalisation)","","SUBGROUP_AND_OVERALL","Sadeghnia 2014",2014,0,0,0,0,0,35,0,0,0,35,0,0,NA,NA,NA,NA,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","12::overall","CD008309_pub3_data","significance_only",TRUE,FALSE,TRUE,0.459389089844862,0.0605206480591759,-0.247132262997881,1.1659104426876,0.0062384213728997,0.114802874745452,TRUE,TRUE
1,15,"BPD (clinical definition) among survivors to 36 weeks' PMA","","SUBGROUP_AND_OVERALL","Amini 2019",2019,0,0,0,0,4,30,0,0,2,30,0,0,32.413793,2,0.395724,10.108042,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","15::overall","CD008309_pub3_data","direction_only",FALSE,FALSE,FALSE,0.247459313573719,-0.00119395812295877,-0.806635654694913,1.30155428184235,-0.0609469025973489,0.0585589863514314,TRUE,TRUE
1,15,"BPD (clinical definition) among survivors to 36 weeks' PMA","","SUBGROUP_AND_OVERALL","Gallup 2022",2022,0,0,0,0,1,51,0,0,2,43,0,0,35.172414,0.421569,0.03957,4.491277,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full","10.1002/14651858.CD008309.pub3","15::overall","CD008309_pub3_data","direction_only",FALSE,FALSE,FALSE,0.247459313573719,-0.00119395812295877,-0.806635654694913,1.30155428184235,-0.0609469025973489,0.0585589863514314,TRUE,TRUE
