"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Total mortality","","SUBGROUP_AND_OVERALL","AASK 2002",2002,0,0.196757710039219,0,0,39,438,0,0,57,457,0,0.0387135964598775,21.068243,0.713891,0.485458,1.049814,NA,"Low risk","<p>Computer-based randomization</p>","Some concerns","<p>open trial</p>","Low risk","<p>No significant differences between groups</p>","Some concerns","<p>Interim visits will occur as frequently as necessary in between scheduled protocol follow-up visits. They may be for measurements for evaluation of protocol safety issues (e.g. Action Items, laboratory tests) or held electively. These visits will help ensure that participant's assigned MAP goals are achieved or maintained by adjustment of antihypertensive agents. This is a matter of concern for being an open trial.</p>","Low risk","<p>The database shows all required results</p>","Some concerns","<p>there were some concerns in two domains</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","1::overall","CD008564_pub3_data","significance_only",TRUE,TRUE,FALSE,-0.105786796978427,-0.00545398389372223,-0.196432230277643,-0.0151413636792118,-0.0112587100102629,0.000350742222818415,FALSE,FALSE
1,1,"Total mortality","","SUBGROUP_AND_OVERALL","ACCORD BP 2010",2010,0,0.280229512669197,0,0,26,207,0,0,20,196,0,0.0785285797708158,7.758856,1.230918,0.710718,2.131871,NA,"Low risk","<p>An internet-based, web browser randomization procedure was employed.</p>","Some concerns","<p>This is an unmasked open trial.</p>","Low risk","<p>No signifficant imbalance between groups.</p>","Low risk","<p>ACCORD utilized a centralized adjudication process for all deaths, and hospitalizations for myocardial infarction and strokes. Upon identification of a potential outcome, clinical site staff obtained medical records (if the outcome was a hospitalization) or details regarding the case (if the case was an out-of-hospital death). Personal identifiers and information that may have alerted adjudicators to treatment assignment (e.g. A1C values) were masked by the clinical site and the medical records sent to the Coordinating Center. At the Coordinating Center, the case was assigned to two reviewers who completed their adjudication independently.</p>","Low risk","<p>individual-patient data available</p>","Some concerns","<p>there is some concerns in one domain</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","1::overall","CD008564_pub3_data","significance_only",TRUE,TRUE,FALSE,-0.105786796978427,-0.00545398389372223,-0.196432230277643,-0.0151413636792118,-0.0112587100102629,0.000350742222818415,FALSE,FALSE
1,1,"Total mortality","","SUBGROUP_AND_OVERALL","HOT 1998",1998,0,0.19571410259073,0,0,39,744,0,0,68,1431,0,0.0383040099528947,17.568107,1.103119,0.751675,1.61888,NA,"Low risk","<p>The randomisation to target diastolic blood pressure group and to low·dose ASA or placebo, respectively, will be performed centrally. The randomisation procedure is a version of the Pocock-Simon randomisation (Pocock SJ, 1975).</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>No significant differences among targets have been detected.&nbsp;</p>","Low risk","<p>The study is a prospective, randomised, open trial with blinded clinical events evaluation (PROBE) regarding the relationship between target blood pressure and cardiovascular morbidity and mortality.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There were some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","1::overall","CD008564_pub3_data","significance_only",TRUE,TRUE,FALSE,-0.105786796978427,-0.00545398389372223,-0.196432230277643,-0.0151413636792118,-0.0112587100102629,0.000350742222818415,FALSE,FALSE
1,1,"Total mortality","","SUBGROUP_AND_OVERALL","MDRD 1994",1994,0,0.341559330456071,0,0,20,432,0,0,14,408,0,0.1166627762216,5.437946,1.349206,0.690784,2.635204,NA,"Low risk","<p>The randomization schedules will be prepared by the Data Coordinating Center prior to the start of patient recruitment. Allocation to treatment groups will be equal. The specific allocation procedure will be a stratified block randomization procedure. The size of each block will be determined in a random fashion. The randomization process will be centrally administered. All randomization schedules will remain confidential and known only by members of the Data Coordinating Center staff.&nbsp;</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>Eleven of the 585 patients in study 1 (1.9 percent) and 3 of the 255 in study 2 (1.2 percent) were lost to follow-up.</p>","High risk","<p>Blood pressure was measured monthly, and when necessary, adjustments in therapy were made monthly or more often. No information is provided for Q4.2, Q4.3, Q4.4 and Q4.5.</p>","Low risk","<p>The database shows all required results.</p>","High risk","<p>There is some concern in one domain and high concern in another one.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","1::overall","CD008564_pub3_data","significance_only",TRUE,TRUE,FALSE,-0.105786796978427,-0.00545398389372223,-0.196432230277643,-0.0151413636792118,-0.0112587100102629,0.000350742222818415,FALSE,FALSE
1,1,"Total mortality","","SUBGROUP_AND_OVERALL","SPRINT 2015",2015,0,0.151991271918982,0,0,71,1332,0,0,95,1318,0,0.02310134673955,36.064868,0.739513,0.548998,0.996142,NA,"Low risk","<p>SPRINT will use an internet-based, web browser randomization procedure.&nbsp;</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>No significant differences between groups.</p>","Low risk","<p>Participants and study personnel were aware of the study-group assignments, but outcome adjudicators were not.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There were some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","1::overall","CD008564_pub3_data","significance_only",TRUE,TRUE,FALSE,-0.105786796978427,-0.00545398389372223,-0.196432230277643,-0.0151413636792118,-0.0112587100102629,0.000350742222818415,FALSE,FALSE
1,1,"Total mortality","","SUBGROUP_AND_OVERALL","SPS3 2013",2013,0,0.230448681493227,0,0,32,199,0,0,31,186,0,0.0531065948019668,12.10198,0.964824,0.614172,1.515676,NA,"Low risk","<p>The schedule was computer generated with a permuted-block design (variable block size). Treatment assignments were stored electronically on the study servers at the SPS3 statistical centre, University of Alabama at Birmingham, AL, USA, as well as locally for each study site on an SPS3-designated computer. Upon patients’ eligibility being established, study coordinators ransomised patients via their data entry systems.</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>No significant differences between groups.</p>","Low risk","<p>Nine categories of events during follow up will require scrupulous standardized documentation and validation for correlation with the randomized interventions. All possible clinical stroke events (including suspected TIAs and syncopal spells of unclear cause) will be referred for blinded assessment by a board-certified neurologist. A standardized interview questionnaire to detect symptoms of TIA and stroke will be administered to all patients by the research coordinator at every quarterly follow up. Completed forms plus pertinent medical information (i.e. copies of medical records, reports of MRI, CT scans, etc. blinded to patient identification) will be reviewed by the Events Committee.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There were some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","1::overall","CD008564_pub3_data","significance_only",TRUE,TRUE,FALSE,-0.105786796978427,-0.00545398389372223,-0.196432230277643,-0.0151413636792118,-0.0112587100102629,0.000350742222818415,FALSE,FALSE
1,4,"Cardiovascular mortality","","SUBGROUP_AND_OVERALL","AASK 2002",2002,0,0.244569878471253,0,0,28,438,0,0,35,457,0,0.0598144254554434,27.914146,0.834703,0.516837,1.348063,NA,"Low risk","<p>Computer-based randomization</p>","Some concerns","<p>open trial</p>","Low risk","<p>No significant differences between groups</p>","Some concerns","<p>Interim visits will occur as frequently as necessary in between scheduled protocol follow-up visits. They may be for measurements for evaluation of protocol safety issues (e.g. Action Items, laboratory tests) or held electively. These visits will help ensure that participant's assigned MAP goals are achieved or maintained by adjustment of antihypertensive agents. This is a matter of concern for being an open trial.</p>","Low risk","<p>The database shows all required results</p>","Some concerns","<p>there were some concerns in two domains</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","4::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.103491548743915,-0.00309463624300183,-0.215056321709806,0.00807322422197483,-0.00604688059899377,-0.000142391887009882,TRUE,FALSE
1,4,"Cardiovascular mortality","","SUBGROUP_AND_OVERALL","ACCORD BP 2010",2010,0,0.4382775870718,0,0,11,207,0,0,9,196,0,0.192087243329479,7.533782,1.157273,0.4902,2.732112,NA,"Low risk","<p>An internet-based, web browser randomization procedure was employed.</p>","Some concerns","<p>This is an unmasked open trial.</p>","Low risk","<p>No signifficant imbalance between groups.</p>","Low risk","<p>ACCORD utilized a centralized adjudication process for all deaths, and hospitalizations for myocardial infarction and strokes. Upon identification of a potential outcome, clinical site staff obtained medical records (if the outcome was a hospitalization) or details regarding the case (if the case was an out-of-hospital death). Personal identifiers and information that may have alerted adjudicators to treatment assignment (e.g. A1C values) were masked by the clinical site and the medical records sent to the Coordinating Center. At the Coordinating Center, the case was assigned to two reviewers who completed their adjudication independently.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There is some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","4::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.103491548743915,-0.00309463624300183,-0.215056321709806,0.00807322422197483,-0.00604688059899377,-0.000142391887009882,TRUE,FALSE
1,4,"Cardiovascular mortality","","SUBGROUP_AND_OVERALL","HOT 1998",1998,0,0.26155620316382,0,0,22,744,0,0,40,1431,0,0.0684116474134733,22.298666,1.057863,0.633567,1.766308,NA,"Low risk","<p>The randomisation to target diastolic blood pressure group and to low·dose ASA or placebo, respectively, will be performed centrally. The randomisation procedure is a version of the Pocock-Simon randomisation (Pocock SJ, 1975).</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>No significant differences among targets have been detected.&nbsp;</p>","Low risk","<p>The study is a prospective, randomised, open trial with blinded clinical events evaluation (PROBE) regarding the relationship between target blood pressure and cardiovascular morbidity and mortality.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There were some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","4::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.103491548743915,-0.00309463624300183,-0.215056321709806,0.00807322422197483,-0.00604688059899377,-0.000142391887009882,TRUE,FALSE
1,4,"Cardiovascular mortality","","SUBGROUP_AND_OVERALL","MDRD 1994",1994,0,0.451184594291917,0,0,12,432,0,0,8,408,0,0.203567538126362,6.705014,1.416667,0.585085,3.430178,NA,"Low risk","<p>The randomization schedules will be prepared by the Data Coordinating Center prior to the start of patient recruitment. Allocation to treatment groups will be equal. The specific allocation procedure will be a stratified block randomization procedure. The size of each block will be determined in a random fashion. The randomization process will be centrally administered. All randomization schedules will remain confidential and known only by members of the Data Coordinating Center staff.&nbsp;</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>Eleven of the 585 patients in study 1 (1.9 percent) and 3 of the 255 in study 2 (1.2 percent) were lost to follow-up.</p>","High risk","<p>Blood pressure was measured monthly, and when necessary, adjustments in therapy were made monthly or more often. No information is provided for Q4.2 and Q4.3.</p>","Low risk","<p>The database shows all required results.</p>","High risk","<p>There is some concern in one domain and high concern in another one.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","4::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.103491548743915,-0.00309463624300183,-0.215056321709806,0.00807322422197483,-0.00604688059899377,-0.000142391887009882,TRUE,FALSE
1,4,"Cardiovascular mortality","","SUBGROUP_AND_OVERALL","SPRINT 2015",2015,0,0.297537960744622,0,0,18,1332,0,0,29,1318,0,0.088528838084068,23.755357,0.614166,0.342784,1.1004,NA,"Low risk","<p>SPRINT will use an internet-based, web browser randomization procedure.&nbsp;</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>No significant differences between groups.</p>","Low risk","<p>Participants and study personnel were aware of the study-group assignments, but outcome adjudicators were not.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There were some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","4::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.103491548743915,-0.00309463624300183,-0.215056321709806,0.00807322422197483,-0.00604688059899377,-0.000142391887009882,TRUE,FALSE
1,4,"Cardiovascular mortality","","SUBGROUP_AND_OVERALL","SPS3 2013",2013,0,0.371416449066928,0,0,13,199,0,0,14,186,0,0.137950178637486,11.793035,0.867911,0.419107,1.79732,NA,"Low risk","<p>The schedule was computer generated with a permuted-block design (variable block size). Treatment assignments were stored electronically on the study servers at the SPS3 statistical centre, University of Alabama at Birmingham, AL, USA, as well as locally for each study site on an SPS3-designated computer. Upon patients’ eligibility being established, study coordinators ransomised patients via their data entry systems.</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>No significant differences between groups.</p>","Low risk","<p>Nine categories of events during follow up will require scrupulous standardized documentation and validation for correlation with the randomized interventions. All possible clinical stroke events (including suspected TIAs and syncopal spells of unclear cause) will be referred for blinded assessment by a board-certified neurologist. A standardized interview questionnaire to detect symptoms of TIA and stroke will be administered to all patients by the research coordinator at every quarterly follow up. Completed forms plus pertinent medical information (i.e. copies of medical records, reports of MRI, CT scans, etc. blinded to patient identification) will be reviewed by the Events Committee.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There were some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","4::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.103491548743915,-0.00309463624300183,-0.215056321709806,0.00807322422197483,-0.00604688059899377,-0.000142391887009882,TRUE,FALSE
1,5,"Progression to end-stage renal disease ","","SUBGROUP_AND_OVERALL","AASK 2002",2002,0,0.139650625343458,0,0,81,438,0,0,86,457,0,0.0195022971588189,36.600392,0.982717,0.747408,1.29211,NA,"Low risk","<p>Computer-based randomization</p>","Some concerns","<p>open trial</p>","Low risk","<p>No significant differences between groups</p>","Some concerns","<p>Interim visits will occur as frequently as necessary in between scheduled protocol follow-up visits. They may be for measurements for evaluation of protocol safety issues (e.g. Action Items, laboratory tests) or held electively. These visits will help ensure that participant's assigned MAP goals are achieved or maintained by adjustment of antihypertensive agents. This is a matter of concern for being an open trial.</p>","Low risk","<p>The database shows all required results</p>","Some concerns","<p>there were some concerns in two domains</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","5::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.0709223555153477,-0.0035532583286281,-0.159095402126999,0.0172506910963032,-0.00623464985531079,-0.0008718668019454,TRUE,FALSE
1,5,"Progression to end-stage renal disease ","","SUBGROUP_AND_OVERALL","ACCORD BP 2010",2010,0,0.458090887367886,0,0,7,207,0,0,13,196,0,0.209847261089497,5.806907,0.509848,0.207736,1.251319,NA,"Low risk","<p>An internet-based, web browser randomization procedure was employed.</p>","Some concerns","<p>This is an unmasked open trial.</p>","Low risk","<p>No signifficant imbalance between groups.</p>","Low risk","<p>ACCORD utilized a centralized adjudication process for all deaths, and hospitalizations for myocardial infarction and strokes. Upon identification of a potential outcome, clinical site staff obtained medical records (if the outcome was a hospitalization) or details regarding the case (if the case was an out-of-hospital death). Personal identifiers and information that may have alerted adjudicators to treatment assignment (e.g. A1C values) were masked by the clinical site and the medical records sent to the Coordinating Center. At the Coordinating Center, the case was assigned to two reviewers who completed their adjudication independently.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There is some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","5::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.0709223555153477,-0.0035532583286281,-0.159095402126999,0.0172506910963032,-0.00623464985531079,-0.0008718668019454,TRUE,FALSE
1,5,"Progression to end-stage renal disease ","","SUBGROUP_AND_OVERALL","MDRD 1994",1994,0,0.108176163116457,0,0,124,432,0,0,119,408,0,0.0117020822665983,53.221563,0.984127,0.796107,1.216553,NA,"Low risk","<p>The randomization schedules will be prepared by the Data Coordinating Center prior to the start of patient recruitment. Allocation to treatment groups will be equal. The specific allocation procedure will be a stratified block randomization procedure. The size of each block will be determined in a random fashion. The randomization process will be centrally administered. All randomization schedules will remain confidential and known only by members of the Data Coordinating Center staff.&nbsp;</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>Eleven of the 585 patients in study 1 (1.9 percent) and 3 of the 255 in study 2 (1.2 percent) were lost to follow-up.</p>","High risk","<p>Blood pressure was measured monthly, and when necessary, adjustments in therapy were made monthly or more often. No information is provided for Q4.2 and Q4.3.</p>","Low risk","<p>The database shows all required results.</p>","High risk","<p>There is some concern in one domain and high concern in another one.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","5::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.0709223555153477,-0.0035532583286281,-0.159095402126999,0.0172506910963032,-0.00623464985531079,-0.0008718668019454,TRUE,FALSE
1,5,"Progression to end-stage renal disease ","","SUBGROUP_AND_OVERALL","SPRINT 2015",2015,0,0.514934161397833,0,0,6,1332,0,0,10,1318,0,0.265157190574489,4.371138,0.593694,0.216396,1.628828,NA,"Low risk","<p>SPRINT will use an internet-based, web browser randomization procedure.&nbsp;</p>","Some concerns","<p>Open trial.</p>","Low risk","<p>No significant differences between groups.</p>","Low risk","<p>Participants and study personnel were aware of the study-group assignments, but outcome adjudicators were not.</p>","Low risk","<p>Individual-patient data available.</p>","Some concerns","<p>There were some concerns in one domain.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","5::overall","CD008564_pub3_data","significance_only",TRUE,FALSE,TRUE,-0.0709223555153477,-0.0035532583286281,-0.159095402126999,0.0172506910963032,-0.00623464985531079,-0.0008718668019454,TRUE,FALSE
1,7,"Doubling of serum creatinine level or 50% reduction in GFR at the end of study","","SUBGROUP_AND_OVERALL","AASK 2002",2002,0,0.328100477431748,0,0,22,438,0,0,15,457,0,0.107649923290941,12.025753,1.530289,0.80444,2.911073,NA,"Low risk","<p>Computer-based randomization</p>","Some concerns","<p>open trial</p>","Low risk","<p>No significant differences between groups</p>","Some concerns","<p>Interim visits will occur as frequently as necessary in between scheduled protocol follow-up visits. They may be for measurements for evaluation of protocol safety issues (e.g. Action Items, laboratory tests) or held electively. These visits will help ensure that participant's assigned MAP goals are achieved or maintained by adjustment of antihypertensive agents. This is a matter of concern for being an open trial.</p>","Low risk","<p>The database shows all required results</p>","Some concerns","<p>there were some concerns in two domains</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full","10.1002/14651858.CD008564.pub3","7::overall","CD008564_pub3_data","direction_only",FALSE,FALSE,FALSE,0.0882666963133817,-0.000730799403602747,-0.382929837575328,0.559463230202091,-0.00635330688823517,0.00489170808102967,FALSE,FALSE
