"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,2,"Live birth (or ongoing pregnancy) – all studies",NA,"SUBGROUP_AND_OVERALL","Allahveisi 2020",2020,0,0,0,0,6,25,0,0,7,25,0,0,16.289751,0.81203,0.228789,2.882096,NA,"High risk","<p>&quot;The participants were divided into two groups using simple (1:1) randomization. The patients were randomly assigned the numbers one to fifty and those with an even number were assigned to the control group and those with an odd number were assigned to the treatment group&quot;. Although the patients were randomly assigned the numbers, their assignment to the group was not completely random. The investigators might have decided which numbers (odd or even) to assign to each group (control or treatment). In addition, no method for the concealment of the allocated numbers is described.</p>","Some concerns","<p>Though the authors did not provide extensive information on the interventions, we assume that this sham intervention assisted in the blinding of the participants. If such measures had been taken, they could have prevented the carers from being aware of the participants' assigned intervention.</p>","High risk","<p>Although the trial authors analyzed all the outcomes on an intention-to-treat basis, they did not provide data on the follow-up of the participants. Therefore, we are not aware of whether there is missing data on participants. </p>","Low risk","<p>Live birth was defined and measured properly.</p>","Some concerns","<p>We have some concerns since there is no prespecified analysis plan for the outcome. However, the numerical result has likely not been influenced by multiple eligible measurements or analyses.</p>","High risk","<p>The study is judged at a high risk of bias for the outcome of live birth since two domains were judged at a high risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","2::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.598851159303747,0.0978920487185856,-0.00162691425180417,1.1993292328593,0.00552687181196723,0.190257225625204,FALSE,FALSE
1,2,"Live birth (or ongoing pregnancy) – all studies",NA,"SUBGROUP_AND_OVERALL","Bakhsh 2022",2022,0,0,0,0,6,50,0,0,3,50,0,0,14.107569,2.136364,0.503336,9.067606,NA,"Some concerns","<p>We have some concerns considering that there is no information on either the allocation sequence generation or the allocation concealment except for the term &quot;randomized&quot;.</p>","Some concerns","<p>We have some concerns considering that the carers were most likely aware of the participants' assigned intervention and that we found a minor deviation from the protocol regarding the centrifugation of blood for the preparation of PRP, yet with an unlikely effect on the outcome.</p>","Low risk","<p>The authors reported that all patients were followed up and that there were no missing data on the pregnancy outcomes.</p>","Low risk","<p>The outcome was defined properly </p>","High risk","<p>Studying the ongoing pregnancy rates of the groups was not an intention of the authors at the protocol stage, since its measurement was not specified a priori. Since the outcome is not properly defined, the numerical results could have been affected if the women of the two groups were monitored for ongoing pregnancy at different time points.</p>","High risk","<p>Regarding the outcome of Live birth the study was judged at a high risk of bias since one domain was judged at a high risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","2::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.598851159303747,0.0978920487185856,-0.00162691425180417,1.1993292328593,0.00552687181196723,0.190257225625204,FALSE,FALSE
1,2,"Live birth (or ongoing pregnancy) – all studies",NA,"SUBGROUP_AND_OVERALL","Baybordi 2022",2022,0,0,0,0,9,48,0,0,8,46,0,0,19.364547,1.096154,0.382838,3.138543,NA,"Low risk","<p>The allocation sequence generation and concealment are properly described.</p>","Low risk","<p>Although the participants and their carers might have been aware of the assigned interventions, we observed no deviations from the interventions that had been intended at the protocol stage. The outcomes were also analyzed on an intention-to-treat basis.</p>","Low risk","<p>As per the CONSORT flow diagram of the study, there seems to have been no loss to follow-up and, therefore, no missing outcome data.</p>","Low risk","<p>Due to the nature and definition of the outcome, it is unlikely that this was ascertained in a different way between the two groups. The outcome assessors were also blinded to the interventions received by study participants as the participants were coded.</p>","Low risk","<p>Live birth was intented to be investigated and was defined in the same way at protocol stage.</p>","Low risk","<p>All domains were judged as of low risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","2::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.598851159303747,0.0978920487185856,-0.00162691425180417,1.1993292328593,0.00552687181196723,0.190257225625204,FALSE,FALSE
1,2,"Live birth (or ongoing pregnancy) – all studies",NA,"SUBGROUP_AND_OVERALL","Safdarian 2022",2022,0,0,0,0,29,60,0,0,15,60,0,0,23.990553,2.806452,1.295266,6.080734,NA,"Some concerns","<p>The lack of allocation concealment primarily led to a judgment of &quot;some concerns&quot;.</p>","Some concerns","<p>We have some concerns considering that the authors likely provided no description of the intended interventions at the protocol stage.</p>","Low risk","<p>The authors reported that all patients were followed up and that there were no missing data on the pregnancy outcomes.</p>","Low risk","<p>Ongoing pregnancy was defined and (likely) measured properly.</p>","Some concerns","<p>We have some concerns since there is no prespecified analysis plan for the outcome. However, the numerical result has likely not been influenced by multiple eligible measurements or analyses.</p>","High risk","<p>The study is judged at a high risk of bias for the outcome of ongoing pregnancy since three domains were judged as of &quot;some concerns&quot;.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","2::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.598851159303747,0.0978920487185856,-0.00162691425180417,1.1993292328593,0.00552687181196723,0.190257225625204,FALSE,FALSE
1,2,"Live birth (or ongoing pregnancy) – all studies",NA,"SUBGROUP_AND_OVERALL","Zamaniyan 2021",2021,0,0,0,0,28,60,0,0,7,60,0,0,21.197111,6.625,2.594949,16.913871,NA,"Low risk","<p>Probably proper randomization and allocation concealment.</p>","Some concerns","<p>The intrauterine injection of PRP was compared to the insertion of the catheter without injection or any further mechanical action. Although the interventions were not thoroughly described at the protocol stage, we found no significant deviations from the initially intended interventions. However, it seems that the protocol was registered retrospectively; so there is no actual information on the intended interventions.</p>","High risk","<p>The authors excluded participants after their random allocation for reasons such as ineligible age or BMI. These participants should have been excluded before the initial enrollment to the study. There is no analysis accounting for the potential bias that may have arisen from the missing data. We found unexpected reasons for exclusion after randomization. Many more patients were excluded/lost to follow-up from the control group.</p>","Low risk","<p>The outcome of ongoing pregnancy was defined and likely measured properly.</p>","Some concerns","<p>Studying the ongoing pregnancy rates of the groups was not an intention of the authors at the protocol stage, since its measurement was not specified a priori.</p>","High risk","<p>The study is judged at a high risk of bias for the outcome of ongoing pregnancy, since at least one domain was judged at a high risk of bias.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","2::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.598851159303747,0.0978920487185856,-0.00162691425180417,1.1993292328593,0.00552687181196723,0.190257225625204,FALSE,FALSE
1,2,"Live birth (or ongoing pregnancy) – all studies",NA,"SUBGROUP_AND_OVERALL","Zargar 2021",2021,0,0,0,0,5,40,0,0,0,40,0,0,5.050468,12.549296,0.670149,234.99955,NA,"Some concerns","<p>The lack of allocation concealment primarily led to a judgment of &quot;some concerns&quot;.</p>","Some concerns","<p>The participants and their physicians were aware of the interventions. However, we found no deviations from the initially intended interventions, and all outcomes were analyzed on an intention-to-treat basis.</p>","Low risk","<p>Live birth was defined and measured properly</p>","Low risk","<p>Live birth was defined and measured properly.</p>","Some concerns","<p>We have some concerns since there was no intention to study this outcome. However, the numerical result has likely not been influenced by multiple eligible measurements or analyses.</p>","High risk","<p>The study is judged at a high risk of bias for the outcome of live birth since three domains were evaluated as of some concerns.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","2::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.598851159303747,0.0978920487185856,-0.00162691425180417,1.1993292328593,0.00552687181196723,0.190257225625204,FALSE,FALSE
1,4,"Live birth (or ongoing pregnancy) – sensitivity analysis (live birth only)",NA,"SUBGROUP_AND_OVERALL","Alhalabi 2019",2019,0,0,0,0,6,25,0,0,7,25,0,0,39.836454,0.81203,0.228789,2.882096,NA,"Some concerns","<p>We have some concerns considering that no information was available on either the allocation sequence generation or concealment and the baseline characteristics of the two groups.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","4::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.205093832704241,0.0632541601429094,-0.343575280137031,0.753762945545512,0.00144921703225419,0.125059103253565,FALSE,FALSE
1,4,"Live birth (or ongoing pregnancy) – sensitivity analysis (live birth only)",NA,"SUBGROUP_AND_OVERALL","Baybordi 2022",2022,0,0,0,0,9,48,0,0,8,46,0,0,49.502639,1.096154,0.382838,3.138543,NA,"Low risk","<p>The allocation sequence generation and concealment are properly described.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","4::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.205093832704241,0.0632541601429094,-0.343575280137031,0.753762945545512,0.00144921703225419,0.125059103253565,FALSE,FALSE
1,4,"Live birth (or ongoing pregnancy) – sensitivity analysis (live birth only)",NA,"SUBGROUP_AND_OVERALL","Zargar 2021",2021,0,0,0,0,5,40,0,0,0,40,0,0,10.660907,12.549296,0.670149,234.99955,NA,"Some concerns","<p>The lack of allocation concealment primarily led to a judgment of &quot;some concerns&quot;.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","4::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.205093832704241,0.0632541601429094,-0.343575280137031,0.753762945545512,0.00144921703225419,0.125059103253565,FALSE,FALSE
2,2,"Live birth – sensitivity analysis (risk ratio)",NA,"SUBGROUP_AND_OVERALL","Selvaraj 2019",2019,0,0,0,0,19,56,0,0,28,76,0,0,100,0.920918,0.575984,1.47242,NA,"High risk","<p>No information on the allocation sequence generation or concealment. Fifty-six patients were allocated to the PRP while 76 were allocated to the G-CSF group. That is far from the probably intended 1:1 allocation ratio.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013875.pub2/full","10.1002/14651858.CD013875.pub2","2::overall","CD013875_pub2_data","significance_only",TRUE,FALSE,TRUE,0.598851159303747,0.0978920487185856,-0.00162691425180417,1.1993292328593,0.00552687181196723,0.190257225625204,FALSE,FALSE
