"Analysis.group","Analysis.number","Analysis.name","Subgroup","Subgroup.number","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,11,"Comparison 1: Anterior vs posterior, Outcome 11: Mortality, late (≥ 24 months, categorical data)","",NA,"SUBGROUP_AND_OVERALL","Baba 2013","2013",NA,NA,NA,NA,2,40,NA,NA,1,41,NA,NA,100,2.05,0.193444,21.724598,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","11::overall","CD016031_data","direction_only",FALSE,FALSE,FALSE,0.123841430176046,-0.00335272259729572,-0.827920242040741,1.07560310239283,-0.0476089912259368,0.0409035460313454,TRUE,FALSE
1,13,"Comparison 1: Anterior vs posterior, Outcome 13: Pain, intermediate (4-24 months, categorical data)","",NA,"SUBGROUP_AND_OVERALL","Gang 2018","2018",NA,NA,NA,NA,26,34,NA,NA,20,31,NA,NA,100,1.185294,0.860003,1.633625,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","13::overall","CD016031_data","direction_only",FALSE,FALSE,FALSE,0.107611862064577,-0.012237395228161,-0.629532215760906,0.84475593989006,-0.0482462020313817,0.0237714115750596,TRUE,FALSE
2,11,"Comparison 2: Anterior vs lateral, Outcome 11: Re-operation rate, early (≤ 4 months, categorical data)","",NA,"SUBGROUP_AND_OVERALL","Renken 2012","2012",NA,NA,NA,NA,0,30,NA,NA,1,27,NA,NA,9.21401,0.301075,0.012779,7.093354,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","11::overall","CD016031_data","direction_only",FALSE,FALSE,FALSE,0.123841430176046,-0.00335272259729572,-0.827920242040741,1.07560310239283,-0.0476089912259368,0.0409035460313454,TRUE,FALSE
2,11,"Comparison 2: Anterior vs lateral, Outcome 11: Re-operation rate, early (≤ 4 months, categorical data)","",NA,"SUBGROUP_AND_OVERALL","Saxer 2018","2018",NA,NA,NA,NA,7,85,NA,NA,7,98,NA,NA,90.78599,1.152941,0.421369,3.154653,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","11::overall","CD016031_data","direction_only",FALSE,FALSE,FALSE,0.123841430176046,-0.00335272259729572,-0.827920242040741,1.07560310239283,-0.0476089912259368,0.0409035460313454,TRUE,FALSE
2,13,"Comparison 2: Anterior vs lateral, Outcome 13: Adverse events, implant related (categorical data)","Deep wound infection",5,"SUBGROUP_AND_OVERALL","Auffarth 2011","2011",0,1.60831174424198,0,0,0,24,0,0,1,24,0,2.58666666666667,11.036364,0.333333,0.014252,7.796078,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","13::5","CD016031_data","direction_only",FALSE,FALSE,FALSE,0.318046574520617,-0.00324479242852826,-0.796457798281548,1.43255094732278,-0.0746834134624344,0.0681938286053778,TRUE,FALSE
2,13,"Comparison 2: Anterior vs lateral, Outcome 13: Adverse events, implant related (categorical data)","Deep wound infection",5,"SUBGROUP_AND_OVERALL","Saxer 2018","2018",0,0.518259044276885,0,0,7,85,0,0,5,98,0,0.26859243697479,88.963636,1.614118,0.531808,4.89909,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","13::5","CD016031_data","direction_only",FALSE,FALSE,FALSE,0.318046574520617,-0.00324479242852826,-0.796457798281548,1.43255094732278,-0.0746834134624344,0.0681938286053778,TRUE,FALSE
2,15,"Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","Length of surgery (minutes)",1,"SUBGROUP_AND_OVERALL","Auffarth 2011","2011",0,0,80.4,20.05,0,24,65.3,12.08,0,24,0,0,21.940796,15.1,5.735069,24.464931,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","15::1","CD016031_data","significance_only",TRUE,TRUE,FALSE,-0.993725269890321,-0.0189808415672849,-1.70940872524655,-0.278041814534089,-0.0393343962714562,0.00137271313688626,TRUE,TRUE
2,15,"Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","Length of surgery (minutes)",1,"SUBGROUP_AND_OVERALL","Bűcs 2021","2021",0,1.93394072333829,52.25,13.64,0,51,53.72,13.05,0,43,0,3.74012672138623,27.484569,-1.47,-6.876288,3.936288,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","15::1","CD016031_data","significance_only",TRUE,TRUE,FALSE,-0.993725269890321,-0.0189808415672849,-1.70940872524655,-0.278041814534089,-0.0393343962714562,0.00137271313688626,TRUE,TRUE
2,15,"Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","Length of surgery (minutes)",1,"SUBGROUP_AND_OVERALL","Faggiani 2022","2022",0,3.28934149061183,61,10.2,0,86,67,12.4,0,80,0,10.8197674418605,29.690932,-6,-9.468509,-2.531491,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","15::1","CD016031_data","significance_only",TRUE,TRUE,FALSE,-0.993725269890321,-0.0189808415672849,-1.70940872524655,-0.278041814534089,-0.0393343962714562,0.00137271313688626,TRUE,TRUE
2,15,"Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","Length of surgery (minutes)",1,"SUBGROUP_AND_OVERALL","Krassnig 2022","2022",0,5.5066850867978,86.9,26.2,0,40,83.6,20.2,0,43,0,30.3235806451613,20.883703,3.3,-6.818105,13.418105,NA,"https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016031/full","10.1002/14651858.CD016031","15::1","CD016031_data","significance_only",TRUE,TRUE,FALSE,-0.993725269890321,-0.0189808415672849,-1.70940872524655,-0.278041814534089,-0.0393343962714562,0.00137271313688626,TRUE,TRUE
