"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,10,"Obesity (formula with complementary foods): subgroup analysis by duration of treatment","8 years","SUBGROUP_AND_OVERALL","Koletzko 2009b",2009,0,0,0,0,17,550,0,0,8,540,0,0,100,2.086364,0.908033,4.793781,"according to Totzauer 2022","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
1,10,"Obesity (formula with complementary foods): subgroup analysis by duration of treatment","11 years","SUBGROUP_AND_OVERALL","Koletzko 2009b",2009,0,0,0,0,17,550,0,0,13,540,0,0,100,1.283916,0.629782,2.617479,"according to Totzauer 2022","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
1,10,"Obesity (formula with complementary foods): subgroup analysis by duration of treatment","5 years","SUBGROUP_AND_OVERALL","Koletzko 2009b",2009,0,0,0,0,8,550,0,0,4,540,0,0,100,1.963636,0.594793,6.482708,"according to Gruzfeld 2016","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
2,10,"Weight (kg): subgroup analysis by duration of treatment","2 months","SUBGROUP_AND_OVERALL","Fomon 1995",1995,0,0,5.77,0.21,0,13,5.45,0.25,0,15,0,0,21.929861,0.32,0.149596,0.490404,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
2,10,"Weight (kg): subgroup analysis by duration of treatment","2 months","SUBGROUP_AND_OVERALL","Picone 1989",1989,0,0,4.88,0.11,0,20,5.23,0.2,0,10,0,0,35.997232,-0.35,-0.483003,-0.216997,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
2,10,"Weight (kg): subgroup analysis by duration of treatment","2 months","SUBGROUP_AND_OVERALL","Räihä 1986a",1986,0,0,4.93,0.15,0,10,4.89,0.13,0,10,0,0,42.072907,0.04,-0.083026,0.163026,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
2,10,"Weight (kg): subgroup analysis by duration of treatment","4 months","SUBGROUP_AND_OVERALL","Fomon 1995",1995,0,0,6.91,0.59,0,13,6.46,0.59,0,15,0,0,15.351112,0.45,0.011811,0.888189,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
2,10,"Weight (kg): subgroup analysis by duration of treatment","4 months","SUBGROUP_AND_OVERALL","Kouwenhoven 2020",2020,0,0,6.71,0.64,0,88,6.66,0.63,0,90,0,0,84.648888,0.05,-0.136604,0.236604,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
2,10,"Weight (kg): subgroup analysis by duration of treatment","6 months","SUBGROUP_AND_OVERALL","Kouwenhoven 2020",2020,0,0,7.9,0.77,0,88,7.74,0.81,0,90,0,0,100,0.16,-0.072134,0.392134,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
2,10,"Weight (kg): subgroup analysis by duration of treatment","1 year","SUBGROUP_AND_OVERALL","Kouwenhoven 2020",2020,0,0,9.84,1,0,88,9.62,1.1,0,90,0,0,100,0.22,-0.088706,0.528706,"according to Kouwenhoven 2021b","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
2,10,"Weight (kg): subgroup analysis by duration of treatment","2 years","SUBGROUP_AND_OVERALL","Kouwenhoven 2020",2020,0,0,12.48,1.2,0,88,12.49,1.5,0,90,0,0,100,-0.01,-0.408618,0.388618,"according to Kouwenhoven 2021b","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013758.pub2/full","10.1002/14651858.CD013758.pub2","10::overall","CD013758_pub2_data","significance_only",TRUE,FALSE,TRUE,0.443270012476174,0.00937816282442816,-0.0307451522787838,0.917285177231133,0.000402408848385914,0.0183539168004704,TRUE,TRUE
