"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,16,"Mortality – mortality due to natural causes ","< 6 months","SUBGROUP_AND_OVERALL","Morrison 2014 – ACTION",2014,0,0,0,0,0,37,0,0,0,37,0,0,NA,NA,NA,NA,"","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
1,16,"Mortality – mortality due to natural causes ","< 12 months","SUBGROUP_AND_OVERALL","Morrison 2014 – ACTION",2014,0,0,0,0,0,37,0,0,2,37,0,0,100,0.2,0.009929,4.028714,"","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
1,16,"Mortality – mortality due to natural causes ","> 1 year","SUBGROUP_AND_OVERALL","Morrison 2014 – ACTION",2014,0,0,0,0,0,37,0,0,4,37,0,0,100,0.111111,0.006194,1.993138,"","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
2,16,"Quality of life – mean endpoint WHOQOL (high = good)","< 6 months","SUBGROUP_AND_OVERALL","Morrison 2018 – COMPARE",2018,0,0,-79.16,14.03,0,21,-79.15,20.95,0,20,0,0,100,-0.01,-10.978534,10.958534,"scores were reversed so that the area to the left of the line of no effect indicates a favourable outcome for CBT","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
2,16,"Quality of life – mean endpoint WHOQOL (high = good)","< 12 months","SUBGROUP_AND_OVERALL","Morrison 2018 – COMPARE",2018,0,0,-83.81,15.23,0,21,-81.36,20.02,0,22,0,0,100,-2.45,-13.052586,8.152586,"scores were reversed so that the area to the left of the line of no effect indicates a favourable outcome for CBT","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
2,22,"Adverse events – participants with at least 1 adverse event","< 12 months","SUBGROUP_AND_OVERALL","Morrison 2020 – MAPS",2020,0,0,0,0,5,18,0,0,13,22,0,0,100,0.470085,0.206617,1.069517,"","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process</p>","High risk","<p>Participants and therapists are not blind; there are deviations from intended interventions not balanced between the groups; ITT analysis was performed.</p>","Low risk","<p>Data on this outcome are available for nearly all randomised participants.</p>","Low risk","<p>Outcome was measured with a valid method by blind outcome assessors</p>","Low risk","<p>The outcome is predefined in the trial registration of this study.</p>","High risk","<p>Calculated based on RoB2 algorithm.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","22::overall","CD015332_pub2_data","significance_only",TRUE,TRUE,FALSE,-0.64611962403296,-0.0413690686687715,-1.27673852128407,-0.0155007267818491,-0.103593554573782,0.0208554172362386,TRUE,FALSE
3,16,"Mental state – specific: mean endpoint anxiety scales (high = poor)","< 6 months","SUBGROUP_AND_OVERALL","Francey 2020 – STAGES",2020,0,0,12.9,9.8,0,35,13.8,10.9,0,31,0,0,49.873982,-0.086098,-0.569734,0.397538,"","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
3,16,"Mental state – specific: mean endpoint anxiety scales (high = poor)","< 6 months","SUBGROUP_AND_OVERALL","Morrison 2018 – COMPARE",2018,0,0,19.18,10.8,0,22,15.65,5.98,0,20,0,0,34.765416,0.391595,-0.220306,1.003497,"","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
3,16,"Mental state – specific: mean endpoint anxiety scales (high = poor)","< 6 months","SUBGROUP_AND_OVERALL","Morrison 2020 – MAPS",2020,0,0,10.1,3.1,0,7,11.8,4.1,0,10,0,0,15.360603,-0.432324,-1.412331,0.547683,"","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
3,16,"Mental state – specific: mean endpoint anxiety scales (high = poor)","< 12 months","SUBGROUP_AND_OVERALL","Francey 2020 – STAGES",2020,0,0,12.8,8.1,0,33,11.3,8.5,0,26,0,0,54.499689,0.178812,-0.336233,0.693858,"","Low risk","<p>Participants were randomised. Randomisation was independent and concealed. No baseline difference to suggest a problem with the randomisation process.</p>","","","","","","","","","","","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015332.pub2/full","10.1002/14651858.CD015332.pub2","16::overall","CD015332_pub2_data","significance_only",TRUE,FALSE,TRUE,-0.531405378455448,-0.0727856569440728,-1.61470748454191,0.55189672763101,-0.131684370041103,-0.0138869438470425,TRUE,TRUE
