"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","Bias.arising.from.the.randomization.process.judgement","Bias.arising.from.the.randomization.process.support","Bias.due.to.deviations.from.intended.interventions.judgement","Bias.due.to.deviations.from.intended.interventions.support","Bias.due.to.missing.outcome.data.judgement","Bias.due.to.missing.outcome.data.support","Bias.in.measurement.of.the.outcome.judgement","Bias.in.measurement.of.the.outcome.support","Bias.in.selection.of.the.reported.result.judgement","Bias.in.selection.of.the.reported.result.support","Overall.bias.judgement","Overall.bias.support","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,2,"3rd or 4th degree tears",NA,"SUBGROUP_AND_OVERALL","Califano 2022",2022,0,0,0,0,2,35,0,0,2,35,0,0,5.656177,1,0.1491,6.70693,"","Low risk","<p>Randomized by a web-based system. Allocation concealed until after assignment. No concerns regarding baseline characteristics reported in table 3 of the trial report.</p>","Low risk","<p>ITT analysis used. No deviations reported.</p>","Low risk","<p>Data available for 70/70 participants</p>","Some concerns","<p>Methods and definitions not stated but tears measured in a standard way. Measurement of the outcome could have been influenced by knowledge of the intervention received but this is unlikely.</p>","Low risk","<p>Outcome mentioned in trial registry NCT04860106</p>","Some concerns","<p>Some concerns in measurmenet of the outcome.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
1,2,"3rd or 4th degree tears",NA,"SUBGROUP_AND_OVERALL","McCandlish 1998",1998,0,0,0,0,40,2740,0,0,31,2731,0,0,94.343823,1.286084,0.807036,2.049491,"","Low risk","<p>Randomisation was in a ratio of 1/1 within balanced blocks of 4 to 8, stratified by centre. Details of the allocated group were given on coloured cards contained in sequentially numbered, opaque, sealed envelopes. Randomisation took place at the end of second stage of labour when the midwife considered a vaginal birth was imminent. The two groups were well balanced in respect of socio-demographic characteristics and other prognostic factors at trial entry (Table 1).</p>","Low risk","<p>Staff were not blinded but encouraged not to tell women allocation. No deviations reported. ITT used.</p>","Low risk","<p>Data was available for all participants</p>","Some concerns","<p>No details given and outcome assessors not blinded. Although the assessment of the outcome could have been influenced by knowledge of the intervention received, it is unlikely as tears are measured in a standard way.</p>","Some concerns","<p>No protocol available.</p>","Some concerns","<p>Some concerns in measurement of the outcome and selection of the reported result because of the lack of pre specified details.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
2,2,"3rd degree tears",NA,"SUBGROUP_AND_OVERALL","Neta 2022",2022,0,0,0,0,0,19,0,0,3,17,0,0,100,0.128571,0.007117,2.322599,"","Low risk","<p>""We randomized women to vocalization or usual care using a list of random numbers generated by a collaborator who was not involved in data collection. Based on this list, we prepared sealed, opaque envelopes numbered one through 40. Each number corresponded to a group allo­cation (experimental or control) which was determined according to the random number sequence. The envelopes were prepared by another collaborator who was also not involved in data collection. Women in the experimental and control group had similar de­mographic and clinical characteristics (Table 1). There was no signifi­cant difference in terms of age, gestational age, years of education, or number of pregnancies.""</p>","Low risk","<p>Staff not blind. ITT analysis used. No deviations reported.</p>","Low risk","<p>36/40 (4 had c section)</p>","Low risk","<p>Tears were defined as: first-degree, involving the skin and/or vaginal mucosa; second-degree, involving the perineal musculature; third- degree, involving the anal sphincter; and fourth-degree, involving the rectal mucosa. The researcher and healthcare provider (nurse or physician) examined the participants after delivery and determined&nbsp;<br>which type of perineal tear, if any, had occurred. It is not clear if they were blind to intervention. Assessment of the outcome could have been influenced by knowledge of intervention received but this is unlikely.</p>","Low risk","<p>Mentioned in trial registry NCT03605615</p>","Low risk","<p>Low risk of bias in all domains.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
3,2,"3rd or 4th degree tears",NA,"SUBGROUP_AND_OVERALL","Albers 2005",2005,0,0,0,0,3,404,0,0,6,404,0,0,15.357186,0.5,0.125912,1.985516,"","Low risk","<p>""Computer‐generated, ratio 1:1:1 within balanced blocks of 12. Sequentially‐numbered, sealed, opaque envelopes were prepared by the data manager and study administrator and stored in metal box in a restricted area at the hospital's labour unit. The clinical midwife selected the lowest numbered envelope once vaginal birth appeared likely. The envelope contained a card with the study group allocation. When the envelope was drawn, the midwife signed the study register and noted date and time."" Randomization produced groups that were evenly matched for all variables. No group differences were statistically significant.</p>","Low risk","<p>Staff not blind. ITT analysis used. No deviations reported.</p>","Low risk","<p>Data available for all participants.</p>","Some concerns","<p>No details given and outcome assessors not blinded. Although the assessment of the outcome could have been influenced by knowledge of the intervention received, it is unlikely as tears are measured in a standard way.</p>","Some concerns","<p>No protocol available.</p>","Some concerns","<p>Some concerns in measurement of the outcome and selection of the reported result because of the lack of pre specified details.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
3,2,"3rd or 4th degree tears",NA,"SUBGROUP_AND_OVERALL","Dahlen 2007",2007,0,0,0,0,15,360,0,0,31,357,0,0,81.445174,0.479839,0.263652,0.873291,"","Low risk","<p>Randomisation by the National Health and Medical Research Clinical Trials Centre using randomly generated numbers. Sealed, opaque envelopes at the National Health and Medical Research Clinical Trials Centre kept at the neonatal intensive care unit to ensure remote allocation concealment, with randomisation occurring as close as possible to second stage of labour. No concerns regarding baseline characteristics.</p>","Low risk","<p>Staff not blind. ITT analysis used. No deviations reported.</p>","Low risk","<p>Data avilable for all participants.</p>","Low risk","<p>An independent, senior midwife blinded to the allocated group was asked to give an independent assessment of the degree of perineal trauma after the birth and whether or not suturing was required. Midwives were instructed not to let other midwives know the allocation.</p>","Some concerns","<p>No protocol available.</p>","Some concerns","<p>Some concerns due to selection of the reported result due to lack of prespecified details.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
3,2,"3rd or 4th degree tears",NA,"SUBGROUP_AND_OVERALL","Terre-Rull 2014",2014,0,0,0,0,0,132,0,0,2,66,0,0,3.19764,0.100752,0.004906,2.068943,"","Low risk","<p>Random assignment to the study group was done using a closed envelope that was placed in the medical record and opened at the beginning of the discharge period. Table 1 in the article shows baseline equivalence.</p>","Some concerns","<p>Neither the midwife nor the pregnant woman could be masked to the assigned study group. No deviations reported. No information was available on the analysis.</p>","Low risk","<p>Data avilable for all participants.</p>","Some concerns","<p>No details given and outcome assessors not blinded. Although the assessment of the outcome could have been influenced by knowledge of the intervention received, it is unlikely as tears are measured in a standard way.</p>","Some concerns","<p>No protocol available.</p>","Some concerns","<p>Some concerns in deviations of intended interventions, measurement of the outcome and selection of the reported result because of the lack of pre specified details and no details on the analysis.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
4,2,"3rd degree tears",NA,"SUBGROUP_AND_OVERALL","Albers 2005",2005,0,0,0,0,4,403,0,0,2,404,0,0,30.25769,2.004963,0.369304,10.885003,"","Low risk","<p>""Computer‐generated, ratio 1:1:1 within balanced blocks of 12. Sequentially‐numbered, sealed, opaque envelopes were prepared by the data manager and study administrator and stored in metal box in a restricted area at the hospital's labour unit. The clinical midwife selected the lowest numbered envelope once vaginal birth appeared likely. The envelope contained a card with the study group allocation. When the envelope was drawn, the midwife signed the study register and noted date and time."" Randomization produced groups that were evenly matched for all variables. No group differences were statistically significant.</p>","Low risk","<p>Staff not blind. ITT analysis used. No deviations reported.</p>","Low risk","<p>Data available for all participants.</p>","Some concerns","<p>No details given and outcome assessors not blinded. Although the assessment of the outcome could have been influenced by knowledge of the intervention received, it is unlikely as tears are measured in a standard way.</p>","Some concerns","<p>No protocol available.</p>","Some concerns","<p>Some concerns in measurement of the outcome and selection of the reported result because of the lack of pre specified details.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
4,2,"3rd degree tears",NA,"SUBGROUP_AND_OVERALL","Attarha 2009",2009,0,0,0,0,0,85,0,0,5,85,0,0,14.995287,0.090909,0.005105,1.618813,"","Some concerns","<p>Researchers just state they used simple random sampling. Unsure of method and also concealment.</p>","Some concerns","<p>Staff not blind. ITT analysis used. No deviations reported.</p>","Low risk","<p>No details given but missingness unlikely to depend on the outcome.</p>","Some concerns","<p>No details given and outcome assessors not blinded. Although the assessment of the outcome could have been influenced by knowledge of the intervention received, it is unlikely as tears are measured in a standard way.</p>","Some concerns","<p>No protocol available.</p>","High risk","<p>Four of the five domains are of some concerns.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
4,2,"3rd degree tears",NA,"SUBGROUP_AND_OVERALL","Geranmayeh 2012",2012,0,0,0,0,0,42,0,0,0,42,0,0,NA,NA,NA,NA,"","Some concerns","<p>Article states participants were randomly assigned but method of randomisation and allocation concealment was not clearly described. ""The two groups were not signifcantly different in terms of demographic variables (age, post-secondary education and height) (P &gt; 0.05). In terms of pre-pregnancy weight, the control group was signifcantly higher than the massage group (P = 0.014). However, the two groups were not different in terms of weight gain during pregnancy<br>(P = 0.719). The two groups were also homogenous in terms of gestational age and abortion history (P &gt; 0.05).""</p>","Low risk","<p>Staff not blind. ITT analysis used. No deviations reported.</p>","Low risk","<p>Data avilable for all participants.</p>","Some concerns","<p>No details given and outcome assessors not blinded. Although the assessment of the outcome could have been influenced by knowledge of the intervention received, it is unlikely as tears are measured in a standard way.</p>","Some concerns","<p>No protocol available.</p>","Some concerns","<p>Some concerns in randomisation, measurement of the outcome and selection of the reported result because of the lack of pre specified details.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
4,2,"3rd degree tears",NA,"SUBGROUP_AND_OVERALL","Stamp 2001",2001,0,0,0,0,12,708,0,0,23,632,0,0,54.747023,0.465733,0.233679,0.928228,"","Low risk","<p>Women who met the criteria were randomised by the attending midwife in one of two ways. At the coordinating centre in hospital 1 a telephone call was made to the emergency department. Here, the duty midwife or clerk opened the next sequentially numbered, double packed, sealed envelope, taken from a box marked either nulliparous or multiparous. For hospitals 2 and 3 the attending midwife opened the next trial envelope from an identical arrangement in the delivery suite. The randomisation schedules and envelopes were prepared in batches of 100 by a research assistant not involved in care of the women. The groups at trial entry were similar in age, parity, previous perineal trauma, and previous operative vagi­nal delivery. In addition, the few women who had used antenatal perineal massage during this pregnancy were equally distributed between groups.</p>","Low risk","<p>Staff not blind. ITT analysis used. No deviations reported.</p>","Low risk","<p>Data available for all participants.</p>","Some concerns","<p>No details given and outcome assessors not blinded. Although the assessment of the outcome could have been influenced by knowledge of the intervention received, it is unlikely as tears are measured in a standard way.</p>","Some concerns","<p>No protocol available.</p>","Some concerns","<p>Some concerns in measurement of the outcome and selection of the reported result because of the lack of pre specified details.</p>","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD016148/full","10.1002/14651858.CD016148","2::overall","CD016148_data","significance_only",TRUE,TRUE,FALSE,-0.413695006984715,-0.00576643910086291,-0.805726689271211,-0.0216633246982181,-0.0136644383574446,0.0021315601557188,TRUE,TRUE
