"Analysis.group","Analysis.number","Analysis.name","Subgroup","Applicability","Study","Study.year","GIV.Mean","GIV.SE","Experimental.mean","Experimental.SD","Experimental.cases","Experimental.N","Control.mean","Control.SD","Control.cases","Control.N","O.E","Variance","Weight","Mean","CI.start","CI.end","Footnotes","review.url","review.doi","analysis_key","dataset_name","mismatch_type","direction_match","or_sig","rd_sig","log_or","rd","log_or_ci_lb","log_or_ci_ub","rd_ci_lb","rd_ci_ub","sparse_events","double_zero"
1,1,"Kidney failure or doubling of serum creatinine","ARB versus placebo","SUBGROUP_AND_OVERALL","HKVIN 2006",2006,0,0,0,0,1,54,0,0,4,55,0,0,100,0.25463,0.029398,2.205497,"ARB versus placebo","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","1::overall","CD003962_pub3_data","significance_only",TRUE,TRUE,FALSE,0.820182256605017,0.132258050739616,0.00304548622009027,1.63731902698994,-0.00389313517297193,0.268409236652205,TRUE,TRUE
1,1,"Kidney failure or doubling of serum creatinine","ACEi versus ARB","SUBGROUP_AND_OVERALL","Woo 2008",2008,0,0,0,0,28,101,0,0,16,106,0,0,100,1.836634,1.059153,3.184831,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","1::overall","CD003962_pub3_data","significance_only",TRUE,TRUE,FALSE,0.820182256605017,0.132258050739616,0.00304548622009027,1.63731902698994,-0.00389313517297193,0.268409236652205,TRUE,TRUE
1,1,"Kidney failure or doubling of serum creatinine","ACEi versus antiplatelet agent","SUBGROUP_AND_OVERALL","Hashizume 1998",1998,0,0,0,0,0,17,0,0,2,17,0,0,100,0.2,0.01031,3.879888,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","1::overall","CD003962_pub3_data","significance_only",TRUE,TRUE,FALSE,0.820182256605017,0.132258050739616,0.00304548622009027,1.63731902698994,-0.00389313517297193,0.268409236652205,TRUE,TRUE
1,1,"Kidney failure or doubling of serum creatinine","ACEi versus CCB or BB","SUBGROUP_AND_OVERALL","Bannister 1995",1995,0,0,0,0,2,16,0,0,0,16,0,0,27.232945,5,0.258834,96.587112,"ACEi versus CCB","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","1::overall","CD003962_pub3_data","significance_only",TRUE,TRUE,FALSE,0.820182256605017,0.132258050739616,0.00304548622009027,1.63731902698994,-0.00389313517297193,0.268409236652205,TRUE,TRUE
1,1,"Kidney failure or doubling of serum creatinine","ACEi versus CCB or BB","SUBGROUP_AND_OVERALL","Cheng 1998a",1998,0,0,0,0,2,12,0,0,2,16,0,0,72.767055,1.333333,0.217896,8.158849,"ACEi versus BB","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","1::overall","CD003962_pub3_data","significance_only",TRUE,TRUE,FALSE,0.820182256605017,0.132258050739616,0.00304548622009027,1.63731902698994,-0.00389313517297193,0.268409236652205,TRUE,TRUE
1,2,"Complete remission of proteinuria","ACEi versus placebo","SUBGROUP_AND_OVERALL","IgACE 2001",2001,0,0,0,0,2,16,0,0,0,17,0,0,100,5.294118,0.273479,102.485653,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","2::overall","CD003962_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0842124768572457,0.0085167521436394,-0.63321446044951,0.464789506735019,-0.0796035526455005,0.0966370569327793,TRUE,TRUE
1,2,"Complete remission of proteinuria","ACEi or ARB + steroids + tonsillectomy vs steroids + tonsillectomy (24 months)","SUBGROUP_AND_OVERALL","CAST-IgA 2018",2018,0,0,0,0,39,39,0,0,25,35,0,0,100,1.394118,1.127234,1.724188,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","2::overall","CD003962_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.0842124768572457,0.0085167521436394,-0.63321446044951,0.464789506735019,-0.0796035526455005,0.0966370569327793,TRUE,TRUE
1,3,"Partial remission of proteinuria","ACEi versus placebo","SUBGROUP_AND_OVERALL","IgACE 2001",2001,0,0,0,0,7,16,0,0,2,17,0,0,100,3.71875,0.902989,15.31481,"","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","3::overall","CD003962_pub3_data","significance_only",TRUE,TRUE,FALSE,0.786631556862284,0.1070163540605,0.38529923983533,1.18796387388924,-0.0247796527581039,0.238812360879105,TRUE,TRUE
1,4,"Proteinuria","ACEi or ARB versus placebo","SUBGROUP_AND_OVERALL","HKVIN 2006",2006,0,0,1.23,1.25,0,54,1.97,1.67,0,55,0,0,33.840252,-0.74,-1.293121,-0.186879,"ARB vs placebo","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","4::overall","CD003962_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.180481485612307,0.145793552055092,-0.585920482675328,0.224957511450713,-0.230908823829363,0.522495927939548,TRUE,TRUE
1,4,"Proteinuria","ACEi or ARB versus placebo","SUBGROUP_AND_OVERALL","IgACE 2001",2001,0,0,0.94,0.98,0,32,1.8,1.34,0,34,0,0,32.540233,-0.86,-1.424062,-0.295938,"ACEi vs placebo","https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003962.pub3/full","10.1002/14651858.CD003962.pub3","4::overall","CD003962_pub3_data","direction_only",FALSE,FALSE,FALSE,-0.180481485612307,0.145793552055092,-0.585920482675328,0.224957511450713,-0.230908823829363,0.522495927939548,TRUE,TRUE
